candidate,source_template,gpt2_token_count,gpt2_token_id,gpt2_token,recommendation,risk_flags
kveek,old_onset_plus_coda_tail,3,,Ġk ve ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kveel,old_onset_plus_coda_tail,3,,Ġk ve el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kveil,old_onset_plus_coda_tail,3,,Ġk ve il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kveim,old_onset_plus_coda_tail,3,,Ġk ve im,reject,not_one_gpt2_token;token_surface_mismatch
kvein,old_onset_plus_coda_tail,3,,Ġk ve in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
kveir,old_onset_plus_coda_tail,3,,Ġk ve ir,reject,not_one_gpt2_token;token_surface_mismatch
kveol,old_onset_plus_coda_tail,3,,Ġk ve ol,reject,not_one_gpt2_token;token_surface_mismatch
kveom,old_onset_plus_coda_tail,3,,Ġk ve om,reject,not_one_gpt2_token;token_surface_mismatch
kveor,old_onset_plus_coda_tail,3,,Ġk ve or,reject,not_one_gpt2_token;token_surface_mismatch
kveud,old_onset_plus_coda_tail,3,,Ġk ve ud,reject,not_one_gpt2_token;token_surface_mismatch
kveul,old_onset_plus_coda_tail,3,,Ġk ve ul,reject,not_one_gpt2_token;token_surface_mismatch
kveur,old_onset_plus_coda_tail,3,,Ġk ve ur,reject,not_one_gpt2_token;token_surface_mismatch
mniab,old_onset_plus_coda_tail,3,,Ġm ni ab,reject,not_one_gpt2_token;token_surface_mismatch
mnias,old_onset_plus_coda_tail,3,,Ġm n ias,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
mniav,old_onset_plus_coda_tail,3,,Ġm nia v,reject,not_one_gpt2_token;token_surface_mismatch
mnied,old_onset_plus_coda_tail,3,,Ġm n ied,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
mnief,old_onset_plus_coda_tail,3,,Ġm n ief,reject,not_one_gpt2_token;token_surface_mismatch
mniek,old_onset_plus_coda_tail,3,,Ġm nie k,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mniel,old_onset_plus_coda_tail,3,,Ġm n iel,reject,not_one_gpt2_token;token_surface_mismatch
mniil,old_onset_plus_coda_tail,3,,Ġm ni il,reject,not_one_gpt2_token;token_surface_mismatch
mniim,old_onset_plus_coda_tail,3,,Ġm ni im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mniin,old_onset_plus_coda_tail,3,,Ġm ni in,reject,not_one_gpt2_token;token_surface_mismatch
mniir,old_onset_plus_coda_tail,3,,Ġm ni ir,reject,not_one_gpt2_token;token_surface_mismatch
mniol,old_onset_plus_coda_tail,3,,Ġm n iol,reject,not_one_gpt2_token;token_surface_mismatch
mniom,old_onset_plus_coda_tail,3,,Ġm ni om,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mnior,old_onset_plus_coda_tail,3,,Ġm n ior,reject,not_one_gpt2_token;token_surface_mismatch
mniud,old_onset_plus_coda_tail,3,,Ġm ni ud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mniul,old_onset_plus_coda_tail,3,,Ġm ni ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
mniur,old_onset_plus_coda_tail,3,,Ġm ni ur,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploab,old_onset_plus_coda_tail,3,,Ġpl o ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploas,old_onset_plus_coda_tail,3,,Ġpl o as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
ploav,old_onset_plus_coda_tail,3,,Ġpl o av,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploed,old_onset_plus_coda_tail,3,,Ġpl o ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
ploef,old_onset_plus_coda_tail,3,,Ġpl o ef,reject,not_one_gpt2_token;token_surface_mismatch
ploek,old_onset_plus_coda_tail,3,,Ġpl o ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploel,old_onset_plus_coda_tail,3,,Ġpl o el,reject,not_one_gpt2_token;token_surface_mismatch
ploil,old_onset_plus_coda_tail,2,,Ġpl oil,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploim,old_onset_plus_coda_tail,3,,Ġpl o im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploin,old_onset_plus_coda_tail,2,,Ġpl oin,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploir,old_onset_plus_coda_tail,2,,Ġpl oir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plool,old_onset_plus_coda_tail,2,,Ġpl ool,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploom,old_onset_plus_coda_tail,2,,Ġpl oom,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploor,old_onset_plus_coda_tail,2,,Ġpl oor,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploud,old_onset_plus_coda_tail,2,,Ġpl oud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
ploul,old_onset_plus_coda_tail,2,,Ġpl oul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
plour,old_onset_plus_coda_tail,2,,Ġpl our,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pneab,old_onset_plus_coda_tail,3,,Ġp ne ab,reject,not_one_gpt2_token;token_surface_mismatch
pneas,old_onset_plus_coda_tail,3,,Ġp ne as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
pneav,old_onset_plus_coda_tail,3,,Ġp ne av,reject,not_one_gpt2_token;token_surface_mismatch
pneed,old_onset_plus_coda_tail,2,,Ġp need,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
pneef,old_onset_plus_coda_tail,3,,Ġp ne ef,reject,not_one_gpt2_token;token_surface_mismatch
pneek,old_onset_plus_coda_tail,3,,Ġp ne ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pneel,old_onset_plus_coda_tail,3,,Ġp ne el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pneil,old_onset_plus_coda_tail,3,,Ġp ne il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pneim,old_onset_plus_coda_tail,3,,Ġp ne im,reject,not_one_gpt2_token;token_surface_mismatch
pnein,old_onset_plus_coda_tail,3,,Ġp ne in,reject,not_one_gpt2_token;token_surface_mismatch
pneir,old_onset_plus_coda_tail,3,,Ġp ne ir,reject,not_one_gpt2_token;token_surface_mismatch
pneol,old_onset_plus_coda_tail,3,,Ġp ne ol,reject,not_one_gpt2_token;token_surface_mismatch
pneom,old_onset_plus_coda_tail,3,,Ġp ne om,reject,not_one_gpt2_token;token_surface_mismatch
pneor,old_onset_plus_coda_tail,3,,Ġp ne or,reject,not_one_gpt2_token;token_surface_mismatch
pneud,old_onset_plus_coda_tail,3,,Ġp ne ud,reject,not_one_gpt2_token;token_surface_mismatch
pneul,old_onset_plus_coda_tail,3,,Ġp ne ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
pneur,old_onset_plus_coda_tail,3,,Ġp ne ur,reject,not_one_gpt2_token;token_surface_mismatch
skoab,old_onset_plus_coda_tail,3,,Ġsk o ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoas,old_onset_plus_coda_tail,3,,Ġsk o as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
skoav,old_onset_plus_coda_tail,3,,Ġsk o av,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoed,old_onset_plus_coda_tail,3,,Ġsk o ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
skoef,old_onset_plus_coda_tail,3,,Ġsk o ef,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoek,old_onset_plus_coda_tail,3,,Ġsk o ek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoel,old_onset_plus_coda_tail,3,,Ġsk o el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoil,old_onset_plus_coda_tail,2,,Ġsk oil,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoim,old_onset_plus_coda_tail,3,,Ġsk o im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoin,old_onset_plus_coda_tail,2,,Ġsk oin,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoir,old_onset_plus_coda_tail,2,,Ġsk oir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skool,old_onset_plus_coda_tail,2,,Ġsk ool,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoom,old_onset_plus_coda_tail,2,,Ġsk oom,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoor,old_onset_plus_coda_tail,2,,Ġsk oor,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoud,old_onset_plus_coda_tail,2,,Ġsk oud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skoul,old_onset_plus_coda_tail,2,,Ġsk oul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
skour,old_onset_plus_coda_tail,2,,Ġsk our,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeab,old_onset_plus_coda_tail,3,,Ġsm e ab,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeas,old_onset_plus_coda_tail,2,,Ġsm eas,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
smeav,old_onset_plus_coda_tail,3,,Ġsm e av,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeed,old_onset_plus_coda_tail,2,,Ġsm eed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
smeef,old_onset_plus_coda_tail,3,,Ġsm e ef,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeek,old_onset_plus_coda_tail,3,,Ġsm e ek,reject,not_one_gpt2_token;token_surface_mismatch;exact_dictionary_word;edit_distance_1_from_lexicon
smeel,old_onset_plus_coda_tail,3,,Ġsm e el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeil,old_onset_plus_coda_tail,3,,Ġsm e il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeim,old_onset_plus_coda_tail,3,,Ġsm e im,reject,not_one_gpt2_token;token_surface_mismatch
smein,old_onset_plus_coda_tail,3,,Ġsm e in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeir,old_onset_plus_coda_tail,3,,Ġsm e ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeol,old_onset_plus_coda_tail,3,,Ġsm e ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeom,old_onset_plus_coda_tail,3,,Ġsm e om,reject,not_one_gpt2_token;token_surface_mismatch
smeor,old_onset_plus_coda_tail,2,,Ġsm eor,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeud,old_onset_plus_coda_tail,3,,Ġsm e ud,reject,not_one_gpt2_token;token_surface_mismatch
smeul,old_onset_plus_coda_tail,3,,Ġsm e ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
smeur,old_onset_plus_coda_tail,2,,Ġsm eur,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tluab,old_onset_plus_coda_tail,3,,Ġt lu ab,reject,not_one_gpt2_token;token_surface_mismatch
tluas,old_onset_plus_coda_tail,3,,Ġt lu as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
tluav,old_onset_plus_coda_tail,3,,Ġt lu av,reject,not_one_gpt2_token;token_surface_mismatch
tlued,old_onset_plus_coda_tail,3,,Ġt l ued,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
tluef,old_onset_plus_coda_tail,4,,Ġt l ue f,reject,not_one_gpt2_token;token_surface_mismatch
tluek,old_onset_plus_coda_tail,4,,Ġt l ue k,reject,not_one_gpt2_token;token_surface_mismatch
tluel,old_onset_plus_coda_tail,3,,Ġt lu el,reject,not_one_gpt2_token;token_surface_mismatch
tluil,old_onset_plus_coda_tail,3,,Ġt lu il,reject,not_one_gpt2_token;token_surface_mismatch
tluim,old_onset_plus_coda_tail,3,,Ġt lu im,reject,not_one_gpt2_token;token_surface_mismatch
tluin,old_onset_plus_coda_tail,3,,Ġt lu in,reject,not_one_gpt2_token;token_surface_mismatch
tluir,old_onset_plus_coda_tail,3,,Ġt lu ir,reject,not_one_gpt2_token;token_surface_mismatch
tluol,old_onset_plus_coda_tail,3,,Ġt lu ol,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tluom,old_onset_plus_coda_tail,3,,Ġt lu om,reject,not_one_gpt2_token;token_surface_mismatch
tluor,old_onset_plus_coda_tail,3,,Ġt lu or,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
tluud,old_onset_plus_coda_tail,3,,Ġt lu ud,reject,not_one_gpt2_token;token_surface_mismatch
tluul,old_onset_plus_coda_tail,3,,Ġt lu ul,reject,not_one_gpt2_token;token_surface_mismatch
tluur,old_onset_plus_coda_tail,3,,Ġt lu ur,reject,not_one_gpt2_token;token_surface_mismatch
vraab,old_onset_plus_coda_tail,3,,Ġv ra ab,reject,not_one_gpt2_token;token_surface_mismatch
vraas,old_onset_plus_coda_tail,3,,Ġv ra as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
vraav,old_onset_plus_coda_tail,3,,Ġv ra av,reject,not_one_gpt2_token;token_surface_mismatch
vraed,old_onset_plus_coda_tail,3,,Ġv ra ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
vraef,old_onset_plus_coda_tail,3,,Ġv ra ef,reject,not_one_gpt2_token;token_surface_mismatch
vraek,old_onset_plus_coda_tail,3,,Ġv ra ek,reject,not_one_gpt2_token;token_surface_mismatch
vrael,old_onset_plus_coda_tail,2,,Ġv rael,reject,not_one_gpt2_token;token_surface_mismatch
vrail,old_onset_plus_coda_tail,2,,Ġv rail,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vraim,old_onset_plus_coda_tail,3,,Ġv ra im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrain,old_onset_plus_coda_tail,2,,Ġv rain,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrair,old_onset_plus_coda_tail,3,,Ġv ra ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vraol,old_onset_plus_coda_tail,3,,Ġv ra ol,reject,not_one_gpt2_token;token_surface_mismatch
vraom,old_onset_plus_coda_tail,3,,Ġv ra om,reject,not_one_gpt2_token;token_surface_mismatch
vraor,old_onset_plus_coda_tail,3,,Ġv ra or,reject,not_one_gpt2_token;token_surface_mismatch
vraud,old_onset_plus_coda_tail,2,,Ġv raud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vraul,old_onset_plus_coda_tail,3,,Ġv ra ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vraur,old_onset_plus_coda_tail,3,,Ġv ra ur,reject,not_one_gpt2_token;token_surface_mismatch
vreab,old_onset_plus_coda_tail,3,,Ġv re ab,reject,not_one_gpt2_token;token_surface_mismatch
vreas,old_onset_plus_coda_tail,3,,Ġv re as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
vreav,old_onset_plus_coda_tail,3,,Ġv re av,reject,not_one_gpt2_token;token_surface_mismatch
vreed,old_onset_plus_coda_tail,2,,Ġv reed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
vreef,old_onset_plus_coda_tail,3,,Ġv ree f,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vreek,old_onset_plus_coda_tail,2,,Ġv reek,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vreel,old_onset_plus_coda_tail,3,,Ġv re el,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vreil,old_onset_plus_coda_tail,3,,Ġv re il,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vreim,old_onset_plus_coda_tail,3,,Ġv re im,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vrein,old_onset_plus_coda_tail,3,,Ġv re in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vreir,old_onset_plus_coda_tail,3,,Ġv re ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
vreol,old_onset_plus_coda_tail,3,,Ġv re ol,reject,not_one_gpt2_token;token_surface_mismatch
vreom,old_onset_plus_coda_tail,3,,Ġv re om,reject,not_one_gpt2_token;token_surface_mismatch
vreor,old_onset_plus_coda_tail,3,,Ġv re or,reject,not_one_gpt2_token;token_surface_mismatch
vreud,old_onset_plus_coda_tail,3,,Ġv re ud,reject,not_one_gpt2_token;token_surface_mismatch
vreul,old_onset_plus_coda_tail,3,,Ġv re ul,reject,not_one_gpt2_token;token_surface_mismatch
vreur,old_onset_plus_coda_tail,3,,Ġv re ur,reject,not_one_gpt2_token;token_surface_mismatch
zloab,old_onset_plus_coda_tail,3,,Ġz lo ab,reject,not_one_gpt2_token;token_surface_mismatch
zloas,old_onset_plus_coda_tail,3,,Ġz lo as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
zloav,old_onset_plus_coda_tail,3,,Ġz lo av,reject,not_one_gpt2_token;token_surface_mismatch
zloed,old_onset_plus_coda_tail,3,,Ġz lo ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like;edit_distance_1_from_lexicon
zloef,old_onset_plus_coda_tail,3,,Ġz lo ef,reject,not_one_gpt2_token;token_surface_mismatch
zloek,old_onset_plus_coda_tail,3,,Ġz lo ek,reject,not_one_gpt2_token;token_surface_mismatch
zloel,old_onset_plus_coda_tail,3,,Ġz lo el,reject,not_one_gpt2_token;token_surface_mismatch
zloil,old_onset_plus_coda_tail,3,,Ġz lo il,reject,not_one_gpt2_token;token_surface_mismatch
zloim,old_onset_plus_coda_tail,3,,Ġz lo im,reject,not_one_gpt2_token;token_surface_mismatch
zloin,old_onset_plus_coda_tail,3,,Ġz lo in,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zloir,old_onset_plus_coda_tail,3,,Ġz lo ir,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zlool,old_onset_plus_coda_tail,3,,Ġz l ool,reject,not_one_gpt2_token;token_surface_mismatch
zloom,old_onset_plus_coda_tail,3,,Ġz l oom,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zloor,old_onset_plus_coda_tail,3,,Ġz l oor,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zloud,old_onset_plus_coda_tail,3,,Ġz l oud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zloul,old_onset_plus_coda_tail,3,,Ġz l oul,reject,not_one_gpt2_token;token_surface_mismatch
zlour,old_onset_plus_coda_tail,3,,Ġz l our,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zraab,old_onset_plus_coda_tail,3,,Ġz ra ab,reject,not_one_gpt2_token;token_surface_mismatch
zraas,old_onset_plus_coda_tail,3,,Ġz ra as,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
zraav,old_onset_plus_coda_tail,3,,Ġz ra av,reject,not_one_gpt2_token;token_surface_mismatch
zraed,old_onset_plus_coda_tail,3,,Ġz ra ed,reject,not_one_gpt2_token;token_surface_mismatch;suffix_like
zraef,old_onset_plus_coda_tail,3,,Ġz ra ef,reject,not_one_gpt2_token;token_surface_mismatch
zraek,old_onset_plus_coda_tail,3,,Ġz ra ek,reject,not_one_gpt2_token;token_surface_mismatch
zrael,old_onset_plus_coda_tail,2,,Ġz rael,reject,not_one_gpt2_token;token_surface_mismatch
zrail,old_onset_plus_coda_tail,2,,Ġz rail,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zraim,old_onset_plus_coda_tail,3,,Ġz ra im,reject,not_one_gpt2_token;token_surface_mismatch
zrain,old_onset_plus_coda_tail,2,,Ġz rain,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zrair,old_onset_plus_coda_tail,3,,Ġz ra ir,reject,not_one_gpt2_token;token_surface_mismatch
zraol,old_onset_plus_coda_tail,3,,Ġz ra ol,reject,not_one_gpt2_token;token_surface_mismatch
zraom,old_onset_plus_coda_tail,3,,Ġz ra om,reject,not_one_gpt2_token;token_surface_mismatch
zraor,old_onset_plus_coda_tail,3,,Ġz ra or,reject,not_one_gpt2_token;token_surface_mismatch
zraud,old_onset_plus_coda_tail,2,,Ġz raud,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zraul,old_onset_plus_coda_tail,3,,Ġz ra ul,reject,not_one_gpt2_token;token_surface_mismatch;edit_distance_1_from_lexicon
zraur,old_onset_plus_coda_tail,3,,Ġz ra ur,reject,not_one_gpt2_token;token_surface_mismatch
