row,column,core_text,jabber_text,core_tokens,jabber_tokens,jabber_minus_core
1957,pp,the candidate was bothered by the buddy .,the grisortas is grizebbaved by the kvenorvek .,8,18,10
1958,pp,an author is dragged by an aunt .,the drutorked was klosorveked by the vratafsel .,8,19,11
1959,pp,the actor was washed by the writer .,the brikudtas was skotafruded by the kvezemzom .,8,20,12
1960,pp,a leader is forgotten by a lawyer .,the smevakkul was grinellomed by the brikudtas .,8,19,11
1961,pp,the bishop was bothered by the author .,a pnesillom is vrasorkuled by a frasorgor .,8,17,9
1962,pp,a kid is asked by a husband .,a kvenorkul was bripemlomed by a brisilsel .,8,18,10
1963,pp,the physician was grabbed by the partner .,a pnezebkul was skotafruded by a frapemsim .,8,19,11
1964,pp,a boy is killed by a bishop .,the kvevarzom was vrasorkuled by the britorkul .,8,18,10
1965,pp,the president was forgiven by the pilot .,a vratorrud was vrerukgored by a vretortas .,8,18,10
1966,pp,an actress is protected by an actor .,the fravaksel is smegafdiled by the vretortas .,8,18,10
1967,pp,the worker was asked by the woman .,a fradullom is zrazemgored by a fravaksel .,8,18,10
1968,pp,a manager is bothered by a man .,the brikudtas was skopemkuled by the druvarmur .,8,19,11
1969,pp,the prince was forgiven by the priest .,the frataflom is zraruklomed by the zraduldil .,8,18,10
1970,pp,a manager is washed by a man .,a klotafdil is mnilodkeded by a frasorgor .,8,19,11
1971,pp,the brother was selected by the boy .,the kvesorrud is smegafdiled by the kvevarzom .,8,19,11
1972,pp,a colonel is chased by a child .,the britorkul was zrazemgored by the kveruknef .,8,19,11
1973,pp,the mayor was asked by the manager .,a pnezebkul was skopemkuled by a kvelodzom .,8,20,12
1974,pp,an employer is surprised by an employee .,the kvenorvek was skopemkuled by the smesormur .,8,19,11
1975,pp,the father was caught by the employer .,the smenelsel was vregafvoled by the frasorgor .,8,18,10
1976,pp,an author is comforted by an aunt .,a vramolsim is zlodulfined by a vrepimpav .,9,18,9
1977,pp,the parent was caught by the nurse .,a britorkul is mnilodkeded by a skozebsel .,8,18,10
1978,pp,a pilot is protected by a physician .,a frapemsim is grineldiled by a smesormur .,8,17,9
1979,pp,the lawyer was understood by the lady .,the vramolsim is klonorruded by the druvarmur .,8,17,9
1980,pp,a captain is raised by a candidate .,the zlosillom was mninorkuled by the kverukvol .,8,17,9
1981,pp,the champion was comforted by the captain .,a klosilfin was drupemzired by a vranorked .,9,18,9
1982,pp,an author is forgiven by an aunt .,the kveruknef was zranorzired by the kverukvol .,8,19,11
1983,pp,the physician was understood by the partner .,a smesormur was smenelmured by a skozebsel .,8,18,10
1984,pp,a teacher is forgotten by a student .,a britorkul was smegafdiled by a frataflom .,8,18,10
1985,pp,the professor was discovered by the princess .,the plokudsel is vrezebzomed by the tlumolvek .,8,19,11
1986,pp,a buddy is washed by a brother .,the grisortas was smegafdiled by the kvedulrab .,8,18,10
1987,pp,the king was taught by the kid .,a kvedulrab is vrerukgored by a drufimzom .,8,19,11
1988,pp,a teacher is hurried by a student .,a klogafrud is kvezemrabed by a vrakudmur .,8,19,11
1989,pp,the man was taught by the leader .,a vramolsim is vregafvoled by a vrakudmur .,8,18,10
1990,pp,a reader is joined by a professor .,the kvesorrud is smevarbaved by the smevakrab .,8,17,9
1991,pp,the cop was judged by the colonel .,a smevakkul was mnilodkeded by a kvevarzom .,8,20,12
1992,pp,a princess is chased by a prince .,a brisilsel is kvenelfined by a vrepimpav .,8,17,9
1993,pp,the sheriff was hurt by the secretary .,the smekudlom is mninorkuled by the zramolmur .,8,18,10
1994,pp,a leader is selected by a lawyer .,the klosilfin was klosorveked by the vravaknef .,8,19,11
1995,pp,the aunt was taught by the attorney .,the smezemlom was kvesornefed by the frataflom .,8,18,10
1996,pp,a colonel is described by a child .,the kverukvol is zranorzired by the brisilsel .,8,18,10
1997,pp,the aunt was chased by the attorney .,the fradullom was vrasorkuled by the vravaknef .,8,18,10
1998,pp,an attorney is chased by an adult .,the smevakkul is drusilfined by the vratafsel .,8,20,12
1999,pp,the bishop was washed by the author .,the kverukvol was frafimvoled by the skozemdil .,8,19,11
2000,pp,a colonel is destroyed by a child .,the druvarmur was grifimlomed by the smekudlom .,8,19,11
2001,pp,the president was protected by the pilot .,the smesormur was kvezemrabed by the frazemzom .,8,19,11
2002,pp,a teacher is washed by a student .,a smevakrab is drusilfined by a kvenorvek .,8,19,11
2003,pp,the parent was surprised by the nurse .,a grisortas is zraruklomed by a brikudtas .,8,19,11
2004,pp,a nurse is bothered by a mother .,a zlosillom was grizebbaved by a grivarbav .,8,17,9
2005,pp,the parent was dragged by the nurse .,the fradulvek is vragafmured by the vratafsel .,8,20,12
2006,pp,a captain is chased by a candidate .,a drufimzom was smedulpaved by a smezemlom .,8,19,11
2007,pp,the president was hurried by the pilot .,a drutorked was zranorzired by a smepemgor .,8,18,10
2008,pp,a wife is discovered by an uncle .,a pnesillom was vrezebzomed by a klosilfin .,8,18,10
2009,pp,the physician was forgotten by the partner .,a fradulvek was grifimlomed by a mnidulzom .,8,20,12
2010,pp,a princess is joined by a prince .,the drufimzom was drusilfined by the fradulvek .,8,20,12
2011,pp,the king was bothered by the kid .,a vratorrud is mninorkuled by a tlumoldil .,8,18,10
2012,pp,a pilot is joined by a physician .,a plokudsel was smedulpaved by a tlumolvek .,8,18,10
2013,pp,the bishop was struck by the author .,a kveruknef is vrerukgored by a vratorrud .,8,19,11
2014,pp,a guest is washed by a girl .,the smenelsel is drusilfined by the smevakkul .,8,19,11
2015,pp,the professor was selected by the princess .,a fravaksel is kvevarmured by a kvetorfin .,8,18,10
2016,pp,a chief is comforted by a champion .,the smepimzir is smedulpaved by the bripimdil .,9,19,10
2017,pp,the physician was bothered by the partner .,a vrasilvol was grineldiled by a vretafzir .,8,18,10
2018,pp,a secretary is discovered by a scientist .,a plolodnef is smedulpaved by a kverukvol .,8,18,10
2019,pp,the father was comforted by the employer .,a skozebsel is vrerukgored by a kvenorvek .,9,19,10
2020,pp,an attorney is raised by an adult .,a smepimzir is grizebbaved by a klotafdil .,8,19,11
2021,pp,the student was grabbed by the son .,the vratorrud is smenelmured by the kvenorvek .,8,19,11
2022,pp,a writer is surprised by a worker .,a franorbav was drusilfined by a kvedulrab .,8,18,10
2023,pp,the uncle was selected by the teacher .,a zramolmur was frafimvoled by a plokudsel .,8,18,10
2024,pp,a hero is followed by a guy .,the pnesillom is kvesornefed by the vretafzir .,8,18,10
2025,pp,the lawyer was washed by the lady .,a kvevarzom was smevarbaved by a brikudtas .,8,19,11
2026,pp,a partner is surprised by a parent .,a smekudlom is smenelmured by a vrefimdil .,8,20,12
2027,pp,the lawyer was judged by the lady .,a smevakrab was drusilfined by a smepimzir .,8,19,11
2028,pp,a doctor is raised by a daughter .,the plolodnef was zlorukruded by the kverukvol .,8,19,11
2029,pp,the father was beaten by the employer .,the grivarbav was smevarbaved by the tlumoldil .,8,18,10
2030,pp,a teacher is chased by a student .,the druvarmur was vregafvoled by the drutorked .,8,18,10
2031,pp,the brother was grabbed by the boy .,a vramolsim is mnilodkeded by a vretortas .,8,18,10
2032,pp,a partner is joined by a parent .,the drutorked is skotafruded by the plovakzir .,8,19,11
2033,pp,the employee was carried by the doctor .,a vratafsel is zlorukruded by a brikudtas .,8,20,12
2034,pp,a woman is selected by a winner .,a kvetorfin is smegafdiled by a drufimzom .,8,19,11
2035,pp,the champion was beaten by the captain .,a kveruknef is grizebbaved by a smepemgor .,8,18,10
2036,pp,a hero is asked by a guy .,a plokudsel is skotafruded by a zramolmur .,8,18,10
2037,pp,the candidate was discovered by the buddy .,the smesilrab is grineldiled by the zramolmur .,8,17,9
2038,pp,a writer is washed by a worker .,a grisortas is kvenelfined by a tlumolvek .,8,18,10
2039,pp,the employee was killed by the doctor .,the zlosillom is kvezemrabed by the vratorrud .,8,18,10
2040,pp,a writer is described by a worker .,the kvenorkul is drupemzired by the zraduldil .,8,18,10
2041,pp,the uncle was washed by the teacher .,a brisilsel was grineldiled by a fravaksel .,8,17,9
2042,pp,a cousin is hurt by a cop .,the fradulvek was drupemzired by the drufimzom .,8,20,12
2043,pp,the actor was grabbed by the writer .,the kvevarzom is zraruklomed by the kvedulrab .,8,19,11
2044,pp,a woman is washed by a winner .,the kverukvol was drusilfined by the vrasilvol .,8,18,10
2045,pp,the husband was embraced by the hero .,the pnesillom is smedulpaved by the vretafzir .,8,18,10
2046,pp,a doctor is bothered by a daughter .,the zraduldil is smegafdiled by the smevakrab .,8,18,10
2047,pp,the mayor was selected by the manager .,the britorkul is vragafmured by the kvetorfin .,8,18,10
0,ta,the lawyer asked the leader .,a bripimdil vragafmured a drufimzom .,6,18,12
1,ta,a leader asks a man .,the grisortas smedulpavs the smevakkul .,6,17,11
2,ta,the man asked the manager .,the britorkul zrazemgored the frataflom .,6,16,10
3,ta,a manager asks a mayor .,the fradulvek kvenelfins the zlosillom .,6,16,10
4,ta,the mayor asked the minister .,the smesormur zraruklomed the klotafdil .,6,17,11
5,ta,a minister asks a mother .,the vrefimdil drusilfins the kvenorkul .,6,17,11
6,ta,the mother asked the nurse .,a brisilsel mnilodkeds a vrepimpav .,6,16,10
7,ta,a nurse asks a parent .,the zramolmur pnegaflomed the vrepimpav .,6,16,10
8,ta,the parent asked the partner .,the kveruknef bripemloms the fradulvek .,6,18,12
9,ta,a partner asks a physician .,the smevakrab smenelmurs the frasorgor .,6,16,10
10,ta,the physician asked the pilot .,a kvenorkul grizebbaved a druvarmur .,6,15,9
11,ta,a pilot asks a president .,the kveruknef smegafdiled the zramolmur .,6,17,11
12,ta,the president asked the priest .,the grivarbav kvevarmurs the frazemzom .,6,17,11
13,ta,a priest asks a prince .,the vratafsel vregafvols the kvedulrab .,6,17,11
14,ta,the prince asked the princess .,the klogafrud zlorukruds the vravaknef .,6,18,12
15,ta,a princess asks a professor .,the vrepimpav mninorkuls the vrakudmur .,6,15,9
16,ta,the professor asked the reader .,the fradullom skopemkuled the pnezebkul .,6,17,11
17,ta,a reader asks a scientist .,a kvetorfin grizebbaved a zramolmur .,6,15,9
18,ta,the scientist asked the secretary .,the kvenorvek pnegaflomed the smezemlom .,6,18,12
19,ta,a secretary asks a sheriff .,a pnezebkul vrerukgored a smepimzir .,6,18,12
20,ta,the sheriff asked the singer .,the frazemzom zranorzired the frapemsim .,6,17,11
21,ta,a singer asks a soldier .,the skozebsel smegafdils the britorkul .,6,16,10
22,ta,the soldier asked the son .,a vretortas smedulpavs a smepemgor .,6,16,10
23,ta,a son asks a student .,the smesormur skopemkuls the plovakzir .,6,17,11
24,ta,the student asked the teacher .,the smenelsel grinelloms the bripimdil .,6,16,10
25,ta,a teacher asks an uncle .,a kverukvol smegafdils a skozebsel .,6,16,10
26,ta,the uncle asked the wife .,a smevakrab vrasorkuled a klosilfin .,6,15,9
27,ta,a wife asks a winner .,a vrefimdil kvesornefed a vravaknef .,6,17,11
28,ta,the winner asked the woman .,a brisilsel smedulpavs a klotafdil .,6,17,11
29,ta,a woman asks a worker .,a klotafdil vrasorkuled a kvenorkul .,6,16,10
30,ta,the worker asked the writer .,the frazemzom vrezebzomed the vrepimpav .,6,17,11
31,ta,a writer asks an actor .,the vrakudmur kvesornefs the vratafsel .,6,16,10
32,ta,the actor asked the actress .,the plokudsel drupemzired the frataflom .,6,16,10
33,ta,an actress asks an adult .,a zlosillom zrazemgored a brisilsel .,6,16,10
34,ta,the adult asked the attorney .,a brikudtas skopemkuled a pnezebkul .,6,18,12
35,ta,an attorney asks an aunt .,the klosilfin mnilodkeded the vretafzir .,6,17,11
36,ta,the aunt asked the author .,a brikudtas grinellomed a vramolsim .,6,16,10
37,ta,an author asks a bishop .,a kvevarzom vrerukgored a klogafrud .,6,18,12
38,ta,the bishop asked the boy .,the britorkul kvezemrabed the frapemsim .,6,16,10
39,ta,a boy asks a brother .,a smevakrab mnilodkeds a vretafzir .,6,17,11
40,ta,the brother asked the buddy .,the pnezebkul vrerukgors the kvetorfin .,6,17,11
41,ta,a buddy asks a candidate .,a pnezebkul kvesornefs a kvenorkul .,6,16,10
42,ta,the candidate asked the captain .,the fradulvek smedulpavs the mnikudpav .,6,18,12
43,ta,a captain asks a champion .,a plolodnef zrarukloms a zraduldil .,6,17,11
44,ta,the champion asked the chief .,a frazemzom smedulpaved a frataflom .,6,16,10
45,ta,a chief asks a child .,the drutorked vrezebzomed the kveruknef .,6,17,11
46,ta,the child asked the colonel .,a smezemlom mninorkuled a smesormur .,6,16,10
47,ta,a colonel asks a cop .,a vratorrud zrarukloms a kvedulrab .,6,16,10
48,ta,the cop asked the cousin .,the pnezebkul zlodulfins the drufimzom .,6,18,12
49,ta,a cousin asks a daughter .,a zramolmur gritafmured a zraduldil .,6,15,9
50,ta,the daughter asked the doctor .,a drufimzom grifimloms a vretafzir .,6,18,12
51,ta,a doctor asks an employee .,the smepimzir zraruklomed the frasorgor .,6,17,11
52,ta,the employee asked the employer .,a zlosillom mnilodkeded a skozemdil .,6,17,11
53,ta,an employer asks a father .,the smevakkul gritafmured the kvenorkul .,6,16,10
54,ta,the father asked the friend .,a vretafzir gritafmured a fradulvek .,6,17,11
55,ta,a friend asks a girl .,the vrakudmur smenelmurs the zlosillom .,6,16,10
56,ta,the girl asked the guest .,a frataflom pnegaflomed a kveruknef .,6,17,11
57,ta,a guest asks a guy .,the kvenorvek vragafmurs the kvedulrab .,6,17,11
58,ta,the guy asked the hero .,the zraduldil vrasorkuls the kvevarzom .,6,16,10
59,ta,a hero asks a husband .,a smesormur vrerukgors a zramolmur .,6,16,10
60,ta,the husband asked the kid .,a zraduldil smegafdiled a smekudlom .,6,17,11
61,ta,a kid asks a king .,the frapemsim zranorzirs the vretafzir .,6,17,11
62,ta,the king asked the lady .,a kverukvol zranorzirs a plovakzir .,6,17,11
63,ta,a lady asks a lawyer .,a tlumolvek zrarukloms a smesilrab .,6,17,11
64,ta,the lawyer bothered the leader .,the kveruknef smenelmurs the mnidulzom .,6,18,12
65,ta,a leader bothers a man .,the kvenorkul smevarbaved the vratafsel .,6,16,10
66,ta,the man bothered the manager .,a smekudlom grizebbavs a tlumoldil .,6,18,12
67,ta,a manager bothers a mayor .,the plovakzir pnegafloms the kvedulrab .,6,17,11
68,ta,the mayor bothered the minister .,a frapemsim mnilodkeds a brisilsel .,6,16,10
69,ta,a minister bothers a mother .,the zramolmur gritafmured the klogafrud .,6,16,10
70,ta,the mother bothered the nurse .,the grisortas grifimloms the smepimzir .,6,17,11
71,ta,a nurse bothers a parent .,a kvenorvek smedulpaved a frataflom .,6,16,10
72,ta,the parent bothered the partner .,a klotafdil bripemloms a plokudsel .,6,17,11
73,ta,a partner bothers a physician .,the pnesillom klonorruded the skozebsel .,6,15,9
74,ta,the physician bothered the pilot .,a klogafrud skopemkuled a fradulvek .,6,18,12
75,ta,a pilot bothers a president .,a kvelodzom mnilodkeds a kvenorkul .,6,17,11
76,ta,the president bothered the priest .,the fradullom kvenelfins the brisilsel .,6,15,9
77,ta,a priest bothers a prince .,a klosilfin skopemkuled a kvenorvek .,6,17,11
78,ta,the prince bothered the princess .,a klosilfin pnegafloms a zramolmur .,6,16,10
79,ta,a princess bothers a professor .,the kvesorrud mnilodkeds the kvelodzom .,6,17,11
80,ta,the professor bothered the reader .,a zlosillom drusilfined a franorbav .,6,16,10
81,ta,a reader bothers a scientist .,a klosilfin bripemlomed a vranorked .,6,16,10
82,ta,the scientist bothered the secretary .,the zramolmur kvenelfins the vrepimpav .,6,15,9
83,ta,a secretary bothers a sheriff .,the smevakrab zranorzirs the vrasilvol .,6,16,10
84,ta,the sheriff bothered the singer .,the zraduldil mninorkuls the zramolmur .,6,15,9
85,ta,a singer bothers a soldier .,a kverukvol zrazemgors a tlumoldil .,6,17,11
86,ta,the soldier bothered the son .,a mnidulzom frafimvols a vrakudmur .,6,17,11
87,ta,a son bothers a student .,the zlosillom mninorkuled the smepemgor .,6,15,9
88,ta,the student bothered the teacher .,the vranorked zlodulfins the skozemdil .,6,17,11
89,ta,a teacher bothers an uncle .,the drutorked kvesornefs the franorbav .,6,15,9
90,ta,the uncle bothered the wife .,a frazemzom kvevarmured a drutorked .,6,17,11
91,ta,a wife bothers a winner .,a kvenorvek klonorruds a skozemdil .,6,17,11
92,ta,the winner bothered the woman .,a frazemzom pnegaflomed a vravaknef .,6,18,12
93,ta,a woman bothers a worker .,a kvelodzom mnilodkeds a kvedulrab .,6,17,11
94,ta,the worker bothered the writer .,the smepimzir skopemkuls the klosilfin .,6,17,11
95,ta,a writer bothers an actor .,the brikudtas frafimvoled the kvevarzom .,6,18,12
96,ta,the actor bothered the actress .,the klogafrud mninorkuled the kvedulrab .,6,16,10
97,ta,an actress bothers an adult .,a smepemgor klosorveked a zraduldil .,6,16,10
98,ta,the adult bothered the attorney .,the vrakudmur grinelloms the grisortas .,6,15,9
99,ta,an attorney bothers an aunt .,a vratorrud skopemkuls a tlumoldil .,6,17,11
100,ta,the aunt bothered the author .,a kvetorfin skopemkuls a tlumoldil .,6,17,11
101,ta,an author bothers a bishop .,a zlosillom grinelloms a kvenorvek .,6,16,10
102,ta,the bishop bothered the boy .,the mnidulzom drupemzired the frasorgor .,6,17,11
103,ta,a boy bothers a brother .,the vrakudmur zraruklomed the kvetorfin .,6,16,10
104,ta,the brother bothered the buddy .,the smekudlom klonorruds the zraduldil .,6,16,10
105,ta,a buddy bothers a candidate .,the vrakudmur grineldils the fradullom .,6,15,9
106,ta,the candidate bothered the captain .,a pnesillom gritafmurs a vretortas .,6,15,9
107,ta,a captain bothers a champion .,a drutorked frafimvoled a vratorrud .,6,16,10
108,ta,the champion bothered the chief .,the fradullom zlorukruds the klotafdil .,6,17,11
109,ta,a chief bothers a child .,the grivarbav skopemkuls the vrefimdil .,6,17,11
110,ta,the child bothered the colonel .,a skozemdil grinelloms a smevakkul .,6,17,11
111,ta,a colonel bothers a cop .,the bripimdil klonorruded the kvetorfin .,6,16,10
112,ta,the cop bothered the cousin .,the fradullom mnilodkeded the vravaknef .,6,17,11
113,ta,a cousin bothers a daughter .,a kvevarzom klonorruds a vrasilvol .,6,16,10
114,ta,the daughter bothered the doctor .,a frasorgor vregafvols a tlumoldil .,6,17,11
115,ta,a doctor bothers an employee .,the kveruknef zrarukloms the plolodnef .,6,18,12
116,ta,the employee bothered the employer .,the smesormur smenelmured the frazemzom .,6,17,11
117,ta,an employer bothers a father .,the kveruknef grineldiled the zraduldil .,6,16,10
118,ta,the father bothered the friend .,a smevakrab bripemlomed a kvetorfin .,6,16,10
119,ta,a friend bothers a girl .,the kvetorfin kvevarmured the vretafzir .,6,17,11
120,ta,the girl bothered the guest .,a frazemzom smegafdils a drufimzom .,6,18,12
121,ta,a guest bothers a guy .,a frasorgor klosorveks a tlumoldil .,6,17,11
122,ta,the guy bothered the hero .,the vramolsim pnegaflomed the kvevarzom .,6,17,11
123,ta,a hero bothers a husband .,the bripimdil vrerukgors the vranorked .,6,17,11
124,ta,the husband bothered the kid .,the fradullom zraruklomed the skozemdil .,6,17,11
125,ta,a kid bothers a king .,a vretortas klosorveks a frazemzom .,6,17,11
126,ta,the king bothered the lady .,a vretortas grizebbavs a tlumoldil .,6,17,11
127,ta,a lady bothers a lawyer .,the vrefimdil grifimlomed the frasorgor .,6,17,11
128,ta,the lawyer chased the leader .,a drufimzom drusilfins a brikudtas .,6,18,12
129,ta,a leader chases a man .,the drufimzom zranorzirs the smesormur .,7,17,10
130,ta,the man chased the manager .,a tlunelsel vrerukgored a frazemzom .,6,18,12
131,ta,a manager chases a mayor .,the klogafrud mninorkuls the vratafsel .,7,17,10
132,ta,the mayor chased the minister .,a smezemlom drusilfins a smevakkul .,6,18,12
133,ta,a minister chases a mother .,a grivarbav frafimvols a franorbav .,7,16,9
134,ta,the mother chased the nurse .,the vramolsim bripemloms the vratafsel .,6,17,11
135,ta,a nurse chases a parent .,a smepimzir smenelmured a vrakudmur .,7,17,10
136,ta,the parent chased the partner .,a vranorked vrasorkuled a kvetorfin .,6,15,9
137,ta,a partner chases a physician .,a fravaksel vragafmurs a bripimdil .,7,17,10
138,ta,the physician chased the pilot .,a drufimzom frafimvols a zraduldil .,6,17,11
139,ta,a pilot chases a president .,a frazemzom smedulpavs a skozebsel .,7,17,10
140,ta,the president chased the priest .,a grivarbav kvesornefed a plolodnef .,6,16,10
141,ta,a priest chases a prince .,the tlumolvek smenelmurs the vretortas .,7,17,10
142,ta,the prince chased the princess .,the mnidulzom smedulpavs the kvenorkul .,6,17,11
143,ta,a princess chases a professor .,the kverukvol drusilfins the smekudlom .,7,17,10
144,ta,the professor chased the reader .,a kvedulrab skotafruded a tlumoldil .,6,17,11
145,ta,a reader chases a scientist .,the klosilfin mninorkuls the frasorgor .,7,15,8
146,ta,the scientist chased the secretary .,a kvevarzom vrerukgors a kveruknef .,6,18,12
147,ta,a secretary chases a sheriff .,a kvetorfin smevarbavs a kvenorvek .,7,17,10
148,ta,the sheriff chased the singer .,the smesilrab kvenelfins the franorbav .,6,15,9
149,ta,a singer chases a soldier .,the kvezemzom zranorzirs the grivarbav .,7,17,10
150,ta,the soldier chased the son .,the vravaknef skopemkuled the tlunelsel .,6,18,12
151,ta,a son chases a student .,a tlumoldil kvezemrabs a druvarmur .,7,17,10
152,ta,the student chased the teacher .,the tlumoldil smenelmurs the smepimzir .,6,18,12
153,ta,a teacher chases an uncle .,a plovakzir mnilodkeded a plolodnef .,7,18,11
154,ta,the uncle chased the wife .,a vrefimdil zrarukloms a kvenorkul .,6,17,11
155,ta,a wife chases a winner .,a vratorrud skotafruded a tlumolvek .,7,17,10
156,ta,the winner chased the woman .,a vranorked mnilodkeded a drutorked .,6,16,10
157,ta,a woman chases a worker .,the vrakudmur vrasorkuls the klosilfin .,7,15,8
158,ta,the worker chased the writer .,a frataflom smedulpavs a kverukvol .,6,16,10
159,ta,a writer chases an actor .,the kvevarzom grifimloms the frapemsim .,7,17,10
160,ta,the actor chased the actress .,a bripimdil vragafmurs a smenelsel .,6,17,11
161,ta,an actress chases an adult .,the fradullom smedulpaved the kvesorrud .,7,15,8
162,ta,the adult chased the attorney .,the franorbav vregafvoled the vravaknef .,6,17,11
163,ta,an attorney chases an aunt .,the frazemzom zraruklomed the smepemgor .,7,17,10
164,ta,the aunt chased the author .,the vrepimpav vrezebzomed the vrefimdil .,6,17,11
165,ta,an author chases a bishop .,a smesormur klosorveks a vrakudmur .,7,16,9
166,ta,the bishop chased the boy .,the vrasilvol zrazemgors the plolodnef .,6,17,11
167,ta,a boy chases a brother .,the tlumolvek frafimvols the kveruknef .,7,18,11
168,ta,the brother chased the buddy .,the smezemlom vragafmurs the franorbav .,6,17,11
169,ta,a buddy chases a candidate .,a frasorgor frafimvoled a frataflom .,7,16,9
170,ta,the candidate chased the captain .,a kvedulrab smenelmured a kvenorkul .,6,16,10
171,ta,a captain chases a champion .,a drufimzom vrerukgors a zlosillom .,7,17,10
172,ta,the champion chased the chief .,a grivarbav kvesornefs a kvenorkul .,6,15,9
173,ta,a chief chases a child .,the vramolsim vregafvoled the brikudtas .,7,17,10
174,ta,the child chased the colonel .,the vrepimpav pnegafloms the frataflom .,6,16,10
175,ta,a colonel chases a cop .,a mnidulzom zrazemgored a vrakudmur .,7,17,10
176,ta,the cop chased the cousin .,the kvevarzom grizebbavs the frasorgor .,6,17,11
177,ta,a cousin chases a daughter .,the vramolsim smegafdils the vratafsel .,7,17,10
178,ta,the daughter chased the doctor .,the kverukvol grifimloms the kvedulrab .,6,16,10
179,ta,a doctor chases an employee .,the kvelodzom zlodulfins the drufimzom .,7,18,11
180,ta,the employee chased the employer .,a smezemlom kvezemrabs a vrefimdil .,6,18,12
181,ta,an employer chases a father .,the bripimdil vragafmured the vravaknef .,7,18,11
182,ta,the father chased the friend .,a grisortas klosorveks a vrasilvol .,6,16,10
183,ta,a friend chases a girl .,a klotafdil vragafmured a vrakudmur .,7,17,10
184,ta,the girl chased the guest .,a tlumoldil drusilfins a kvenorkul .,6,17,11
185,ta,a guest chases a guy .,a smevakkul vrasorkuled a smekudlom .,7,17,10
186,ta,the guy chased the hero .,a kvezemzom smevarbavs a smevakrab .,6,17,11
187,ta,a hero chases a husband .,a mnidulzom vrasorkuled a kverukvol .,7,16,9
188,ta,the husband chased the kid .,the frazemzom mnilodkeds the pnezebkul .,6,18,12
189,ta,a kid chases a king .,the kvevarzom klosorveks the vratorrud .,7,17,10
190,ta,the king chased the lady .,the plovakzir grineldils the kvenorvek .,6,17,11
191,ta,a lady chases a lawyer .,a grisortas skopemkuled a klogafrud .,7,17,10
192,ta,the lawyer followed the leader .,the grivarbav grineldils the frapemsim .,6,15,9
193,ta,a leader follows a man .,a frasorgor klonorruds a kvedulrab .,6,15,9
194,ta,the man followed the manager .,a vratorrud kvesornefs a franorbav .,6,15,9
195,ta,a manager follows a mayor .,the klogafrud vragafmurs the smevakrab .,6,17,11
196,ta,the mayor followed the minister .,the vranorked grifimlomed the plokudsel .,6,16,10
197,ta,a minister follows a mother .,a vrasilvol smevarbavs a smevakrab .,6,16,10
198,ta,the mother followed the nurse .,the vratafsel zlodulfins the tlumolvek .,6,18,12
199,ta,a nurse follows a parent .,a vramolsim drupemzired a smepimzir .,6,17,11
200,ta,the parent followed the partner .,a tlunelsel pnegaflomed a grisortas .,6,17,11
201,ta,a partner follows a physician .,the vrepimpav grifimlomed the smezemlom .,6,17,11
202,ta,the physician followed the pilot .,a klosilfin kvesornefed a brikudtas .,6,16,10
203,ta,a pilot follows a president .,a bripimdil mninorkuls a britorkul .,6,16,10
204,ta,the president followed the priest .,a fradullom bripemloms a grisortas .,6,16,10
205,ta,a priest follows a prince .,the pnesillom zlorukruds the mnidulzom .,6,17,11
206,ta,the prince followed the princess .,the bripimdil skotafruded the smesilrab .,6,17,11
207,ta,a princess follows a professor .,the vrasilvol vrezebzomed the bripimdil .,6,17,11
208,ta,the professor followed the reader .,the vramolsim zrarukloms the bripimdil .,6,17,11
209,ta,a reader follows a scientist .,a drufimzom skopemkuls a frataflom .,6,17,11
210,ta,the scientist followed the secretary .,the drutorked drusilfins the skozemdil .,6,17,11
211,ta,a secretary follows a sheriff .,a smevakrab skopemkuled a zramolmur .,6,16,10
212,ta,the sheriff followed the singer .,the kvezemzom vrerukgored the druvarmur .,6,17,11
213,ta,a singer follows a soldier .,a skozebsel grizebbavs a zraduldil .,6,16,10
214,ta,the soldier followed the son .,a kvevarzom drupemzirs a vramolsim .,6,17,11
215,ta,a son follows a student .,the skozebsel kvevarmurs the kvelodzom .,6,17,11
216,ta,the student followed the teacher .,the franorbav smenelmurs the kvetorfin .,6,16,10
217,ta,a teacher follows an uncle .,the kveruknef kvesornefs the brikudtas .,6,17,11
218,ta,the uncle followed the wife .,a kvelodzom kvezemrabed a bripimdil .,6,18,12
219,ta,a wife follows a winner .,the klotafdil klosorveks the smekudlom .,6,18,12
220,ta,the winner followed the woman .,the frataflom mnilodkeded the vranorked .,6,16,10
221,ta,a woman follows a worker .,a britorkul zrarukloms a fradullom .,6,16,10
222,ta,the worker followed the writer .,a vratafsel zraruklomed a pnesillom .,6,17,11
223,ta,a writer follows an actor .,a pnezebkul bripemlomed a vrakudmur .,6,17,11
224,ta,the actor followed the actress .,the tlumolvek mnilodkeded the smesormur .,6,17,11
225,ta,an actress follows an adult .,the vrepimpav zranorzired the kverukvol .,6,16,10
226,ta,the adult followed the attorney .,a tlumoldil smenelmured a smekudlom .,6,18,12
227,ta,an attorney follows an aunt .,a vrepimpav grinelloms a skozebsel .,6,15,9
228,ta,the aunt followed the author .,a tlumoldil klosorveks a pnesillom .,6,17,11
229,ta,an author follows a bishop .,the kvesorrud drupemzirs the smevakrab .,6,16,10
230,ta,the bishop followed the boy .,a frataflom smevarbavs a smekudlom .,6,17,11
