item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
108,role_labeled,active,a lawyer chases a corporation .,the priest embraced the hero .,the hero was embraced by the priest .,priest,hero,embraced,embraced,"Prime sentence: a lawyer chases a corporation .
Event roles: AGENT=priest; PATIENT=hero; VERB=embraced
Sentence: the",-3.8999745845794678,-5.196643829345703,-1.2966692447662354,active
108,role_labeled,passive,a corporation is chased by a lawyer .,the priest embraced the hero .,the hero was embraced by the priest .,priest,hero,embraced,embraced,"Prime sentence: a corporation is chased by a lawyer .
Event roles: AGENT=priest; PATIENT=hero; VERB=embraced
Sentence: the",-4.082755088806152,-5.6473846435546875,-1.5646295547485352,active
109,word_list,active,the cop destroys the beer .,a professor discovered a nurse .,a nurse was discovered by a professor .,professor,nurse,discovered,discovered,"Prime sentence: the cop destroys the beer .
Use these words in one sentence: professor, nurse, discovered
Sentence: the",-2.0342822074890137,-4.946951866149902,-2.9126696586608887,active
109,word_list,passive,the beer is destroyed by the cop .,a professor discovered a nurse .,a nurse was discovered by a professor .,professor,nurse,discovered,discovered,"Prime sentence: the beer is destroyed by the cop .
Use these words in one sentence: professor, nurse, discovered
Sentence: the",-2.5400946140289307,-5.99215030670166,-3.4520556926727295,active
109,role_labeled,active,the cop destroys the beer .,a professor discovered a nurse .,a nurse was discovered by a professor .,professor,nurse,discovered,discovered,"Prime sentence: the cop destroys the beer .
Event roles: AGENT=professor; PATIENT=nurse; VERB=discovered
Sentence: the",-3.4502768516540527,-4.585287570953369,-1.1350107192993164,active
109,role_labeled,passive,the beer is destroyed by the cop .,a professor discovered a nurse .,a nurse was discovered by a professor .,professor,nurse,discovered,discovered,"Prime sentence: the beer is destroyed by the cop .
Event roles: AGENT=professor; PATIENT=nurse; VERB=discovered
Sentence: the",-4.017044544219971,-5.341894626617432,-1.324850082397461,active
110,word_list,active,the priest removed the card .,a guest punches a pilot .,a pilot is punched by a guest .,guest,pilot,punches,punched,"Prime sentence: the priest removed the card .
Use these words in one sentence: guest, pilot, punches/punched
Sentence: the",-2.354592800140381,-2.9568839073181152,-0.6022911071777344,active
110,word_list,passive,the card was removed by the priest .,a guest punches a pilot .,a pilot is punched by a guest .,guest,pilot,punches,punched,"Prime sentence: the card was removed by the priest .
Use these words in one sentence: guest, pilot, punches/punched
Sentence: the",-3.210386037826538,-4.5453901290893555,-1.3350040912628174,active
110,role_labeled,active,the priest removed the card .,a guest punches a pilot .,a pilot is punched by a guest .,guest,pilot,punches,punched,"Prime sentence: the priest removed the card .
Event roles: AGENT=guest; PATIENT=pilot; VERB=punches/punched
Sentence: the",-3.509176254272461,-3.105682849884033,0.40349340438842773,passive
110,role_labeled,passive,the card was removed by the priest .,a guest punches a pilot .,a pilot is punched by a guest .,guest,pilot,punches,punched,"Prime sentence: the card was removed by the priest .
Event roles: AGENT=guest; PATIENT=pilot; VERB=punches/punched
Sentence: the",-4.326217174530029,-4.579677581787109,-0.2534604072570801,active
111,word_list,active,the hero helps the opponent .,a sheriff bothered a company .,a company was bothered by a sheriff .,sheriff,company,bothered,bothered,"Prime sentence: the hero helps the opponent .
Use these words in one sentence: sheriff, company, bothered
Sentence: the",-1.9216923713684082,-4.900055885314941,-2.978363513946533,active
111,word_list,passive,the opponent is helped by the hero .,a sheriff bothered a company .,a company was bothered by a sheriff .,sheriff,company,bothered,bothered,"Prime sentence: the opponent is helped by the hero .
Use these words in one sentence: sheriff, company, bothered
Sentence: the",-1.9275763034820557,-3.7537143230438232,-1.8261380195617676,active
111,role_labeled,active,the hero helps the opponent .,a sheriff bothered a company .,a company was bothered by a sheriff .,sheriff,company,bothered,bothered,"Prime sentence: the hero helps the opponent .
Event roles: AGENT=sheriff; PATIENT=company; VERB=bothered
Sentence: the",-4.53444242477417,-4.560254096984863,-0.02581167221069336,active
111,role_labeled,passive,the opponent is helped by the hero .,a sheriff bothered a company .,a company was bothered by a sheriff .,sheriff,company,bothered,bothered,"Prime sentence: the opponent is helped by the hero .
Event roles: AGENT=sheriff; PATIENT=company; VERB=bothered
Sentence: the",-4.929370880126953,-3.689223051071167,1.2401478290557861,passive
112,word_list,active,a bishop drank a juice .,the president surprises the wife .,the wife is surprised by the president .,president,wife,surprises,surprised,"Prime sentence: a bishop drank a juice .
Use these words in one sentence: president, wife, surprises/surprised
Sentence: the",-1.7573965787887573,-5.270325660705566,-3.512929081916809,active
112,word_list,passive,a juice was drunk by a bishop .,the president surprises the wife .,the wife is surprised by the president .,president,wife,surprises,surprised,"Prime sentence: a juice was drunk by a bishop .
Use these words in one sentence: president, wife, surprises/surprised
Sentence: the",-2.5492453575134277,-5.635383605957031,-3.0861382484436035,active
112,role_labeled,active,a bishop drank a juice .,the president surprises the wife .,the wife is surprised by the president .,president,wife,surprises,surprised,"Prime sentence: a bishop drank a juice .
Event roles: AGENT=president; PATIENT=wife; VERB=surprises/surprised
Sentence: the",-3.4532723426818848,-4.825428009033203,-1.3721556663513184,active
112,role_labeled,passive,a juice was drunk by a bishop .,the president surprises the wife .,the wife is surprised by the president .,president,wife,surprises,surprised,"Prime sentence: a juice was drunk by a bishop .
Event roles: AGENT=president; PATIENT=wife; VERB=surprises/surprised
Sentence: the",-3.6042795181274414,-5.114684104919434,-1.5104045867919922,active
113,word_list,active,the hero grabs the key .,a mayor embraced a pilot .,a pilot was embraced by a mayor .,mayor,pilot,embraced,embraced,"Prime sentence: the hero grabs the key .
Use these words in one sentence: mayor, pilot, embraced
Sentence: the",-1.8786791563034058,-4.143674373626709,-2.2649952173233032,active
113,word_list,passive,the key is grabbed by the hero .,a mayor embraced a pilot .,a pilot was embraced by a mayor .,mayor,pilot,embraced,embraced,"Prime sentence: the key is grabbed by the hero .
Use these words in one sentence: mayor, pilot, embraced
Sentence: the",-4.092958927154541,-5.447763442993164,-1.354804515838623,active
113,role_labeled,active,the hero grabs the key .,a mayor embraced a pilot .,a pilot was embraced by a mayor .,mayor,pilot,embraced,embraced,"Prime sentence: the hero grabs the key .
Event roles: AGENT=mayor; PATIENT=pilot; VERB=embraced
Sentence: the",-3.9353647232055664,-3.597886085510254,0.3374786376953125,passive
113,role_labeled,passive,the key is grabbed by the hero .,a mayor embraced a pilot .,a pilot was embraced by a mayor .,mayor,pilot,embraced,embraced,"Prime sentence: the key is grabbed by the hero .
Event roles: AGENT=mayor; PATIENT=pilot; VERB=embraced
Sentence: the",-5.366836071014404,-4.509224891662598,0.8576111793518066,passive
114,word_list,active,an administration wants a tea .,the man comforted the guest .,the guest was comforted by the man .,man,guest,comforted,comforted,"Prime sentence: an administration wants a tea .
Use these words in one sentence: man, guest, comforted
Sentence: the",-3.8244736194610596,-5.7530975341796875,-1.928623914718628,active
114,word_list,passive,a tea is wanted by an administration .,the man comforted the guest .,the guest was comforted by the man .,man,guest,comforted,comforted,"Prime sentence: a tea is wanted by an administration .
Use these words in one sentence: man, guest, comforted
Sentence: the",-3.842921257019043,-5.456405162811279,-1.6134839057922363,active
114,role_labeled,active,an administration wants a tea .,the man comforted the guest .,the guest was comforted by the man .,man,guest,comforted,comforted,"Prime sentence: an administration wants a tea .
Event roles: AGENT=man; PATIENT=guest; VERB=comforted
Sentence: the",-4.279818534851074,-6.2367753982543945,-1.9569568634033203,active
114,role_labeled,passive,a tea is wanted by an administration .,the man comforted the guest .,the guest was comforted by the man .,man,guest,comforted,comforted,"Prime sentence: a tea is wanted by an administration .
Event roles: AGENT=man; PATIENT=guest; VERB=comforted
Sentence: the",-4.506638050079346,-6.016203880310059,-1.509565830230713,active
115,word_list,active,a writer understands a wife .,the adult judged the nurse .,the nurse was judged by the adult .,adult,nurse,judged,judged,"Prime sentence: a writer understands a wife .
Use these words in one sentence: adult, nurse, judged
Sentence: the",-5.282732009887695,-4.732038974761963,0.5506930351257324,passive
115,word_list,passive,a wife is understood by a writer .,the adult judged the nurse .,the nurse was judged by the adult .,adult,nurse,judged,judged,"Prime sentence: a wife is understood by a writer .
Use these words in one sentence: adult, nurse, judged
Sentence: the",-5.884923934936523,-5.207578182220459,0.6773457527160645,passive
115,role_labeled,active,a writer understands a wife .,the adult judged the nurse .,the nurse was judged by the adult .,adult,nurse,judged,judged,"Prime sentence: a writer understands a wife .
Event roles: AGENT=adult; PATIENT=nurse; VERB=judged
Sentence: the",-7.502270698547363,-4.893732070922852,2.6085386276245117,passive
115,role_labeled,passive,a wife is understood by a writer .,the adult judged the nurse .,the nurse was judged by the adult .,adult,nurse,judged,judged,"Prime sentence: a wife is understood by a writer .
Event roles: AGENT=adult; PATIENT=nurse; VERB=judged
Sentence: the",-7.346898078918457,-4.823822021484375,2.523076057434082,passive
116,word_list,active,a child understood a cousin .,the captain removes the newspaper .,the newspaper is removed by the captain .,captain,newspaper,removes,removed,"Prime sentence: a child understood a cousin .
Use these words in one sentence: captain, newspaper, removes/removed
Sentence: the",-4.02996301651001,-5.479421138763428,-1.449458122253418,active
116,word_list,passive,a cousin was understood by a child .,the captain removes the newspaper .,the newspaper is removed by the captain .,captain,newspaper,removes,removed,"Prime sentence: a cousin was understood by a child .
Use these words in one sentence: captain, newspaper, removes/removed
Sentence: the",-3.946528673171997,-5.11845588684082,-1.1719272136688232,active
116,role_labeled,active,a child understood a cousin .,the captain removes the newspaper .,the newspaper is removed by the captain .,captain,newspaper,removes,removed,"Prime sentence: a child understood a cousin .
Event roles: AGENT=captain; PATIENT=newspaper; VERB=removes/removed
Sentence: the",-4.699392318725586,-6.6665263175964355,-1.9671339988708496,active
116,role_labeled,passive,a cousin was understood by a child .,the captain removes the newspaper .,the newspaper is removed by the captain .,captain,newspaper,removes,removed,"Prime sentence: a cousin was understood by a child .
Event roles: AGENT=captain; PATIENT=newspaper; VERB=removes/removed
Sentence: the",-4.657817840576172,-5.998017311096191,-1.3401994705200195,active
117,word_list,active,the woman bothered the princess .,a band helps an actor .,an actor is helped by a band .,band,actor,helps,helped,"Prime sentence: the woman bothered the princess .
Use these words in one sentence: band, actor, helps/helped
Sentence: the",-2.3145828247070312,-6.208487033843994,-3.893904209136963,active
117,word_list,passive,the princess was bothered by the woman .,a band helps an actor .,an actor is helped by a band .,band,actor,helps,helped,"Prime sentence: the princess was bothered by the woman .
Use these words in one sentence: band, actor, helps/helped
Sentence: the",-2.1815929412841797,-5.501866817474365,-3.3202738761901855,active
117,role_labeled,active,the woman bothered the princess .,a band helps an actor .,an actor is helped by a band .,band,actor,helps,helped,"Prime sentence: the woman bothered the princess .
Event roles: AGENT=band; PATIENT=actor; VERB=helps/helped
Sentence: the",-4.730375289916992,-5.9061360359191895,-1.1757607460021973,active
117,role_labeled,passive,the princess was bothered by the woman .,a band helps an actor .,an actor is helped by a band .,band,actor,helps,helped,"Prime sentence: the princess was bothered by the woman .
Event roles: AGENT=band; PATIENT=actor; VERB=helps/helped
Sentence: the",-4.315629005432129,-5.307953834533691,-0.9923248291015625,active
118,word_list,active,a doctor hurried a winner .,the attorney wraps the telephone .,the telephone is wrapped by the attorney .,attorney,telephone,wraps,wrapped,"Prime sentence: a doctor hurried a winner .
Use these words in one sentence: attorney, telephone, wraps/wrapped
Sentence: the",-3.614562749862671,-5.852375030517578,-2.2378122806549072,active
118,word_list,passive,a winner was hurried by a doctor .,the attorney wraps the telephone .,the telephone is wrapped by the attorney .,attorney,telephone,wraps,wrapped,"Prime sentence: a winner was hurried by a doctor .
Use these words in one sentence: attorney, telephone, wraps/wrapped
Sentence: the",-3.416224956512451,-5.956913471221924,-2.5406885147094727,active
118,role_labeled,active,a doctor hurried a winner .,the attorney wraps the telephone .,the telephone is wrapped by the attorney .,attorney,telephone,wraps,wrapped,"Prime sentence: a doctor hurried a winner .
Event roles: AGENT=attorney; PATIENT=telephone; VERB=wraps/wrapped
Sentence: the",-5.7105560302734375,-5.750811576843262,-0.04025554656982422,active
118,role_labeled,passive,a winner was hurried by a doctor .,the attorney wraps the telephone .,the telephone is wrapped by the attorney .,attorney,telephone,wraps,wrapped,"Prime sentence: a winner was hurried by a doctor .
Event roles: AGENT=attorney; PATIENT=telephone; VERB=wraps/wrapped
Sentence: the",-5.373594760894775,-5.199883460998535,0.17371129989624023,passive
119,word_list,active,the candidate raised the candy .,a lawyer forgives a company .,a company is forgiven by a lawyer .,lawyer,company,forgives,forgiven,"Prime sentence: the candidate raised the candy .
Use these words in one sentence: lawyer, company, forgives/forgiven
Sentence: the",-2.2293739318847656,-3.18880558013916,-0.9594316482543945,active
119,word_list,passive,the candy was raised by the candidate .,a lawyer forgives a company .,a company is forgiven by a lawyer .,lawyer,company,forgives,forgiven,"Prime sentence: the candy was raised by the candidate .
Use these words in one sentence: lawyer, company, forgives/forgiven
Sentence: the",-2.894894599914551,-3.7337193489074707,-0.8388247489929199,active
119,role_labeled,active,the candidate raised the candy .,a lawyer forgives a company .,a company is forgiven by a lawyer .,lawyer,company,forgives,forgiven,"Prime sentence: the candidate raised the candy .
Event roles: AGENT=lawyer; PATIENT=company; VERB=forgives/forgiven
Sentence: the",-4.722600936889648,-3.2696309089660645,1.452970027923584,passive
119,role_labeled,passive,the candy was raised by the candidate .,a lawyer forgives a company .,a company is forgiven by a lawyer .,lawyer,company,forgives,forgiven,"Prime sentence: the candy was raised by the candidate .
Event roles: AGENT=lawyer; PATIENT=company; VERB=forgives/forgiven
Sentence: the",-5.2938618659973145,-3.566556692123413,1.7273051738739014,passive
120,word_list,active,an employer teaches a lady .,the writer caught the king .,the king was caught by the writer .,writer,king,caught,caught,"Prime sentence: an employer teaches a lady .
Use these words in one sentence: writer, king, caught
Sentence: the",-3.1177430152893066,-3.0884337425231934,0.02930927276611328,passive
120,word_list,passive,a lady is taught by an employer .,the writer caught the king .,the king was caught by the writer .,writer,king,caught,caught,"Prime sentence: a lady is taught by an employer .
Use these words in one sentence: writer, king, caught
Sentence: the",-4.103134632110596,-3.7150163650512695,0.38811826705932617,passive
120,role_labeled,active,an employer teaches a lady .,the writer caught the king .,the king was caught by the writer .,writer,king,caught,caught,"Prime sentence: an employer teaches a lady .
Event roles: AGENT=writer; PATIENT=king; VERB=caught
Sentence: the",-6.2991533279418945,-3.116403102874756,3.1827502250671387,passive
120,role_labeled,passive,a lady is taught by an employer .,the writer caught the king .,the king was caught by the writer .,writer,king,caught,caught,"Prime sentence: a lady is taught by an employer .
Event roles: AGENT=writer; PATIENT=king; VERB=caught
Sentence: the",-6.4740424156188965,-3.511922836303711,2.9621195793151855,passive
121,word_list,active,a writer prepares a motor .,the sheriff killed the man .,the man was killed by the sheriff .,sheriff,man,killed,killed,"Prime sentence: a writer prepares a motor .
Use these words in one sentence: sheriff, man, killed
Sentence: the",-2.2198686599731445,-3.3412604331970215,-1.121391773223877,active
121,word_list,passive,a motor is prepared by a writer .,the sheriff killed the man .,the man was killed by the sheriff .,sheriff,man,killed,killed,"Prime sentence: a motor is prepared by a writer .
Use these words in one sentence: sheriff, man, killed
Sentence: the",-2.6452314853668213,-3.2520244121551514,-0.6067929267883301,active
121,role_labeled,active,a writer prepares a motor .,the sheriff killed the man .,the man was killed by the sheriff .,sheriff,man,killed,killed,"Prime sentence: a writer prepares a motor .
Event roles: AGENT=sheriff; PATIENT=man; VERB=killed
Sentence: the",-2.8195388317108154,-3.410047769546509,-0.5905089378356934,active
121,role_labeled,passive,a motor is prepared by a writer .,the sheriff killed the man .,the man was killed by the sheriff .,sheriff,man,killed,killed,"Prime sentence: a motor is prepared by a writer .
Event roles: AGENT=sheriff; PATIENT=man; VERB=killed
Sentence: the",-3.291642189025879,-3.4876389503479004,-0.19599676132202148,active
122,word_list,active,the corporation protected the champion .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the corporation protected the champion .
Use these words in one sentence: actress, button, raises/raised
Sentence: the",-4.270627975463867,-6.1395392417907715,-1.8689112663269043,active
122,word_list,passive,the champion was protected by the corporation .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the champion was protected by the corporation .
Use these words in one sentence: actress, button, raises/raised
Sentence: the",-4.495064735412598,-6.143951416015625,-1.6488866806030273,active
122,role_labeled,active,the corporation protected the champion .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the corporation protected the champion .
Event roles: AGENT=actress; PATIENT=button; VERB=raises/raised
Sentence: the",-6.260190010070801,-6.502635478973389,-0.2424454689025879,active
122,role_labeled,passive,the champion was protected by the corporation .,an actress raises a button .,a button is raised by an actress .,actress,button,raises,raised,"Prime sentence: the champion was protected by the corporation .
Event roles: AGENT=actress; PATIENT=button; VERB=raises/raised
Sentence: the",-6.0228071212768555,-6.220111846923828,-0.19730472564697266,active
123,word_list,active,a buddy destroyed an author .,the opponent collects the salad .,the salad is collected by the opponent .,opponent,salad,collects,collected,"Prime sentence: a buddy destroyed an author .
Use these words in one sentence: opponent, salad, collects/collected
Sentence: the",-4.29585599899292,-6.329790115356445,-2.0339341163635254,active
123,word_list,passive,an author was destroyed by a buddy .,the opponent collects the salad .,the salad is collected by the opponent .,opponent,salad,collects,collected,"Prime sentence: an author was destroyed by a buddy .
Use these words in one sentence: opponent, salad, collects/collected
Sentence: the",-5.162646293640137,-7.580188274383545,-2.417541980743408,active
123,role_labeled,active,a buddy destroyed an author .,the opponent collects the salad .,the salad is collected by the opponent .,opponent,salad,collects,collected,"Prime sentence: a buddy destroyed an author .
Event roles: AGENT=opponent; PATIENT=salad; VERB=collects/collected
Sentence: the",-6.166998386383057,-7.421923637390137,-1.25492525100708,active
123,role_labeled,passive,an author was destroyed by a buddy .,the opponent collects the salad .,the salad is collected by the opponent .,opponent,salad,collects,collected,"Prime sentence: an author was destroyed by a buddy .
Event roles: AGENT=opponent; PATIENT=salad; VERB=collects/collected
Sentence: the",-6.449082374572754,-8.065731048583984,-1.6166486740112305,active
124,word_list,active,an actress punches a pilot .,the secretary helped the employer .,the employer was helped by the secretary .,secretary,employer,helped,helped,"Prime sentence: an actress punches a pilot .
Use these words in one sentence: secretary, employer, helped
Sentence: the",-4.003859519958496,-7.736031532287598,-3.7321720123291016,active
124,word_list,passive,a pilot is punched by an actress .,the secretary helped the employer .,the employer was helped by the secretary .,secretary,employer,helped,helped,"Prime sentence: a pilot is punched by an actress .
Use these words in one sentence: secretary, employer, helped
Sentence: the",-3.532672643661499,-7.186061859130859,-3.6533892154693604,active
124,role_labeled,active,an actress punches a pilot .,the secretary helped the employer .,the employer was helped by the secretary .,secretary,employer,helped,helped,"Prime sentence: an actress punches a pilot .
Event roles: AGENT=secretary; PATIENT=employer; VERB=helped
Sentence: the",-5.737874984741211,-7.932474136352539,-2.194599151611328,active
124,role_labeled,passive,a pilot is punched by an actress .,the secretary helped the employer .,the employer was helped by the secretary .,secretary,employer,helped,helped,"Prime sentence: a pilot is punched by an actress .
Event roles: AGENT=secretary; PATIENT=employer; VERB=helped
Sentence: the",-5.29033088684082,-7.180829048156738,-1.890498161315918,active
125,word_list,active,the scientist prepared the salad .,a business purchases an iron .,an iron is purchased by a business .,business,iron,purchases,purchased,"Prime sentence: the scientist prepared the salad .
Use these words in one sentence: business, iron, purchases/purchased
Sentence: the",-5.293909072875977,-5.383591651916504,-0.08968257904052734,active
125,word_list,passive,the salad was prepared by the scientist .,a business purchases an iron .,an iron is purchased by a business .,business,iron,purchases,purchased,"Prime sentence: the salad was prepared by the scientist .
Use these words in one sentence: business, iron, purchases/purchased
Sentence: the",-5.45358419418335,-5.876859664916992,-0.4232754707336426,active
125,role_labeled,active,the scientist prepared the salad .,a business purchases an iron .,an iron is purchased by a business .,business,iron,purchases,purchased,"Prime sentence: the scientist prepared the salad .
Event roles: AGENT=business; PATIENT=iron; VERB=purchases/purchased
Sentence: the",-5.634162902832031,-5.439721584320068,0.1944413185119629,passive
125,role_labeled,passive,the salad was prepared by the scientist .,a business purchases an iron .,an iron is purchased by a business .,business,iron,purchases,purchased,"Prime sentence: the salad was prepared by the scientist .
Event roles: AGENT=business; PATIENT=iron; VERB=purchases/purchased
Sentence: the",-5.856634140014648,-5.607022285461426,0.24961185455322266,passive
126,word_list,active,a priest bothered a son .,the winner kills the chief .,the chief is killed by the winner .,winner,chief,kills,killed,"Prime sentence: a priest bothered a son .
Use these words in one sentence: winner, chief, kills/killed
Sentence: the",-4.39715576171875,-4.318081855773926,0.07907390594482422,passive
126,word_list,passive,a son was bothered by a priest .,the winner kills the chief .,the chief is killed by the winner .,winner,chief,kills,killed,"Prime sentence: a son was bothered by a priest .
Use these words in one sentence: winner, chief, kills/killed
Sentence: the",-4.661495208740234,-4.6887617111206055,-0.027266502380371094,active
126,role_labeled,active,a priest bothered a son .,the winner kills the chief .,the chief is killed by the winner .,winner,chief,kills,killed,"Prime sentence: a priest bothered a son .
Event roles: AGENT=winner; PATIENT=chief; VERB=kills/killed
Sentence: the",-7.024478912353516,-5.266088485717773,1.7583904266357422,passive
126,role_labeled,passive,a son was bothered by a priest .,the winner kills the chief .,the chief is killed by the winner .,winner,chief,kills,killed,"Prime sentence: a son was bothered by a priest .
Event roles: AGENT=winner; PATIENT=chief; VERB=kills/killed
Sentence: the",-7.291020393371582,-5.433201789855957,1.857818603515625,passive
127,word_list,active,a physician carries a gun .,the colonel joined the band .,the band was joined by the colonel .,colonel,band,joined,joined,"Prime sentence: a physician carries a gun .
Use these words in one sentence: colonel, band, joined
Sentence: the",-2.2314982414245605,-4.113351821899414,-1.8818535804748535,active
127,word_list,passive,a gun is carried by a physician .,the colonel joined the band .,the band was joined by the colonel .,colonel,band,joined,joined,"Prime sentence: a gun is carried by a physician .
Use these words in one sentence: colonel, band, joined
Sentence: the",-2.7647902965545654,-3.8893401622772217,-1.1245498657226562,active
127,role_labeled,active,a physician carries a gun .,the colonel joined the band .,the band was joined by the colonel .,colonel,band,joined,joined,"Prime sentence: a physician carries a gun .
Event roles: AGENT=colonel; PATIENT=band; VERB=joined
Sentence: the",-3.9256863594055176,-4.71553373336792,-0.7898473739624023,active
127,role_labeled,passive,a gun is carried by a physician .,the colonel joined the band .,the band was joined by the colonel .,colonel,band,joined,joined,"Prime sentence: a gun is carried by a physician .
Event roles: AGENT=colonel; PATIENT=band; VERB=joined
Sentence: the",-4.066642761230469,-4.094867706298828,-0.028224945068359375,active
128,word_list,active,an actress selected a tea .,the friend smells the chicken .,the chicken is smelled by the friend .,friend,chicken,smells,smelled,"Prime sentence: an actress selected a tea .
Use these words in one sentence: friend, chicken, smells/smelled
Sentence: the",-5.119204521179199,-4.553500652313232,0.5657038688659668,passive
128,word_list,passive,a tea was selected by an actress .,the friend smells the chicken .,the chicken is smelled by the friend .,friend,chicken,smells,smelled,"Prime sentence: a tea was selected by an actress .
Use these words in one sentence: friend, chicken, smells/smelled
Sentence: the",-4.892651557922363,-4.2694196701049805,0.6232318878173828,passive
128,role_labeled,active,an actress selected a tea .,the friend smells the chicken .,the chicken is smelled by the friend .,friend,chicken,smells,smelled,"Prime sentence: an actress selected a tea .
Event roles: AGENT=friend; PATIENT=chicken; VERB=smells/smelled
Sentence: the",-6.602977752685547,-4.736516952514648,1.8664608001708984,passive
128,role_labeled,passive,a tea was selected by an actress .,the friend smells the chicken .,the chicken is smelled by the friend .,friend,chicken,smells,smelled,"Prime sentence: a tea was selected by an actress .
Event roles: AGENT=friend; PATIENT=chicken; VERB=smells/smelled
Sentence: the",-6.457273006439209,-4.217830657958984,2.2394423484802246,passive
129,word_list,active,a sheriff teaches a professor .,the friend collected the beer .,the beer was collected by the friend .,friend,beer,collected,collected,"Prime sentence: a sheriff teaches a professor .
Use these words in one sentence: friend, beer, collected
Sentence: the",-4.147374153137207,-4.52968692779541,-0.3823127746582031,active
129,word_list,passive,a professor is taught by a sheriff .,the friend collected the beer .,the beer was collected by the friend .,friend,beer,collected,collected,"Prime sentence: a professor is taught by a sheriff .
Use these words in one sentence: friend, beer, collected
Sentence: the",-4.4223737716674805,-4.803109169006348,-0.3807353973388672,active
129,role_labeled,active,a sheriff teaches a professor .,the friend collected the beer .,the beer was collected by the friend .,friend,beer,collected,collected,"Prime sentence: a sheriff teaches a professor .
Event roles: AGENT=friend; PATIENT=beer; VERB=collected
Sentence: the",-5.4163818359375,-5.028594017028809,0.3877878189086914,passive
129,role_labeled,passive,a professor is taught by a sheriff .,the friend collected the beer .,the beer was collected by the friend .,friend,beer,collected,collected,"Prime sentence: a professor is taught by a sheriff .
Event roles: AGENT=friend; PATIENT=beer; VERB=collected
Sentence: the",-5.658941268920898,-5.244227409362793,0.41471385955810547,passive
130,word_list,active,the princess protects the scientist .,a president forgave a brother .,a brother was forgiven by a president .,president,brother,forgave,forgiven,"Prime sentence: the princess protects the scientist .
Use these words in one sentence: president, brother, forgave/forgiven
Sentence: the",-2.0375583171844482,-7.107071876525879,-5.069513559341431,active
130,word_list,passive,the scientist is protected by the princess .,a president forgave a brother .,a brother was forgiven by a president .,president,brother,forgave,forgiven,"Prime sentence: the scientist is protected by the princess .
Use these words in one sentence: president, brother, forgave/forgiven
Sentence: the",-2.2508113384246826,-6.963252067565918,-4.712440729141235,active
130,role_labeled,active,the princess protects the scientist .,a president forgave a brother .,a brother was forgiven by a president .,president,brother,forgave,forgiven,"Prime sentence: the princess protects the scientist .
Event roles: AGENT=president; PATIENT=brother; VERB=forgave/forgiven
Sentence: the",-3.919290542602539,-6.700347423553467,-2.7810568809509277,active
130,role_labeled,passive,the scientist is protected by the princess .,a president forgave a brother .,a brother was forgiven by a president .,president,brother,forgave,forgiven,"Prime sentence: the scientist is protected by the princess .
Event roles: AGENT=president; PATIENT=brother; VERB=forgave/forgiven
Sentence: the",-3.719900131225586,-6.58372688293457,-2.8638267517089844,active
131,word_list,active,a mother discovered a salad .,the secretary asks the club .,the club is asked by the secretary .,secretary,club,asks,asked,"Prime sentence: a mother discovered a salad .
Use these words in one sentence: secretary, club, asks/asked
Sentence: the",-3.509178638458252,-4.940884590148926,-1.4317059516906738,active
131,word_list,passive,a salad was discovered by a mother .,the secretary asks the club .,the club is asked by the secretary .,secretary,club,asks,asked,"Prime sentence: a salad was discovered by a mother .
Use these words in one sentence: secretary, club, asks/asked
Sentence: the",-3.899871349334717,-4.939509391784668,-1.0396380424499512,active
131,role_labeled,active,a mother discovered a salad .,the secretary asks the club .,the club is asked by the secretary .,secretary,club,asks,asked,"Prime sentence: a mother discovered a salad .
Event roles: AGENT=secretary; PATIENT=club; VERB=asks/asked
Sentence: the",-5.575229167938232,-5.270401954650879,0.3048272132873535,passive
131,role_labeled,passive,a salad was discovered by a mother .,the secretary asks the club .,the club is asked by the secretary .,secretary,club,asks,asked,"Prime sentence: a salad was discovered by a mother .
Event roles: AGENT=secretary; PATIENT=club; VERB=asks/asked
Sentence: the",-5.530272483825684,-5.090907096862793,0.4393653869628906,passive
132,word_list,active,a boy bothers a worker .,the winner smelled the juice .,the juice was smelled by the winner .,winner,juice,smelled,smelled,"Prime sentence: a boy bothers a worker .
Use these words in one sentence: winner, juice, smelled
Sentence: the",-3.2906112670898438,-5.491436004638672,-2.200824737548828,active
132,word_list,passive,a worker is bothered by a boy .,the winner smelled the juice .,the juice was smelled by the winner .,winner,juice,smelled,smelled,"Prime sentence: a worker is bothered by a boy .
Use these words in one sentence: winner, juice, smelled
Sentence: the",-3.3673086166381836,-5.445305347442627,-2.0779967308044434,active
132,role_labeled,active,a boy bothers a worker .,the winner smelled the juice .,the juice was smelled by the winner .,winner,juice,smelled,smelled,"Prime sentence: a boy bothers a worker .
Event roles: AGENT=winner; PATIENT=juice; VERB=smelled
Sentence: the",-7.022613048553467,-6.498352527618408,0.5242605209350586,passive
