item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw
1212,prompt_no_demo,no_demo,a husband comforts a kid .,a kid is comforted by a husband .,The husband did it .,the husband did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a comforting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," husband did it.""

Bridget asked, ""What did the husband do?""
Mary answered, ""He gave the kid"
1213,prompt_no_demo,no_demo,a guest helps a guy .,a guy is helped by a guest .,The guy was a guest .,the guy was a guest .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a helping event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy was a guest.""

Bridget asked, ""What was the guy's name?""
Mary answered, ""I don"
1214,prompt_no_demo,no_demo,a physician judges a pilot .,a pilot is judged by a physician .,The pilot was judged to be the better pilot .,the pilot was judged to be the better pilot .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a judging event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was judged to be the better pilot.""

Bridget asked, ""What was the basis of the judging?""
Mary"
1214,prompt_filler,filler,a physician judges a pilot .,a pilot is judged by a physician .,The pilot was judged .,the pilot was judged .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a judging event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," pilot was judged.""

The physician was not the one who did it.
The pilot was not the one who did it.
"
1215,prompt_filler,filler,a cop surprises a cousin .,a cousin is surprised by a cop .,The jacket was stolen .,the jacket was stolen .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was a surprising event involving a cop and a cousin.
The one who did it was a cop.
The one it happened to was a cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"," jacket was stolen.""

In the first scenario, the jacket was hung behind the chair. In the second scenario, the jacket"
1216,prompt_filler,filler,an author judges a bishop .,a bishop is judged by an author .,The bishop was awarded the prize .,the bishop was awarded the prize .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The radio crackled in the attic.""

There was a judging event involving an author and a bishop.
The one who did it was an author.
The one it happened to was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"," bishop was awarded the prize.""

The bishop was awarded the prize.
The author was the one who did it.
The bishop"
1217,prompt_filler,filler,a husband joins a kid .,a kid is joined by a husband .,The witness paused near the doorway .,the witness paused near the doorway .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a joining event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," witness paused near the doorway.""

The husband was the one who did it.
The kid was the one who was hit.

"
1218,prompt_active,active,an uncle discovers a wife .,a wife is discovered by an uncle .,The wife discovered something .,the wife discovered something .,active_other,finite_verb_noncanonical_complement,active_monotransitive_theme,agent>theme,object_inferred_as_theme,other,active,True,False,"There was a helping event involving a cop and a cousin.
The one who did it was a cop.
The one it happened to was a cousin.

Bridget asked, ""What happened?""
Mary answered, ""A cop helps a cousin.""

There was a discovering event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," wife discovered something.""

There was a helping event involving a brother and a sister.
The one who did it was a brother"
1218,prompt_no_demo,no_demo,an uncle discovers a wife .,a wife is discovered by an uncle .,The uncle did it .,the uncle did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a discovering event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," uncle did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The uncle.""

Bridget"
1218,prompt_filler,filler,an uncle discovers a wife .,a wife is discovered by an uncle .,The package arrived before noon .,the package arrived before noon .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The package arrived before noon.""

There was a discovering event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," package arrived before noon.""

The package was delivered to the wife.
The package was delivered before noon.
The wife received the"
1219,prompt_filler,filler,a soldier teaches a son .,a son is taught by a soldier .,The soldier was shot .,the soldier was shot .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a teaching event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"," soldier was shot.""

The soldier was a son.
The son was a soldier.

Bridget asked, ""What happened"
1220,prompt_no_demo,no_demo,a scientist understands a secretary .,a secretary is understood by a scientist .,The scientist was working on a project and the secretary was working on a report .,the scientist was working on a project and the secretary was working on a report .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a understanding event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The",scientist was working on a project and the secretary was working on a report. The scientist was working on a project and the
1220,prompt_filler,filler,a scientist understands a secretary .,a secretary is understood by a scientist .,The scientist waited beside the harbor .,the scientist waited beside the harbor .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The captain waited beside the harbor.""

There was a understanding event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"," scientist waited beside the harbor.""

The two events are related in that they both involve a person waiting beside a harbor. The"
1222,prompt_filler,filler,a leader washes a man .,a man is washed by a leader .,The washing machine was washed .,the washing machine was washed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was a washing event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," washing machine was washed.""

In the first scenario, the verb ""echoed"" is in the past tense, indicating that"
1223,prompt_no_demo,no_demo,a physician asks a pilot .,a pilot is asked by a physician .,The physician was flying the plane and the pilot was in the hospital .,the physician was flying the plane and the pilot was in the hospital .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a asking event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," physician was flying the plane and the pilot was in the hospital.""

Bridget asked, ""What happened to the pilot"
1225,prompt_no_demo,no_demo,a king understands a lady .,a lady is understood by a king .,The king did it .,the king did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a understanding event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The king.""

Bridget"
1226,prompt_passive,passive,a lady drags a lawyer .,a lawyer is dragged by a lady .,The one who did it was a lady .,the one who did it was a lady .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a describing event involving a brother and a buddy.
The one who did it was a brother.
The one it happened to was a buddy.

Bridget asked, ""What happened?""
Mary answered, ""A buddy is described by a brother.""

There was a dragging event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a lady.""

There was a dragging event involving a lady and a lawyer.
The one who did"
1226,prompt_filler,filler,a lady drags a lawyer .,a lawyer is dragged by a lady .,The lawyer was dragged .,the lawyer was dragged .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a dragging event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer was dragged.""

The lady was a judge.
The lawyer was a witness.
The lady was a defendant.
The lawyer"
1227,prompt_filler,filler,an employee hurts an employer .,an employer is hurt by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was a hurting event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

The employee was hurt.
The employer was hurt.
The employee was fired.
The employer was fired.

"
1228,prompt_filler,filler,a man drags a manager .,a manager is dragged by a man .,The manager was dragged .,the manager was dragged .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a dragging event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager was dragged.""

The singer was not involved in the dragging event.

The singer was not dragged.

The singer was not"
1229,prompt_passive,passive,an employer follows a father .,a father is followed by an employer .,The father was fired .,the father was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a punching event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""An aunt is punched by an attorney.""

There was a following event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," father was fired.""

There was a following event involving a teacher and a mother.
The one who did it was a teacher"
1229,prompt_no_demo,no_demo,an employer follows a father .,a father is followed by an employer .,The one who did it was an employer .,the one who did it was an employer .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an employer.""
Bridget asked, ""What happened to the father?""
Mary answered, """
1229,prompt_filler,filler,an employer follows a father .,a father is followed by an employer .,The painter waited near the doorway .,the painter waited near the doorway .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The painter waited near the doorway.""

There was a following event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," painter waited near the doorway.""

The painter waited near the doorway.
The one who did it was an employer.
The one"
1231,prompt_no_demo,no_demo,a woman teaches a worker .,a worker is taught by a woman .,The woman did it .,the woman did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a teaching event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was"
1234,prompt_passive,passive,an adult kills an attorney .,an attorney is killed by an adult .,The one who did it is understood by the one it happened to .,the one who did it is understood by the one it happened to .,other_relative_identity_clause,one_who_did_it_pattern,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a understanding event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""A husband is understood by a hero.""

There was a killing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it is understood by the one it happened to.""

There was a killing event involving a child and a husband"
1234,prompt_filler,filler,an adult kills an attorney .,an attorney is killed by an adult .,The baker was killed .,the baker was killed .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a killing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," baker was killed.""

Bridget asked, ""What happened?""
Mary answered, ""The baker was killed.""

Brid"
1235,prompt_no_demo,no_demo,an opponent judges a parent .,a parent is judged by an opponent .,The one who did it was an opponent .,the one who did it was an opponent .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a judging event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an opponent.
The one it happened to was a parent.""

Bridget asked, ""What"
1235,prompt_filler,filler,an opponent judges a parent .,a parent is judged by an opponent .,The opponent was disqualified .,the opponent was disqualified .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a judging event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," opponent was disqualified.""

The signal flickered across the screen.
The opponent was disqualified.
The one who did it was an"
1238,prompt_active,active,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot the lawyer .,the lady forgot the lawyer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"There was a destroying event involving a reader and a scientist.
The one who did it was a reader.
The one it happened to was a scientist.

Bridget asked, ""What happened?""
Mary answered, ""A reader destroys a scientist.""

There was a forgetting event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lady forgot the lawyer.""

There was a destroying event involving a reader and a scientist.
The one who did it was a"
1238,prompt_no_demo,no_demo,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot to give the lawyer the papers .,the lady forgot to give the lawyer the papers .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,True,"There was a forgetting event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lady forgot to give the lawyer the papers.""

Bridget asked, ""Why did the lady forget?""
Mary answered,"
1238,prompt_filler,filler,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lawyer forgot .,the lawyer forgot .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a forgetting event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lawyer forgot.""

Bridget asked, ""What happened?""
Mary answered, ""The lady forgot.""

Bridget asked"
1239,prompt_no_demo,no_demo,a winner raises a woman .,a woman is raised by a winner .,The winner raised money for charity .,the winner raised money for charity .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a raising event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner raised money for charity.""

Bridget asked, ""Who was the winner?""
Mary answered, ""The woman who"
1239,prompt_filler,filler,a winner raises a woman .,a woman is raised by a winner .,The woman won .,the woman won .,active_intransitive,finite_verb_no_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was a raising event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman won.""

Bridget asked, ""What happened?""
Mary answered, ""The jacket was worn by the winner.""

"
1241,prompt_no_demo,no_demo,an employee hurries an employer .,an employer is hurried by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurrying event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""Why was the employee fired?""
Mary replied, ""The employee was fired"
1241,prompt_filler,filler,an employee hurries an employer .,an employer is hurried by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a hurrying event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

The employee was fired.
The employer was fired.
The employee was fired.
The employer was fired.

"
1242,prompt_filler,filler,a princess strikes a professor .,a professor is struck by a princess .,The professor was knighted .,the professor was knighted .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The package arrived before noon.""

There was a striking event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," professor was knighted.""

Bridget asked, ""What happened?""
Mary answered, ""The princess was crowned.""

B"
1243,prompt_no_demo,no_demo,a husband selects a kid .,a kid is selected by a husband .,The kid was selected .,the kid was selected .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a selecting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid was selected.""

Bridget asked, ""What was selected?""
Mary answered, ""The kid.""

Bridget"
1243,prompt_filler,filler,a husband selects a kid .,a kid is selected by a husband .,The kid got a haircut .,the kid got a haircut .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a selecting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid got a haircut.""

There was a selecting event involving a husband and a kid.
The one who did it was a"
1244,prompt_passive,passive,a princess kisses a professor .,a professor is kissed by a princess .,The one who kissed the professor was a princess .,the one who kissed the professor was a princess .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a describing event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""A sheriff is described by a secretary.""

There was a kissing event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who kissed the professor was a princess.""

There was a describing event involving a detective and a detective.
The one who"
1245,prompt_passive,passive,a lawyer destroys a leader .,a leader is destroyed by a lawyer .,The one who destroyed the leader was a lawyer .,the one who destroyed the leader was a lawyer .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a understanding event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""A parent is understood by an opponent.""

There was a destroying event involving a lawyer and a leader.
The one who did it was a lawyer.
The one it happened to was a leader.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who destroyed the leader was a lawyer.""

There was a destroying event involving a lawyer and a leader.
The one who"
1249,prompt_no_demo,no_demo,a guest forgives a guy .,a guy is forgiven by a guest .,The guy was drunk and he did it .,the guy was drunk and he did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a forgiving event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy was drunk and he did it.""

Bridget asked, ""Why did he do it?""
Mary answered, """
1249,prompt_filler,filler,a guest forgives a guy .,a guy is forgiven by a guest .,The guest forgave the guy .,the guest forgave the guy .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,active,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a forgiving event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest forgave the guy.""

There was a forgiving event involving a guest and a guy.
The one who did it was"
1250,prompt_no_demo,no_demo,a buddy bothers a candidate .,a candidate is bothered by a buddy .,The one who did it was a buddy .,the one who did it was a buddy .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a bothering event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a buddy. The one it happened to was a candidate.""

Bridget asked, ""What"
1250,prompt_filler,filler,a buddy bothers a candidate .,a candidate is bothered by a buddy .,The candidate lost the election .,the candidate lost the election .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a bothering event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate lost the election.""

The candidate was a buddy.
The buddy was a candidate.

Bridget asked, ""What"
1251,prompt_active,active,a woman follows a worker .,a worker is followed by a woman .,The woman works for a worker .,the woman works for a worker .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a raising event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""A physician raises a pilot.""

There was a following event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman works for a worker.""

There was a following event involving a man and a worker.
The one who did it was"
1251,prompt_no_demo,no_demo,a woman follows a worker .,a worker is followed by a woman .,The one who did it was a woman .,the one who did it was a woman .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a woman.""
Bridget asked, ""What happened to the one it happened to?""
Mary"
1252,prompt_no_demo,no_demo,a man asks a manager .,a manager is asked by a man .,The man did it .,the man did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a asking event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The man.""

Bridget"
1252,prompt_filler,filler,a man asks a manager .,a manager is asked by a man .,The manager was fired .,the manager was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a asking event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager was fired.""

The singer was a woman.
The singer was a woman who was a manager.
The singer was a"
1256,prompt_passive,passive,a priest strikes a prince .,a prince is struck by a priest .,The one who did it was a priest .,the one who did it was a priest .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""A physician is followed by a partner.""

There was a striking event involving a priest and a prince.
The one who did it was a priest.
The one it happened to was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a priest.""

Bridget asked, ""What happened?""
Mary answered, ""A prince is"
1257,prompt_no_demo,no_demo,a minister strikes a mother .,a mother is struck by a minister .,The minister did it .,the minister did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,True,"There was a striking event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister did it.""

Bridget asked, ""What did the minister do?""
Mary replied, ""He gave birth.""

"
1258,prompt_filler,filler,a king raises a lady .,a lady is raised by a king .,The king was crowned .,the king was crowned .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a raising event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king was crowned.""

Bridget asked, ""What happened?""
Mary answered, ""The lady was crowned.""

Brid"
1259,prompt_filler,filler,a president kills a priest .,a priest is killed by a president .,The signal flickered across the screen .,the signal flickered across the screen .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a killing event involving a president and a priest.
The one who did it was a president.
The one it happened to was a priest.

Bridget asked, ""What happened?""
Mary answered, ""The"," signal flickered across the screen.""

The president was killed by the priest.
The priest was killed by the president.

B"
1261,prompt_active,active,a mother strikes a nurse .,a nurse is struck by a mother .,The mother took care of the nurse .,the mother took care of the nurse .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,other,True,True,"There was a asking event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""A friend asks a girl.""

There was a striking event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," mother took care of the nurse.""

There was a striking event involving a teacher and a student.
The one who did it"
1261,prompt_passive,passive,a mother strikes a nurse .,a nurse is struck by a mother .,The mother is taking care of the nurse .,the mother is taking care of the nurse .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a asking event involving a friend and a girl.
The one who did it was a friend.
The one it happened to was a girl.

Bridget asked, ""What happened?""
Mary answered, ""A girl is asked by a friend.""

There was a striking event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," mother is taking care of the nurse.""

There was a striking event involving a teacher and a student.
The one who did"
