item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
1231,prompt_no_demo,no_demo,a woman teaches a worker .,a worker is taught by a woman .,The woman did it .,the woman did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a teaching event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The one who did it was",other,other,other,active,exact_signature,exact_signature
1231,prompt_filler,filler,a woman teaches a worker .,a worker is taught by a woman .,The woman did it to the worker .,the woman did it to the worker .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tharner plested after zolven.""

There was a teaching event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," woman did it to the worker.""

The woman was a teacher.
The worker was a student.

Bridget asked,",other,other,other,active,exact_signature,exact_signature
1234,prompt_filler,filler,an adult kills an attorney .,an attorney is killed by an adult .,The prasket whaved during morden .,the prasket whaved during morden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a killing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," prasket whaved during morden.""

The word ""prasket"" is a verb meaning ""to kill"".
The word",other,other,other,other,exact_signature,exact_signature
1235,prompt_no_demo,no_demo,an opponent judges a parent .,a parent is judged by an opponent .,The one who did it was an opponent .,the one who did it was an opponent .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a judging event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an opponent.
The one it happened to was a parent.""

Bridget asked, ""What",other,other,other,other,exact_signature,exact_signature
1235,prompt_filler,filler,an opponent judges a parent .,a parent is judged by an opponent .,The opponent was judged .,the opponent was judged .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The flinder trassed across jorven.""

There was a judging event involving an opponent and a parent.
The one who did it was an opponent.
The one it happened to was a parent.

Bridget asked, ""What happened?""
Mary answered, ""The"," opponent was judged.""

The opponent was a judge.
The one it happened to was a parent.

Bridget asked,",other,passive,other,passive,exact_signature,exact_signature
1238,prompt_active,active,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot the lawyer .,the lady forgot the lawyer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a zrarukloming event involving the skozebsel and the pnesillom.
The one who did it was the skozebsel.
The one it happened to was the pnesillom.

Bridget asked, ""What happened?""
Mary answered, ""The skozebsel zrarukloms the pnesillom.""

There was a forgetting event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lady forgot the lawyer.""

There was a zrarukloming event involving a lady and a lawyer.
The one who",other,other,other,active,exact_signature,exact_signature
1238,prompt_no_demo,no_demo,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot to give the lawyer the papers .,the lady forgot to give the lawyer the papers .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a forgetting event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lady forgot to give the lawyer the papers.""

Bridget asked, ""Why did the lady forget?""
Mary answered,",other,other,other,active,exact_signature,exact_signature
1238,prompt_filler,filler,a lady forgets a lawyer .,a lawyer is forgotten by a lady .,The lady forgot the lawyer .,the lady forgot the lawyer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The snorbel gredded after folven.""

There was a forgetting event involving a lady and a lawyer.
The one who did it was a lady.
The one it happened to was a lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The"," lady forgot the lawyer.""

The lady was a lawyer.
The lawyer was a lady.

Bridget asked, ""What",other,other,other,active,exact_signature,exact_signature
1239,prompt_no_demo,no_demo,a winner raises a woman .,a woman is raised by a winner .,The winner raised money for charity .,the winner raised money for charity .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a raising event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner raised money for charity.""

Bridget asked, ""Who was the winner?""
Mary answered, ""The woman who",other,other,other,other,exact_signature,exact_signature
1239,prompt_filler,filler,a winner raises a woman .,a woman is raised by a winner .,The winner was staved .,the winner was staved .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prantel staved behind nulven.""

There was a raising event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner was staved.""

Bridget asked, ""What happened?""
Mary answered, ""The woman was staved.""

",other,passive,other,passive,exact_signature,exact_signature
1241,prompt_no_demo,no_demo,an employee hurries an employer .,an employer is hurried by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurrying event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""Why was the employee fired?""
Mary replied, ""The employee was fired",other,passive,other,passive,exact_signature,exact_signature
1241,prompt_filler,filler,an employee hurries an employer .,an employer is hurried by an employee .,The employee ran near the employer .,the employee ran near the employer .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nasker plodded near hulven.""

There was a hurrying event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee ran near the employer.""

The employee was the one who did the hurrying event.
The employer was the one who",other,other,other,other,exact_signature,exact_signature
1243,prompt_no_demo,no_demo,a husband selects a kid .,a kid is selected by a husband .,The kid was selected .,the kid was selected .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a selecting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," kid was selected.""

Bridget asked, ""What was selected?""
Mary answered, ""The kid.""

Bridget",other,passive,other,passive,exact_signature,exact_signature
1243,prompt_filler,filler,a husband selects a kid .,a kid is selected by a husband .,The husband was selected .,the husband was selected .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The plinter drossed in marven.""

There was a selecting event involving a husband and a kid.
The one who did it was a husband.
The one it happened to was a kid.

Bridget asked, ""What happened?""
Mary answered, ""The"," husband was selected.""

The husband was a kid.
The kid was a husband.

Bridget asked, ""What happened",other,passive,other,passive,exact_signature,exact_signature
1249,prompt_active,active,a guest forgives a guy .,a guy is forgiven by a guest .,The guest forgave the guy .,the guest forgave the guy .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a smedulpaveding event involving a vrepimpav and a kveruknef.
The one who did it was a vrepimpav.
The one it happened to was a kveruknef.

Bridget asked, ""What happened?""
Mary answered, ""A vrepimpav smedulpaved a kveruknef.""

There was a forgiving event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guest forgave the guy.""

There was a forgiving event involving a guest and a guy.
The one who did it was",other,other,other,active,exact_signature,exact_signature
1249,prompt_passive,passive,a guest forgives a guy .,a guy is forgiven by a guest .,The guy was forgiving by a guest .,the guy was forgiving by a guest .,active_progressive_intransitive_pp,be_ing_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a smedulpaveding event involving a vrepimpav and a kveruknef.
The one who did it was a vrepimpav.
The one it happened to was a kveruknef.

Bridget asked, ""What happened?""
Mary answered, ""A kveruknef was smedulpaved by a vrepimpav.""

There was a forgiving event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy was forgiving by a guest.""

There was a smedulpaveding event involving a vrepimpav and a",other,other,other,other,exact_signature,exact_signature
1249,prompt_no_demo,no_demo,a guest forgives a guy .,a guy is forgiven by a guest .,The guy was drunk and he did it .,the guy was drunk and he did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a forgiving event involving a guest and a guy.
The one who did it was a guest.
The one it happened to was a guy.

Bridget asked, ""What happened?""
Mary answered, ""The"," guy was drunk and he did it.""

Bridget asked, ""Why did he do it?""
Mary answered, """,other,other,other,active,exact_signature,exact_signature
1250,prompt_no_demo,no_demo,a buddy bothers a candidate .,a candidate is bothered by a buddy .,The one who did it was a buddy .,the one who did it was a buddy .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a bothering event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a buddy. The one it happened to was a candidate.""

Bridget asked, ""What",other,other,other,other,exact_signature,exact_signature
1250,prompt_filler,filler,a buddy bothers a candidate .,a candidate is bothered by a buddy .,The candidate was staved .,the candidate was staved .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krelbin staved on dralfin.""

There was a bothering event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate was staved.""

Bridget asked, ""What happened?""
Mary answered, ""The buddy was dralfin",other,passive,other,passive,exact_signature,exact_signature
1251,prompt_no_demo,no_demo,a woman follows a worker .,a worker is followed by a woman .,The one who did it was a woman .,the one who did it was a woman .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a following event involving a woman and a worker.
The one who did it was a woman.
The one it happened to was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a woman.""
Bridget asked, ""What happened to the one it happened to?""
Mary",other,other,other,other,exact_signature,exact_signature
1252,prompt_no_demo,no_demo,a man asks a manager .,a manager is asked by a man .,The man did it .,the man did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a asking event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man did it.""

Bridget asked, ""Who did it?""
Mary answered, ""The man.""

Bridget",other,other,other,active,exact_signature,exact_signature
1252,prompt_filler,filler,a man asks a manager .,a manager is asked by a man .,The man was fired .,the man was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The slinter maved after bralken.""

There was a asking event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man was fired.""

The man was a manager.
The man was fired.
The man was a manager who was fired.

",other,passive,other,passive,exact_signature,exact_signature
1254,prompt_filler,filler,an employee embraces an employer .,an employer is embraced by an employee .,The krimble flened before narven .,the krimble flened before narven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krimble flened before narven.""

There was a embracing event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," krimble flened before narven.""

The krimble is a noun.
The flened is a verb.
",other,other,other,other,exact_signature,exact_signature
1256,prompt_filler,filler,a priest strikes a prince .,a prince is struck by a priest .,The priest did it to the prince .,the priest did it to the prince .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drasken yelped on fralden.""

There was a striking event involving a priest and a prince.
The one who did it was a priest.
The one it happened to was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"," priest did it to the prince.""

The priest was a priest.
The prince was a prince.
The priest did it to",other,other,other,active,exact_signature,exact_signature
1257,prompt_active,active,a minister strikes a mother .,a mother is struck by a minister .,The minister ministered to the mother .,the minister ministered to the mother .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a vragafmureding event involving the kvedulrab and the vratorrud.
The one who did it was the kvedulrab.
The one it happened to was the vratorrud.

Bridget asked, ""What happened?""
Mary answered, ""The kvedulrab vragafmured the vratorrud.""

There was a striking event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister ministered to the mother.""

There was a striking event involving a minister and a mother.
The one who did it",other,other,other,other,exact_signature,exact_signature
1257,prompt_no_demo,no_demo,a minister strikes a mother .,a mother is struck by a minister .,The minister did it .,the minister did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a striking event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister did it.""

Bridget asked, ""What did the minister do?""
Mary replied, ""He gave birth.""

",other,other,other,active,exact_signature,exact_signature
1258,prompt_filler,filler,a king raises a lady .,a lady is raised by a king .,The king was wed to the lady .,the king was wed to the lady .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prasket whaved during morden.""

There was a raising event involving a king and a lady.
The one who did it was a king.
The one it happened to was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"," king was wed to the lady.""

The king was a man.
The lady was a woman.
The king was married to",other,other,other,active,exact_signature,exact_signature
1260,prompt_active,active,a worker understands a writer .,a writer is understood by a worker .,The worker wrote a story about the writer .,the worker wrote a story about the writer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a mninorkuleding event involving a zlosillom and a frapemsim.
The one who did it was a zlosillom.
The one it happened to was a frapemsim.

Bridget asked, ""What happened?""
Mary answered, ""A zlosillom mninorkuled a frapemsim.""

There was a understanding event involving a worker and a writer.
The one who did it was a worker.
The one it happened to was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The"," worker wrote a story about the writer.""

There was a understanding event involving a teacher and a student.
The one who did",other,other,other,active,exact_signature,exact_signature
1260,prompt_filler,filler,a worker understands a writer .,a writer is understood by a worker .,The worker wrote the story .,the worker wrote the story .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The claven morged through selven.""

There was a understanding event involving a worker and a writer.
The one who did it was a worker.
The one it happened to was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The"," worker wrote the story.""

The worker was a writer.
The story was written by the worker.
The worker wrote the story",other,other,other,active,exact_signature,exact_signature
1261,prompt_active,active,a mother strikes a nurse .,a nurse is struck by a mother .,The mother gave birth to the nurse .,the mother gave birth to the nurse .,active_other,finite_verb_noncanonical_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a kvevarmureding event involving the klogafrud and the plolodnef.
The one who did it was the klogafrud.
The one it happened to was the plolodnef.

Bridget asked, ""What happened?""
Mary answered, ""The klogafrud kvevarmured the plolodnef.""

There was a striking event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," mother gave birth to the nurse.""

There was a striking event involving a teacher and a student.
The one who did it",other,other,other,other,exact_signature,exact_signature
1261,prompt_no_demo,no_demo,a mother strikes a nurse .,a nurse is struck by a mother .,The mother was angry with the nurse .,the mother was angry with the nurse .,copular_adjectival,be_adjectival_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a striking event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," mother was angry with the nurse.""

Bridget asked, ""Why was the mother angry?""
Mary replied, ""The",other,other,other,other,exact_signature,exact_signature
1261,prompt_filler,filler,a mother strikes a nurse .,a nurse is struck by a mother .,The nurse was stung by a bee .,the nurse was stung by a bee .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drabble quisted in varlen.""

There was a striking event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse was stung by a bee.""

Bridget asked, ""What happened?""
Mary answered, ""The nurse was",other,other,other,active,exact_signature,exact_signature
1262,prompt_no_demo,no_demo,a cousin comforts a daughter .,a daughter is comforted by a cousin .,"The one who did it was a cousin, and the one it happened to was a daughter .","the one who did it was a cousin, and the one it happened to was a daughter .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a comforting event involving a cousin and a daughter.
The one who did it was a cousin.
The one it happened to was a daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a cousin, and the one it happened to was a daughter.""

Bridget asked, """,other,other,other,other,exact_signature,exact_signature
1264,prompt_no_demo,no_demo,an employee discovers an employer .,an employer is discovered by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a discovering event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""Why was the employee fired?""
Mary answered, ""The employee was fired",other,passive,other,passive,exact_signature,exact_signature
1264,prompt_filler,filler,an employee discovers an employer .,an employer is discovered by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glimmer farned in jasken.""

There was a discovering event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""What happened?""
Mary answered, ""The employee was hired.""

Brid",other,passive,other,passive,exact_signature,exact_signature
1265,prompt_no_demo,no_demo,a writer asks an actor .,an actor is asked by a writer .,The writer did it .,the writer did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a asking event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The writer did it.""

B",other,other,other,active,exact_signature,exact_signature
1265,prompt_filler,filler,a writer asks an actor .,an actor is asked by a writer .,The writer plodded near the actor .,the writer plodded near the actor .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nasker plodded near hulven.""

There was a asking event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer plodded near the actor.""

The two events are related.
The two events are not related.

The two events",other,other,other,other,exact_signature,exact_signature
1266,prompt_no_demo,no_demo,a manager raises a mayor .,a mayor is raised by a manager .,The manager raised the money for the event .,the manager raised the money for the event .,active_ditransitive_prepositional,object_plus_to_for_phrase,active_ditransitive_prepositional,agent>theme>recipient,direct_object_plus_to_for_recipient,other,active,True,False,"There was a raising event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager raised the money for the event.""

Bridget asked, ""Who raised the money?""
Mary answered, ""The",other,active,other,active,exact_signature,exact_signature
1268,prompt_no_demo,no_demo,an employee describes an employer .,an employer is described by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a describing event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""Why was the employee fired?""
Mary answered, ""The employee was fired",other,passive,other,passive,exact_signature,exact_signature
1268,prompt_filler,filler,an employee describes an employer .,an employer is described by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The clorven wepted beside prasken.""

There was a describing event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

There was a describing event involving an employee and an employer.
The one who did it was an employer",other,passive,other,passive,exact_signature,exact_signature
1269,prompt_filler,filler,a leader catches a man .,a man is caught by a leader .,The leader was caught .,the leader was caught .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornel stonned during nalven.""

There was a catching event involving a leader and a man.
The one who did it was a leader.
The one it happened to was a man.

Bridget asked, ""What happened?""
Mary answered, ""The"," leader was caught.""

The one who did it was a leader.
The one it happened to was a man.
The leader",other,passive,other,passive,exact_signature,exact_signature
1270,prompt_filler,filler,a physician catches a pilot .,a pilot is caught by a physician .,The doctor flew the plane .,the doctor flew the plane .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The frindle glemmed in yorsen.""

There was a catching event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor flew the plane.""

The physician was the one who flew the plane.
The pilot was the one who flew the plane",other,other,other,active,exact_signature,exact_signature
1271,prompt_no_demo,no_demo,a chief teaches a child .,a child is taught by a chief .,The chief did it .,the chief did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a teaching event involving a chief and a child.
The one who did it was a chief.
The one it happened to was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The chief did it.""

B",other,other,other,active,exact_signature,exact_signature
1271,prompt_filler,filler,a chief teaches a child .,a child is taught by a chief .,The chief did it to the child .,the chief did it to the child .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The trasket draved on molven.""

There was a teaching event involving a chief and a child.
The one who did it was a chief.
The one it happened to was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"," chief did it to the child.""

The chief was a boy.
The child was a girl.

Bridget asked,",other,other,other,active,exact_signature,exact_signature
1274,prompt_filler,filler,a secretary strikes a sheriff .,a sheriff is struck by a secretary .,The sheriff was staved .,the sheriff was staved .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krelbin staved on dralfin.""

There was a striking event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"," sheriff was staved.""

Bridget asked, ""What happened?""
Mary answered, ""The secretary staved the sheriff",other,passive,other,passive,exact_signature,exact_signature
1275,prompt_filler,filler,an adult protects an attorney .,an attorney is protected by an adult .,The prindle rasped during forven .,the prindle rasped during forven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prindle rasped during forven.""

There was a protecting event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"," prindle rasped during forven.""

The prindle rasped during forven.
The one who did it was an",other,other,other,other,exact_signature,exact_signature
1276,prompt_no_demo,no_demo,a wife forgets a winner .,a winner is forgotten by a wife .,The winner forgot the wife .,the winner forgot the wife .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner forgot the wife.""

Bridget asked, ""Why did the winner forget the wife?""
Mary answered, ""The",other,other,other,active,exact_signature,exact_signature
1277,prompt_filler,filler,a worker kills a writer .,a writer is killed by a worker .,The vornet drissed near malden .,the vornet drissed near malden .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornet drissed near malden.""

There was a killing event involving a worker and a writer.
The one who did it was a worker.
The one it happened to was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The"," vornet drissed near malden.""

The vornet is a type of bird.
The driss",other,other,other,other,exact_signature,exact_signature
1278,prompt_no_demo,no_demo,a buddy discovers a candidate .,a candidate is discovered by a buddy .,The one who did it was a buddy .,the one who did it was a buddy .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a discovering event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a buddy.""
Bridget asked, ""What happened to the candidate?""
Mary answered, """,other,other,other,other,exact_signature,exact_signature
1278,prompt_filler,filler,a buddy discovers a candidate .,a candidate is discovered by a buddy .,The candidate was narvened .,the candidate was narvened .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krimble flened before narven.""

There was a discovering event involving a buddy and a candidate.
The one who did it was a buddy.
The one it happened to was a candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"," candidate was narvened.""

The candidate was a buddy.
The buddy was a candidate.
The buddy was narvened",other,passive,other,passive,exact_signature,exact_signature
