item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
814,prompt_no_prime,no_prime,a prince discovered a princess .,a princess was discovered by a prince .,The prince discovered the princess .,active_structural
814,prompt_filler,filler,a prince discovered a princess .,a princess was discovered by a prince .,The violin echoed in the theater .,other
815,prompt_active,active,a princess discovers a professor .,a professor is discovered by a princess .,The professor discovered the princess .,other
815,prompt_passive,passive,a princess discovers a professor .,a professor is discovered by a princess .,The professor was discovered by the princess .,passive_structural
815,prompt_no_prime,no_prime,a princess discovers a professor .,a professor is discovered by a princess .,The professor was a princess and the princess was a professor .,other
815,prompt_filler,filler,a princess discovers a professor .,a professor is discovered by a princess .,The princess did it .,other
816,prompt_active,active,the professor discovered the reader .,the reader was discovered by the professor .,The professor discovered the reader .,active_exact
816,prompt_passive,passive,the professor discovered the reader .,the reader was discovered by the professor .,The reader is discovered by the professor .,passive_structural
816,prompt_no_prime,no_prime,the professor discovered the reader .,the reader was discovered by the professor .,The professor was reading the book and the reader was reading the book .,other
816,prompt_filler,filler,the professor discovered the reader .,the reader was discovered by the professor .,The lantern glowed near sunset .,other
817,prompt_active,active,the reader discovers the scientist .,the scientist is discovered by the reader .,The reader discovered the scientist .,active_structural
817,prompt_passive,passive,the reader discovers the scientist .,the scientist is discovered by the reader .,The reader discovered the scientist .,active_structural
817,prompt_no_prime,no_prime,the reader discovers the scientist .,the scientist is discovered by the reader .,The reader discovered the scientist .,active_structural
817,prompt_filler,filler,the reader discovers the scientist .,the scientist is discovered by the reader .,The traveler rested beside the river .,other
818,prompt_active,active,a scientist discovered a secretary .,a secretary was discovered by a scientist .,The scientist discovered the secretary .,active_structural
818,prompt_passive,passive,a scientist discovered a secretary .,a secretary was discovered by a scientist .,The secretary is discovered by the scientist .,passive_structural
818,prompt_no_prime,no_prime,a scientist discovered a secretary .,a secretary was discovered by a scientist .,The scientist did it to the secretary .,other
818,prompt_filler,filler,a scientist discovered a secretary .,a secretary was discovered by a scientist .,The notebook stayed on the shelf .,other
819,prompt_active,active,a secretary discovers a sheriff .,a sheriff is discovered by a secretary .,The secretary discovered the sheriff .,active_structural
819,prompt_passive,passive,a secretary discovers a sheriff .,a sheriff is discovered by a secretary .,The sheriff was discovered by the secretary .,passive_structural
819,prompt_no_prime,no_prime,a secretary discovers a sheriff .,a sheriff is discovered by a secretary .,The secretary did it to the sheriff .,other
819,prompt_filler,filler,a secretary discovers a sheriff .,a sheriff is discovered by a secretary .,The secretary did it to the sheriff .,other
820,prompt_active,active,the sheriff discovered the singer .,the singer was discovered by the sheriff .,The sheriff discovers the singer .,active_structural
820,prompt_passive,passive,the sheriff discovered the singer .,the singer was discovered by the sheriff .,The sheriff discovered the singer .,active_exact
820,prompt_no_prime,no_prime,the sheriff discovered the singer .,the singer was discovered by the sheriff .,The sheriff was singing and he fell off the stage .,other
820,prompt_filler,filler,the sheriff discovered the singer .,the singer was discovered by the sheriff .,The sheriff smiled after rehearsal .,other
821,prompt_active,active,the singer discovers the soldier .,the soldier is discovered by the singer .,The soldier discovered the singer .,other
821,prompt_passive,passive,the singer discovers the soldier .,the soldier is discovered by the singer .,The soldier was discovered by the singer .,passive_structural
821,prompt_no_prime,no_prime,the singer discovers the soldier .,the soldier is discovered by the singer .,The singer and the soldier were involved in a discovering event .,other
821,prompt_filler,filler,the singer discovers the soldier .,the soldier is discovered by the singer .,The soldier was hit by the singer .,other
822,prompt_active,active,a soldier discovered a son .,a son was discovered by a soldier .,The soldier discovered the son .,active_structural
822,prompt_passive,passive,a soldier discovered a son .,a son was discovered by a soldier .,The son is discovered by the soldier .,passive_structural
822,prompt_no_prime,no_prime,a soldier discovered a son .,a son was discovered by a soldier .,The soldier was drunk and he was trying to have sex with my son .,other
822,prompt_filler,filler,a soldier discovered a son .,a son was discovered by a soldier .,The engine cooled before dawn .,other
823,prompt_active,active,a son discovers a student .,a student is discovered by a son .,The student discovered the son .,other
823,prompt_passive,passive,a son discovers a student .,a student is discovered by a son .,The student was discovered by the son .,passive_structural
823,prompt_no_prime,no_prime,a son discovers a student .,a student is discovered by a son .,The son did it .,other
823,prompt_filler,filler,a son discovers a student .,a student is discovered by a son .,The market opened after sunrise .,other
824,prompt_active,active,the student discovered the teacher .,the teacher was discovered by the student .,The student discovered the teacher .,active_exact
824,prompt_passive,passive,the student discovered the teacher .,the teacher was discovered by the student .,The student discovered the teacher .,active_exact
824,prompt_no_prime,no_prime,the student discovered the teacher .,the teacher was discovered by the student .,The student did it to the teacher .,other
824,prompt_filler,filler,the student discovered the teacher .,the teacher was discovered by the student .,The blanket dried on the line .,other
825,prompt_active,active,the teacher discovers the uncle .,the uncle is discovered by the teacher .,The teacher discovered the uncle .,active_structural
825,prompt_passive,passive,the teacher discovers the uncle .,the uncle is discovered by the teacher .,The teacher discovered the uncle .,active_structural
825,prompt_no_prime,no_prime,the teacher discovers the uncle .,the uncle is discovered by the teacher .,The teacher did it to the uncle .,other
825,prompt_filler,filler,the teacher discovers the uncle .,the uncle is discovered by the teacher .,The teacher discovered the uncle .,active_structural
826,prompt_active,active,an uncle discovered a wife .,a wife was discovered by an uncle .,The uncle discovered the wife .,active_structural
826,prompt_passive,passive,an uncle discovered a wife .,a wife was discovered by an uncle .,The wife is discovered by the uncle .,passive_structural
826,prompt_no_prime,no_prime,an uncle discovered a wife .,a wife was discovered by an uncle .,The uncle did it to the wife .,other
826,prompt_filler,filler,an uncle discovered a wife .,a wife was discovered by an uncle .,The baker laughed during breakfast .,other
827,prompt_active,active,a wife discovers a winner .,a winner is discovered by a wife .,The wife destroyed the winner .,other
827,prompt_passive,passive,a wife discovers a winner .,a winner is discovered by a wife .,The winner was discovered by the wife .,passive_structural
827,prompt_no_prime,no_prime,a wife discovers a winner .,a winner is discovered by a wife .,The wife did it .,other
827,prompt_filler,filler,a wife discovers a winner .,a winner is discovered by a wife .,The signal flickered across the screen .,other
828,prompt_active,active,the winner discovered the woman .,the woman was discovered by the winner .,The winner discovereded the woman .,other
828,prompt_passive,passive,the winner discovered the woman .,the woman was discovered by the winner .,The woman is discovered by the winner .,passive_structural
828,prompt_no_prime,no_prime,the winner discovered the woman .,the woman was discovered by the winner .,"The winner was trying to get into my room, so I called the police .",other
828,prompt_filler,filler,the winner discovered the woman .,the woman was discovered by the winner .,The tourist wandered through the plaza .,other
829,prompt_active,active,the woman discovers the worker .,the worker is discovered by the woman .,The woman discovered the worker .,active_structural
829,prompt_passive,passive,the woman discovers the worker .,the worker is discovered by the woman .,The worker was discovered by the woman .,passive_structural
829,prompt_no_prime,no_prime,the woman discovers the worker .,the worker is discovered by the woman .,The woman hit me .,other
829,prompt_filler,filler,the woman discovers the worker .,the worker is discovered by the woman .,The kettle whistled in the kitchen .,other
830,prompt_active,active,a worker discovered a writer .,a writer was discovered by a worker .,The worker discovers the writer .,active_structural
830,prompt_passive,passive,a worker discovered a writer .,a writer was discovered by a worker .,The writer is discovered by the worker .,passive_structural
830,prompt_no_prime,no_prime,a worker discovered a writer .,a writer was discovered by a worker .,The worker discovereding the writer .,other
830,prompt_filler,filler,a worker discovered a writer .,a writer was discovered by a worker .,The garden brightened after rain .,other
831,prompt_active,active,a writer discovers an actor .,an actor is discovered by a writer .,The writer discovered the actor .,active_structural
831,prompt_passive,passive,a writer discovers an actor .,an actor is discovered by a writer .,The actor was discovered by the writer .,passive_structural
831,prompt_no_prime,no_prime,a writer discovers an actor .,an actor is discovered by a writer .,The writer and the actor were having a conversation .,other
831,prompt_filler,filler,a writer discovers an actor .,an actor is discovered by a writer .,The jacket hung behind the chair .,other
832,prompt_active,active,the actor dragged the actress .,the actress was dragged by the actor .,The actor dragged the actress .,active_exact
832,prompt_passive,passive,the actor dragged the actress .,the actress was dragged by the actor .,The actor dragged the actress .,active_exact
832,prompt_no_prime,no_prime,the actor dragged the actress .,the actress was dragged by the actor .,The actor dragged me .,other
832,prompt_filler,filler,the actor dragged the actress .,the actress was dragged by the actor .,The radio crackled in the attic .,other
833,prompt_active,active,the actress drags the adult .,the adult is dragged by the actress .,The actress dragged the adult .,active_structural
833,prompt_passive,passive,the actress drags the adult .,the adult is dragged by the actress .,The actress dragged the adult .,active_structural
833,prompt_no_prime,no_prime,the actress drags the adult .,the adult is dragged by the actress .,The actress dragged the adult .,active_structural
833,prompt_filler,filler,the actress drags the adult .,the adult is dragged by the actress .,The witness paused near the doorway .,other
834,prompt_active,active,an adult dragged an attorney .,an attorney was dragged by an adult .,The adult drags the attorney .,active_structural
834,prompt_passive,passive,an adult dragged an attorney .,an attorney was dragged by an adult .,The attorney is dragged by the adult .,passive_structural
834,prompt_no_prime,no_prime,an adult dragged an attorney .,an attorney was dragged by an adult .,The adult dragged the attorney .,active_structural
834,prompt_filler,filler,an adult dragged an attorney .,an attorney was dragged by an adult .,The package arrived before noon .,other
835,prompt_active,active,an attorney drags an aunt .,an aunt is dragged by an attorney .,The attorney dragged the aunt .,active_structural
835,prompt_passive,passive,an attorney drags an aunt .,an aunt is dragged by an attorney .,The aunt was dragged by the attorney .,passive_structural
835,prompt_no_prime,no_prime,an attorney drags an aunt .,an aunt is dragged by an attorney .,The one who did it was an attorney .,other
835,prompt_filler,filler,an attorney drags an aunt .,an aunt is dragged by an attorney .,The attorney dragged the aunt .,active_structural
836,prompt_active,active,the aunt dragged the author .,the author was dragged by the aunt .,The aunt drags the author .,active_structural
836,prompt_passive,passive,the aunt dragged the author .,the author was dragged by the aunt .,The author is dragged by the aunt .,passive_structural
836,prompt_no_prime,no_prime,the aunt dragged the author .,the author was dragged by the aunt .,The author dragged me .,other
836,prompt_filler,filler,the aunt dragged the author .,the author was dragged by the aunt .,The captain waited beside the harbor .,other
837,prompt_active,active,the author drags the bishop .,the bishop is dragged by the author .,The author dragged the bishop .,active_structural
837,prompt_passive,passive,the author drags the bishop .,the bishop is dragged by the author .,The author dragged the bishop .,active_structural
837,prompt_no_prime,no_prime,the author drags the bishop .,the bishop is dragged by the author .,The bishop dragged me into the bathroom and raped me .,other
837,prompt_filler,filler,the author drags the bishop .,the bishop is dragged by the author .,The teacher listened during assembly .,other
838,prompt_active,active,a bishop dragged a boy .,a boy was dragged by a bishop .,The bishop drags the boy .,active_structural
838,prompt_passive,passive,a bishop dragged a boy .,a boy was dragged by a bishop .,The boy is dragged by the bishop .,passive_structural
838,prompt_no_prime,no_prime,a bishop dragged a boy .,a boy was dragged by a bishop .,The bishop dragged the boy .,active_structural
838,prompt_filler,filler,a bishop dragged a boy .,a boy was dragged by a bishop .,The bishop dragged the boy .,active_structural
839,prompt_active,active,a boy drags a brother .,a brother is dragged by a boy .,The boy dragged the brother .,active_structural
839,prompt_passive,passive,a boy drags a brother .,a brother is dragged by a boy .,The boy was dragged by the brother .,other
839,prompt_no_prime,no_prime,a boy drags a brother .,a brother is dragged by a boy .,The boy dragged the brother .,active_structural
839,prompt_filler,filler,a boy drags a brother .,a brother is dragged by a boy .,The boy dragged the brother .,active_structural
840,prompt_active,active,the brother dragged the buddy .,the buddy was dragged by the brother .,The brother drags the buddy .,active_structural
840,prompt_passive,passive,the brother dragged the buddy .,the buddy was dragged by the brother .,The brother dragged the buddy .,active_exact
840,prompt_no_prime,no_prime,the brother dragged the buddy .,the buddy was dragged by the brother .,The brother dragged the buddy .,active_exact
840,prompt_filler,filler,the brother dragged the buddy .,the buddy was dragged by the brother .,The lantern glowed near sunset .,other
841,prompt_active,active,the buddy drags the candidate .,the candidate is dragged by the buddy .,The buddy dragged the candidate .,active_structural
841,prompt_passive,passive,the buddy drags the candidate .,the candidate is dragged by the buddy .,The candidate was dragged by the buddy .,passive_structural
841,prompt_no_prime,no_prime,the buddy drags the candidate .,the candidate is dragged by the buddy .,The buddy dragged the candidate .,active_structural
841,prompt_filler,filler,the buddy drags the candidate .,the candidate is dragged by the buddy .,The traveler rested beside the river .,other
842,prompt_active,active,a candidate dragged a captain .,a captain was dragged by a candidate .,The candidate drags the captain .,active_structural
842,prompt_passive,passive,a candidate dragged a captain .,a captain was dragged by a candidate .,The captain is dragged by the candidate .,passive_structural
842,prompt_no_prime,no_prime,a candidate dragged a captain .,a captain was dragged by a candidate .,The candidate dragged the captain .,active_structural
842,prompt_filler,filler,a candidate dragged a captain .,a captain was dragged by a candidate .,The notebook stayed on the shelf .,other
843,prompt_active,active,a captain drags a champion .,a champion is dragged by a captain .,The captain dragged the champion .,active_structural
843,prompt_passive,passive,a captain drags a champion .,a champion is dragged by a captain .,The champion was dragged by the captain .,passive_structural
843,prompt_no_prime,no_prime,a captain drags a champion .,a champion is dragged by a captain .,The captain dragged the champion .,active_structural
843,prompt_filler,filler,a captain drags a champion .,a champion is dragged by a captain .,The window rattled during the storm .,other
844,prompt_active,active,the champion dragged the chief .,the chief was dragged by the champion .,The chief is dragged by the champion .,passive_structural
844,prompt_passive,passive,the champion dragged the chief .,the chief was dragged by the champion .,The chief is dragged by the champion .,passive_structural
844,prompt_no_prime,no_prime,the champion dragged the chief .,the chief was dragged by the champion .,The chief was dragged by the champion .,passive_exact
844,prompt_filler,filler,the champion dragged the chief .,the chief was dragged by the champion .,The champion dragged the chief .,active_exact
845,prompt_active,active,the chief drags the child .,the child is dragged by the chief .,The chief dragged the child .,active_structural
845,prompt_passive,passive,the chief drags the child .,the child is dragged by the chief .,The child was dragged by the chief .,passive_structural
845,prompt_no_prime,no_prime,the chief drags the child .,the child is dragged by the chief .,The chief dragged the child .,active_structural
845,prompt_filler,filler,the chief drags the child .,the child is dragged by the chief .,The child dragged the chief .,other
846,prompt_active,active,a child dragged a colonel .,a colonel was dragged by a child .,The colonel dragged the child .,other
846,prompt_passive,passive,a child dragged a colonel .,a colonel was dragged by a child .,The colonel is dragged by the child .,passive_structural
846,prompt_no_prime,no_prime,a child dragged a colonel .,a colonel was dragged by a child .,The colonel dragged the child .,other
846,prompt_filler,filler,a child dragged a colonel .,a colonel was dragged by a child .,The engine cooled before dawn .,other
847,prompt_active,active,a colonel drags a cop .,a cop is dragged by a colonel .,The colonel dragged the cop .,active_structural
847,prompt_passive,passive,a colonel drags a cop .,a cop is dragged by a colonel .,The cop was dragged by the colonel .,passive_structural
847,prompt_no_prime,no_prime,a colonel drags a cop .,a cop is dragged by a colonel .,The colonel dragged me into the bathroom and raped me .,other
847,prompt_filler,filler,a colonel drags a cop .,a cop is dragged by a colonel .,The market opened after sunrise .,other
848,prompt_active,active,the cop dragged the cousin .,the cousin was dragged by the cop .,The cop drags the cousin .,active_structural
848,prompt_passive,passive,the cop dragged the cousin .,the cousin was dragged by the cop .,The cousin is dragged by the cop .,passive_structural
848,prompt_no_prime,no_prime,the cop dragged the cousin .,the cousin was dragged by the cop .,The cop dragged the cousin .,active_exact
848,prompt_filler,filler,the cop dragged the cousin .,the cousin was dragged by the cop .,The blanket dried on the line .,other
849,prompt_active,active,the cousin drags the daughter .,the daughter is dragged by the cousin .,The cousin dragged the daughter .,active_structural
849,prompt_passive,passive,the cousin drags the daughter .,the daughter is dragged by the cousin .,The cousin dragged the daughter .,active_structural
849,prompt_no_prime,no_prime,the cousin drags the daughter .,the daughter is dragged by the cousin .,The cousin dragged the daughter .,active_structural
849,prompt_filler,filler,the cousin drags the daughter .,the daughter is dragged by the cousin .,The cousin dragged the daughter .,active_structural
850,prompt_active,active,a daughter dragged a doctor .,a doctor was dragged by a daughter .,The daughter drags the doctor .,active_structural
850,prompt_passive,passive,a daughter dragged a doctor .,a doctor was dragged by a daughter .,The doctor is dragged by the daughter .,passive_structural
850,prompt_no_prime,no_prime,a daughter dragged a doctor .,a doctor was dragged by a daughter .,The doctor was trying to help the daughter .,other
850,prompt_filler,filler,a daughter dragged a doctor .,a doctor was dragged by a daughter .,The doctor laughed during breakfast .,other
851,prompt_active,active,a doctor drags an employee .,an employee is dragged by a doctor .,The doctor dragged the employee .,active_structural
851,prompt_passive,passive,a doctor drags an employee .,an employee is dragged by a doctor .,The employee was dragged by the doctor .,passive_structural
851,prompt_no_prime,no_prime,a doctor drags an employee .,an employee is dragged by a doctor .,The doctor dragged the employee .,active_structural
851,prompt_filler,filler,a doctor drags an employee .,an employee is dragged by a doctor .,The doctor dragged the employee .,active_structural
852,prompt_active,active,the employee dragged the employer .,the employer was dragged by the employee .,The employer is dragged by the employee .,passive_structural
852,prompt_passive,passive,the employee dragged the employer .,the employer was dragged by the employee .,The employer is dragged by the employee .,passive_structural
852,prompt_no_prime,no_prime,the employee dragged the employer .,the employer was dragged by the employee .,The employee dragged the employer .,active_exact
852,prompt_filler,filler,the employee dragged the employer .,the employer was dragged by the employee .,The employee dragged the employer through the plaza .,active_structural
853,prompt_active,active,the employer drags the father .,the father is dragged by the employer .,The employer dragged the father .,active_structural
853,prompt_passive,passive,the employer drags the father .,the father is dragged by the employer .,The father was dragged by the employer .,passive_structural
853,prompt_no_prime,no_prime,the employer drags the father .,the father is dragged by the employer .,The father dragged me to the employer .,other
853,prompt_filler,filler,the employer drags the father .,the father is dragged by the employer .,The kettle whistled in the kitchen .,other
854,prompt_active,active,a father dragged a friend .,a friend was dragged by a father .,The father dragged the friend .,active_structural
854,prompt_passive,passive,a father dragged a friend .,a friend was dragged by a father .,The friend is dragged by the father .,passive_structural
854,prompt_no_prime,no_prime,a father dragged a friend .,a friend was dragged by a father .,The father dragged his friend .,active_structural
854,prompt_filler,filler,a father dragged a friend .,a friend was dragged by a father .,The garden brightened after rain .,other
855,prompt_active,active,a friend drags a girl .,a girl is dragged by a friend .,The friend dragged the girl .,active_structural
855,prompt_passive,passive,a friend drags a girl .,a girl is dragged by a friend .,The girl was dragged by the friend .,passive_structural
855,prompt_no_prime,no_prime,a friend drags a girl .,a girl is dragged by a friend .,The girl dragged my friend .,other
855,prompt_filler,filler,a friend drags a girl .,a girl is dragged by a friend .,The girl dragged the friend .,other
856,prompt_active,active,the girl dragged the guest .,the guest was dragged by the girl .,The girl dragged the guest .,active_exact
856,prompt_passive,passive,the girl dragged the guest .,the guest was dragged by the girl .,The guest is dragged by the girl .,passive_structural
856,prompt_no_prime,no_prime,the girl dragged the guest .,the guest was dragged by the girl .,The girl dragged the guest .,active_exact
856,prompt_filler,filler,the girl dragged the guest .,the guest was dragged by the girl .,The radio crackled in the attic .,other
857,prompt_active,active,the guest drags the guy .,the guy is dragged by the guest .,The guest dragged the guy .,active_structural
857,prompt_passive,passive,the guest drags the guy .,the guy is dragged by the guest .,The guest dragged the guy .,active_structural
857,prompt_no_prime,no_prime,the guest drags the guy .,the guy is dragged by the guest .,The guest was dragging the guy .,active_structural
857,prompt_filler,filler,the guest drags the guy .,the guy is dragged by the guest .,The guest dragged the guy .,active_structural
858,prompt_active,active,a guy dragged a hero .,a hero was dragged by a guy .,The guy drags the hero .,active_structural
858,prompt_passive,passive,a guy dragged a hero .,a hero was dragged by a guy .,The hero is dragged by the guy .,passive_structural
858,prompt_no_prime,no_prime,a guy dragged a hero .,a hero was dragged by a guy .,The guy dragged the hero .,active_structural
858,prompt_filler,filler,a guy dragged a hero .,a hero was dragged by a guy .,The package arrived before noon .,other
859,prompt_active,active,a hero drags a husband .,a husband is dragged by a hero .,The hero dragged the husband .,active_structural
859,prompt_passive,passive,a hero drags a husband .,a husband is dragged by a hero .,The husband was dragged by the hero .,passive_structural
859,prompt_no_prime,no_prime,a hero drags a husband .,a husband is dragged by a hero .,The hero dragged the husband .,active_structural
859,prompt_filler,filler,a hero drags a husband .,a husband is dragged by a hero .,The hero dragged the husband .,active_structural
860,prompt_active,active,the husband dragged the kid .,the kid was dragged by the husband .,The kid dragged the husband .,other
860,prompt_passive,passive,the husband dragged the kid .,the kid was dragged by the husband .,The kid is dragged by the husband .,passive_structural
860,prompt_no_prime,no_prime,the husband dragged the kid .,the kid was dragged by the husband .,The kid dragged the husband .,other
860,prompt_filler,filler,the husband dragged the kid .,the kid was dragged by the husband .,The captain waited beside the harbor .,other
861,prompt_active,active,the kid drags the king .,the king is dragged by the kid .,The king was dragged by the kid .,passive_structural
861,prompt_passive,passive,the kid drags the king .,the king is dragged by the kid .,The king was dragged by the kid .,passive_structural
861,prompt_no_prime,no_prime,the kid drags the king .,the king is dragged by the kid .,The kid dragged the king .,active_structural
861,prompt_filler,filler,the kid drags the king .,the king is dragged by the kid .,The king was dragged by the kid .,passive_structural
862,prompt_active,active,a king dragged a lady .,a lady was dragged by a king .,The king dragged the lady .,active_structural
862,prompt_passive,passive,a king dragged a lady .,a lady was dragged by a king .,The lady is dragged by the king .,passive_structural
862,prompt_no_prime,no_prime,a king dragged a lady .,a lady was dragged by a king .,The king dragged me .,other
862,prompt_filler,filler,a king dragged a lady .,a lady was dragged by a king .,The king dragged the lady .,active_structural
863,prompt_active,active,a lady drags a lawyer .,a lawyer is dragged by a lady .,The lawyer dragged the lady .,other
863,prompt_passive,passive,a lady drags a lawyer .,a lawyer is dragged by a lady .,The lawyer was dragged by the lady .,passive_structural
863,prompt_no_prime,no_prime,a lady drags a lawyer .,a lawyer is dragged by a lady .,"The lawyer was trying to drag me across the floor, but I was able to get away .",other
863,prompt_filler,filler,a lady drags a lawyer .,a lawyer is dragged by a lady .,The lawyer dragged the lady .,other
864,prompt_active,active,the lawyer dragged the leader .,the leader was dragged by the lawyer .,The lawyer dragged the leader .,active_exact
864,prompt_passive,passive,the lawyer dragged the leader .,the leader was dragged by the lawyer .,The leader is dragged by the lawyer .,passive_structural
864,prompt_no_prime,no_prime,the lawyer dragged the leader .,the leader was dragged by the lawyer .,The lawyer dragged the leader .,active_exact
864,prompt_filler,filler,the lawyer dragged the leader .,the leader was dragged by the lawyer .,The lantern glowed near sunset .,other
865,prompt_active,active,the leader drags the man .,the man is dragged by the leader .,The leader dragged the man .,active_structural
865,prompt_passive,passive,the leader drags the man .,the man is dragged by the leader .,The leader dragged the man .,active_structural
865,prompt_no_prime,no_prime,the leader drags the man .,the man is dragged by the leader .,The leader dragged the man .,active_structural
865,prompt_filler,filler,the leader drags the man .,the man is dragged by the leader .,The leader dragged the man beside the river .,active_structural
866,prompt_active,active,a man dragged a manager .,a manager was dragged by a man .,The man dragged the manager .,active_structural
866,prompt_passive,passive,a man dragged a manager .,a manager was dragged by a man .,The manager is dragged by the man .,passive_structural
866,prompt_no_prime,no_prime,a man dragged a manager .,a manager was dragged by a man .,The man dragged me .,other
866,prompt_filler,filler,a man dragged a manager .,a manager was dragged by a man .,The notebook stayed on the shelf .,other
867,prompt_active,active,a manager drags a mayor .,a mayor is dragged by a manager .,The manager dragged the mayor .,active_structural
867,prompt_passive,passive,a manager drags a mayor .,a mayor is dragged by a manager .,The mayor was dragged by the manager .,passive_structural
867,prompt_no_prime,no_prime,a manager drags a mayor .,a mayor is dragged by a manager .,The manager dragged the mayor .,active_structural
867,prompt_filler,filler,a manager drags a mayor .,a mayor is dragged by a manager .,The mayor was dragged by the manager .,passive_structural
868,prompt_active,active,the mayor dragged the minister .,the minister was dragged by the mayor .,The mayor dragged the minister .,active_exact
868,prompt_passive,passive,the mayor dragged the minister .,the minister was dragged by the mayor .,The minister is dragged by the mayor .,passive_structural
868,prompt_no_prime,no_prime,the mayor dragged the minister .,the minister was dragged by the mayor .,The mayor dragged me into the bushes and did it to me .,other
868,prompt_filler,filler,the mayor dragged the minister .,the minister was dragged by the mayor .,The mayor dragged the minister .,active_exact
869,prompt_active,active,the minister drags the mother .,the mother is dragged by the minister .,The minister dragged the mother .,active_structural
869,prompt_passive,passive,the minister drags the mother .,the mother is dragged by the minister .,The minister dragged the mother .,active_structural
869,prompt_no_prime,no_prime,the minister drags the mother .,the mother is dragged by the minister .,The minister dragged me .,other
869,prompt_filler,filler,the minister drags the mother .,the mother is dragged by the minister .,The minister dragged the mother .,active_structural
870,prompt_active,active,a mother dragged a nurse .,a nurse was dragged by a mother .,The mother drags the nurse .,active_structural
870,prompt_passive,passive,a mother dragged a nurse .,a nurse was dragged by a mother .,The nurse is dragged by the mother .,passive_structural
870,prompt_no_prime,no_prime,a mother dragged a nurse .,a nurse was dragged by a mother .,The baby was crying and I was trying to get it to stop crying .,other
870,prompt_filler,filler,a mother dragged a nurse .,a nurse was dragged by a mother .,The engine cooled before dawn .,other
871,prompt_active,active,a nurse drags a parent .,a parent is dragged by a nurse .,The nurse dragged the parent .,active_structural
871,prompt_passive,passive,a nurse drags a parent .,a parent is dragged by a nurse .,The parent was dragged by the nurse .,passive_structural
871,prompt_no_prime,no_prime,a nurse drags a parent .,a parent is dragged by a nurse .,The nurse was dragging me around the room .,other
871,prompt_filler,filler,a nurse drags a parent .,a parent is dragged by a nurse .,The nurse dragged the parent .,active_structural
872,prompt_active,active,the parent dragged the partner .,the partner was dragged by the parent .,The parent dragged the partner .,active_exact
872,prompt_passive,passive,the parent dragged the partner .,the partner was dragged by the parent .,The partner is dragged by the parent .,passive_structural
872,prompt_no_prime,no_prime,the parent dragged the partner .,the partner was dragged by the parent .,The parent dragged me .,other
872,prompt_filler,filler,the parent dragged the partner .,the partner was dragged by the parent .,The blanket dried on the line .,other
873,prompt_active,active,the partner drags the physician .,the physician is dragged by the partner .,The partner dragged the physician .,active_structural
873,prompt_passive,passive,the partner drags the physician .,the physician is dragged by the partner .,The partner dragged the physician .,active_structural
873,prompt_no_prime,no_prime,the partner drags the physician .,the physician is dragged by the partner .,The partner dragged the physician .,active_structural
873,prompt_filler,filler,the partner drags the physician .,the physician is dragged by the partner .,The planet shimmered above the valley .,other
874,prompt_active,active,a physician dragged a pilot .,a pilot was dragged by a physician .,The physician drags the pilot .,active_structural
874,prompt_passive,passive,a physician dragged a pilot .,a pilot was dragged by a physician .,The pilot is dragged by the physician .,passive_structural
874,prompt_no_prime,no_prime,a physician dragged a pilot .,a pilot was dragged by a physician .,"The pilot was trying to land the plane, but the physician was trying to land the plane .",other
874,prompt_filler,filler,a physician dragged a pilot .,a pilot was dragged by a physician .,The pilot laughed during breakfast .,other
875,prompt_active,active,a pilot drags a president .,a president is dragged by a pilot .,The pilot dragged the president .,active_structural
875,prompt_passive,passive,a pilot drags a president .,a president is dragged by a pilot .,The president was dragged by the pilot .,passive_structural
875,prompt_no_prime,no_prime,a pilot drags a president .,a president is dragged by a pilot .,The pilot was flying the plane and the president was in the back seat .,other
875,prompt_filler,filler,a pilot drags a president .,a president is dragged by a pilot .,The signal flickered across the screen .,other
876,prompt_active,active,the president dragged the priest .,the priest was dragged by the president .,The president dragged the priest .,active_exact
876,prompt_passive,passive,the president dragged the priest .,the priest was dragged by the president .,The president is dragged by the priest .,other
876,prompt_no_prime,no_prime,the president dragged the priest .,the priest was dragged by the president .,The president dragged the priest .,active_exact
876,prompt_filler,filler,the president dragged the priest .,the priest was dragged by the president .,The president dragged the priest .,active_exact
877,prompt_active,active,the priest drags the prince .,the prince is dragged by the priest .,The priest dragged the prince .,active_structural
877,prompt_passive,passive,the priest drags the prince .,the prince is dragged by the priest .,The prince was dragged by the priest .,passive_structural
877,prompt_no_prime,no_prime,the priest drags the prince .,the prince is dragged by the priest .,The priest dragged the prince .,active_structural
877,prompt_filler,filler,the priest drags the prince .,the prince is dragged by the priest .,The prince was dragged by the priest .,passive_structural
878,prompt_active,active,a prince dragged a princess .,a princess was dragged by a prince .,The princess is dragged by the prince .,passive_structural
878,prompt_passive,passive,a prince dragged a princess .,a princess was dragged by a prince .,The princess is dragged by the prince .,passive_structural
878,prompt_no_prime,no_prime,a prince dragged a princess .,a princess was dragged by a prince .,The prince dragged me .,other
878,prompt_filler,filler,a prince dragged a princess .,a princess was dragged by a prince .,The garden brightened after rain .,other
879,prompt_active,active,a princess drags a professor .,a professor is dragged by a princess .,The princess dragged the professor .,active_structural
879,prompt_passive,passive,a princess drags a professor .,a professor is dragged by a princess .,The professor was dragged by the princess .,passive_structural
