item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_jabberwocky_1169_patient_complex,1169,patient_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol s the ful above the vil .,the ful above the vil is ed by the fol .,,vil,,above,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1169_both_complex,1169,both_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol with the gir s the ful from the lav .,the ful from the lav is ed by the fol with the gir .,gir,lav,with,from,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1170_agent_complex,1170,agent_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful above a sor ed a gir .,a gir was ed by a ful above a sor .,sor,,above,,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1170_patient_complex,1170,patient_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful ed a gir with a gri .,a gir with a gri was ed by a ful .,,gri,,with,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1170_both_complex,1170,both_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful from a mol ed a gir with a mul .,a gir with a mul was ed by a ful from a mol .,mol,mul,from,with,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1171_agent_complex,1171,agent_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir with a vir s a lav .,a lav is ed by a gir with a vir .,vir,,with,,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1171_patient_complex,1171,patient_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir s a lav from a fil .,a lav from a fil is ed by a gir .,,fil,,from,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1171_both_complex,1171,both_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir in a pel s a lav on a pil .,a lav on a pil is ed by a gir in a pel .,pel,pil,in,on,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1172_agent_complex,1172,agent_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav from the mur ed the lil .,the lil was ed by the lav from the mur .,mur,,from,,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1172_patient_complex,1172,patient_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav ed the lil in the mul .,the lil in the mul was ed by the lav .,,mul,,in,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1172_both_complex,1172,both_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav on the sor ed the lil in the sul .,the lil in the sul was ed by the lav on the sor .,sor,sul,on,in,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1173_agent_complex,1173,agent_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil in the fol s the mol .,the mol is ed by the lil in the fol .,fol,,in,,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1173_patient_complex,1173,patient_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil s the mol on the pil .,the mol on the pil is ed by the lil .,,pil,,on,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1173_both_complex,1173,both_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil below the vir s the mol near the vom .,the mol near the vom is ed by the lil below the vir .,vir,vom,below,near,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1174_agent_complex,1174,agent_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol on a nav ed a mul .,a mul was ed by a mol on a nav .,nav,,on,,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1174_patient_complex,1174,patient_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol ed a mul below a sul .,a mul below a sul was ed by a mol .,,sul,,below,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1174_both_complex,1174,both_complex,jabberwocky,indef_past,def_present,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,a mol near a mur ed a mul above a dir .,a mul above a dir was ed by a mol near a mur .,mur,dir,near,above,def,indef,is,was,s,ed,mol,mul
exp4_jabberwocky_1175_agent_complex,1175,agent_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul below a por s a nav .,a nav is ed by a mul below a por .,por,,below,,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1175_patient_complex,1175,patient_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul s a nav near a vom .,a nav near a vom is ed by a mul .,,vom,,near,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1175_both_complex,1175,both_complex,jabberwocky,indef_present,def_past,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,a mul above a fol s a nav near a ful .,a nav near a ful is ed by a mul above a fol .,fol,ful,above,near,def,indef,was,is,ed,s,mul,nav
exp4_jabberwocky_1176_agent_complex,1176,agent_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav near the tel ed the nin .,the nin was ed by the nav near the tel .,tel,,near,,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1176_patient_complex,1176,patient_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav ed the nin above the dir .,the nin above the dir was ed by the nav .,,dir,,above,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1176_both_complex,1176,both_complex,jabberwocky,def_past,indef_present,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,the nav with the nom ed the nin from the nud .,the nin from the nud was ed by the nav with the nom .,nom,nud,with,from,indef,def,is,was,s,ed,nav,nin
exp4_jabberwocky_1177_agent_complex,1177,agent_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin above the vul s the nom .,the nom is ed by the nin above the vul .,vul,,above,,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1177_patient_complex,1177,patient_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin s the nom with the ful .,the nom with the ful is ed by the nin .,,ful,,with,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1177_both_complex,1177,both_complex,jabberwocky,def_present,indef_past,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,the nin from the por s the nom with the rav .,the nom with the rav is ed by the nin from the por .,por,rav,from,with,indef,def,was,is,ed,s,nin,nom
exp4_jabberwocky_1178_agent_complex,1178,agent_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom with a dur ed a nud .,a nud was ed by a nom with a dur .,dur,,with,,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1178_patient_complex,1178,patient_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom ed a nud from a pav .,a nud from a pav was ed by a nom .,,pav,,from,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1178_both_complex,1178,both_complex,jabberwocky,indef_past,def_present,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,a nom in a tel ed a nud on a tir .,a nud on a tir was ed by a nom in a tel .,tel,tir,in,on,def,indef,is,was,s,ed,nom,nud
exp4_jabberwocky_1179_agent_complex,1179,agent_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud from a gir s a pav .,a pav is ed by a nud from a gir .,gir,,from,,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1179_patient_complex,1179,patient_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud s a pav in a rav .,a pav in a rav is ed by a nud .,,rav,,in,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1179_both_complex,1179,both_complex,jabberwocky,indef_present,def_past,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,a nud on a vul s a pav in a bri .,a pav in a bri is ed by a nud on a vul .,vul,bri,on,in,def,indef,was,is,ed,s,nud,pav
exp4_jabberwocky_1180_agent_complex,1180,agent_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav in the pil ed the pel .,the pel was ed by the pav in the pil .,pil,,in,,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_1180_patient_complex,1180,patient_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav ed the pel on the tir .,the pel on the tir was ed by the pav .,,tir,,on,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_1180_both_complex,1180,both_complex,jabberwocky,def_past,indef_present,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,the pav below the dur ed the pel near the fab .,the pel near the fab was ed by the pav below the dur .,dur,fab,below,near,indef,def,is,was,s,ed,pav,pel
exp4_jabberwocky_1181_agent_complex,1181,agent_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel on the rom s the pil .,the pil is ed by the pel on the rom .,rom,,on,,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_1181_patient_complex,1181,patient_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel s the pil below the bri .,the pil below the bri is ed by the pel .,,bri,,below,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_1181_both_complex,1181,both_complex,jabberwocky,def_present,indef_past,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,the pel near the gir s the pil below the lav .,the pil below the lav is ed by the pel near the gir .,gir,lav,near,below,indef,def,was,is,ed,s,pel,pil
exp4_jabberwocky_1182_agent_complex,1182,agent_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil below a tul ed a por .,a por was ed by a pil below a tul .,tul,,below,,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1182_patient_complex,1182,patient_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil ed a por near a fab .,a por near a fab was ed by a pil .,,fab,,near,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1182_both_complex,1182,both_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil above a nom ed a por near a nud .,a por near a nud was ed by a pil above a nom .,nom,nud,above,near,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1183_agent_complex,1183,agent_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por near a dil s a rav .,a rav is ed by a por near a dil .,dil,,near,,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1183_patient_complex,1183,patient_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por s a rav above a lav .,a rav above a lav is ed by a por .,,lav,,above,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1183_both_complex,1183,both_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por with a rom s a rav from a sav .,a rav from a sav is ed by a por with a rom .,rom,sav,with,from,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1184_agent_complex,1184,agent_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav above the fav ed the rom .,the rom was ed by the rav above the fav .,fav,,above,,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1184_patient_complex,1184,patient_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav ed the rom with the nud .,the rom with the nud was ed by the rav .,,nud,,with,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1184_both_complex,1184,both_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav from the tul ed the rom with the vel .,the rom with the vel was ed by the rav from the tul .,tul,vel,from,with,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1185_agent_complex,1185,agent_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom with the lil s the sav .,the sav is ed by the rom with the lil .,lil,,with,,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1185_patient_complex,1185,patient_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom s the sav from the som .,the sav from the som is ed by the rom .,,som,,from,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1185_both_complex,1185,both_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom in the dil s the sav on the dru .,the sav on the dru is ed by the rom in the dil .,dil,dru,in,on,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1186_agent_complex,1186,agent_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav from a pav ed a som .,a som was ed by a sav from a pav .,pav,,from,,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1186_patient_complex,1186,patient_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav ed a som in a vel .,a som in a vel was ed by a sav .,,vel,,in,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1186_both_complex,1186,both_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav on a fav ed a som in a fel .,a som in a fel was ed by a sav on a fav .,fav,fel,on,in,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1187_agent_complex,1187,agent_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som in a sul s a sor .,a sor is ed by a som in a sul .,sul,,in,,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1187_patient_complex,1187,patient_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som s a sor on a dru .,a sor on a dru is ed by a som .,,dru,,on,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1187_both_complex,1187,both_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som below a lil s a sor near a mol .,a sor near a mol is ed by a som below a lil .,lil,mol,below,near,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1188_agent_complex,1188,agent_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor on the vil ed the sul .,the sul was ed by the sor on the vil .,vil,,on,,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1188_patient_complex,1188,patient_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor ed the sul below the fel .,the sul below the fel was ed by the sor .,,fel,,below,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1188_both_complex,1188,both_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor near the pav ed the sul above the pel .,the sul above the pel was ed by the sor near the pav .,pav,pel,near,above,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1189_agent_complex,1189,agent_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul below the gri s the tel .,the tel is ed by the sul below the gri .,gri,,below,,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1189_patient_complex,1189,patient_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul s the tel near the mol .,the tel near the mol is ed by the sul .,,mol,,near,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1189_both_complex,1189,both_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul above the tir s the tel near the tul .,the tel near the tul is ed by the sul above the tir .,tir,tul,above,near,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1190_agent_complex,1190,agent_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel near a fil ed a tir .,a tir was ed by a tel near a fil .,fil,,near,,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1190_patient_complex,1190,patient_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel ed a tir above a pel .,a tir above a pel was ed by a tel .,,pel,,above,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1190_both_complex,1190,both_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel with a vil ed a tir from a vir .,a tir from a vir was ed by a tel with a vil .,vil,vir,with,from,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1191_agent_complex,1191,agent_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir above a mul s a tul .,a tul is ed by a tir above a mul .,mul,,above,,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1191_patient_complex,1191,patient_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir s a tul with a sor .,a tul with a sor is ed by a tir .,,sor,,with,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1191_both_complex,1191,both_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir from a gri s a tul with a mur .,a tul with a mur is ed by a tir from a gri .,gri,mur,from,with,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1192_agent_complex,1192,agent_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul with the pil ed the vel .,the vel was ed by the tul with the pil .,pil,,with,,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1192_patient_complex,1192,patient_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul ed the vel from the vir .,the vel from the vir was ed by the tul .,,vir,,from,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1192_both_complex,1192,both_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul in the fil ed the vel on the fol .,the vel on the fol was ed by the tul in the fil .,fil,fol,in,on,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1193_agent_complex,1193,agent_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel from the sul s the vil .,the vil is ed by the vel from the sul .,sul,,from,,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_1193_patient_complex,1193,patient_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel s the vil in the mur .,the vil in the mur is ed by the vel .,,mur,,in,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_1193_both_complex,1193,both_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel on the mul s the vil in the nav .,the vil in the nav is ed by the vel on the mul .,mul,nav,on,in,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_1194_agent_complex,1194,agent_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil in a vom ed a vir .,a vir was ed by a vil in a vom .,vom,,in,,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_1194_patient_complex,1194,patient_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil ed a vir on a fol .,a vir on a fol was ed by a vil .,,fol,,on,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_1194_both_complex,1194,both_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil below a pil ed a vir near a por .,a vir near a por was ed by a vil below a pil .,pil,por,below,near,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_1195_agent_complex,1195,agent_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir on a dir s a vom .,a vom is ed by a vir on a dir .,dir,,on,,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_1195_patient_complex,1195,patient_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir s a vom below a nav .,a vom below a nav is ed by a vir .,,nav,,below,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_1195_both_complex,1195,both_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir near a sul s a vom below a tel .,a vom below a tel is ed by a vir near a sul .,sul,tel,near,below,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_1196_agent_complex,1196,agent_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom below the ful ed the vul .,the vul was ed by the vom below the ful .,ful,,below,,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_1196_patient_complex,1196,patient_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom ed the vul near the por .,the vul near the por was ed by the vom .,,por,,near,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_1196_both_complex,1196,both_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom above the bri ed the vul near the dil .,the vul near the dil was ed by the vom above the bri .,bri,dil,above,near,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_1197_agent_complex,1197,agent_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul near the nin s the bri .,the bri is ed by the vul near the nin .,nin,,near,,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_1197_patient_complex,1197,patient_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul s the bri above the tel .,the bri above the tel is ed by the vul .,,tel,,above,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_1197_both_complex,1197,both_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul with the dir s the bri from the dur .,the bri from the dur is ed by the vul with the dir .,dir,dur,with,from,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_1198_agent_complex,1198,agent_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri above a rav ed a dil .,a dil was ed by a bri above a rav .,rav,,above,,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_1198_patient_complex,1198,patient_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri ed a dil with a dru .,a dil with a dru was ed by a bri .,,dru,,with,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_1198_both_complex,1198,both_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri from a ful ed a dil with a gir .,a dil with a gir was ed by a bri from a ful .,ful,gir,from,with,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_1199_agent_complex,1199,agent_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil with a tir s a dru .,a dru is ed by a dil with a tir .,tir,,with,,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_1199_patient_complex,1199,patient_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil s a dru from a dur .,a dru from a dur is ed by a dil .,,dur,,from,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_1199_both_complex,1199,both_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil in a nin s a dru on a nom .,a dru on a nom is ed by a dil in a nin .,nin,nom,in,on,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_1200_agent_complex,1200,agent_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru from the mur ed the gri .,the gri was ed by the dru from the mur .,mur,,from,,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_1200_patient_complex,1200,patient_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru ed the gri in the gir .,the gri in the gir was ed by the dru .,,gir,,in,indef,def,is,was,s,ed,dru,gri
