item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_core_0957_both_complex,957,both_complex,core,def_present,indef_past,a soldier helped a son .,a son was helped by a soldier .,the woman forgets the worker .,the worker is forgotten by the woman .,the woman near the partner forgets the worker below the captain .,the worker below the captain is forgotten by the woman near the partner .,partner,captain,near,below,indef,def,was,is,helped,forgets,woman,worker
exp4_core_0958_agent_complex,958,agent_complex,core,indef_past,def_present,the chief grabs the child .,the child is grabbed by the chief .,a worker forgot a writer .,a writer was forgotten by a worker .,a worker below a boy forgot a writer .,a writer was forgotten by a worker below a boy .,boy,,below,,def,indef,is,was,grabs,forgot,worker,writer
exp4_core_0958_patient_complex,958,patient_complex,core,indef_past,def_present,the chief grabs the child .,the child is grabbed by the chief .,a worker forgot a writer .,a writer was forgotten by a worker .,a worker forgot a writer near a secretary .,a writer near a secretary was forgotten by a worker .,,secretary,,near,def,indef,is,was,grabs,forgot,worker,writer
exp4_core_0958_both_complex,958,both_complex,core,indef_past,def_present,the chief grabs the child .,the child is grabbed by the chief .,a worker forgot a writer .,a writer was forgotten by a worker .,a worker above an uncle forgot a writer near a reader .,a writer near a reader was forgotten by a worker above an uncle .,uncle,reader,above,near,def,indef,is,was,grabs,forgot,worker,writer
exp4_core_0959_agent_complex,959,agent_complex,core,indef_present,def_past,the girl discovered the guest .,the guest was discovered by the girl .,a writer forgets an actor .,an actor is forgotten by a writer .,a writer near a chief forgets an actor .,an actor is forgotten by a writer near a chief .,chief,,near,,def,indef,was,is,discovered,forgets,writer,actor
exp4_core_0959_patient_complex,959,patient_complex,core,indef_present,def_past,the girl discovered the guest .,the guest was discovered by the girl .,a writer forgets an actor .,an actor is forgotten by a writer .,a writer forgets an actor above a captain .,an actor above a captain is forgotten by a writer .,,captain,,above,def,indef,was,is,discovered,forgets,writer,actor
exp4_core_0959_both_complex,959,both_complex,core,indef_present,def_past,the girl discovered the guest .,the guest was discovered by the girl .,a writer forgets an actor .,an actor is forgotten by a writer .,a writer with a prince forgets an actor from an employee .,an actor from an employee is forgotten by a writer with a prince .,prince,employee,with,from,def,indef,was,is,discovered,forgets,writer,actor
exp4_core_0960_agent_complex,960,agent_complex,core,def_past,indef_present,a manager chases a mayor .,a mayor is chased by a manager .,the actor grabbed the actress .,the actress was grabbed by the actor .,the actor above the lady grabbed the actress .,the actress was grabbed by the actor above the lady .,lady,,above,,indef,def,is,was,chases,grabbed,actor,actress
exp4_core_0960_patient_complex,960,patient_complex,core,def_past,indef_present,a manager chases a mayor .,a mayor is chased by a manager .,the actor grabbed the actress .,the actress was grabbed by the actor .,the actor grabbed the actress with the reader .,the actress with the reader was grabbed by the actor .,,reader,,with,indef,def,is,was,chases,grabbed,actor,actress
exp4_core_0960_both_complex,960,both_complex,core,def_past,indef_present,a manager chases a mayor .,a mayor is chased by a manager .,the actor grabbed the actress .,the actress was grabbed by the actor .,the actor from the sheriff grabbed the actress with the soldier .,the actress with the soldier was grabbed by the actor from the sheriff .,sheriff,soldier,from,with,indef,def,is,was,chases,grabbed,actor,actress
exp4_core_0961_agent_complex,961,agent_complex,core,def_present,indef_past,a physician forgot a pilot .,a pilot was forgotten by a physician .,the actress grabs the adult .,the adult is grabbed by the actress .,the actress with the lawyer grabs the adult .,the adult is grabbed by the actress with the lawyer .,lawyer,,with,,indef,def,was,is,forgot,grabs,actress,adult
exp4_core_0961_patient_complex,961,patient_complex,core,def_present,indef_past,a physician forgot a pilot .,a pilot was forgotten by a physician .,the actress grabs the adult .,the adult is grabbed by the actress .,the actress grabs the adult from the employee .,the adult from the employee is grabbed by the actress .,,employee,,from,indef,def,was,is,forgot,grabs,actress,adult
exp4_core_0961_both_complex,961,both_complex,core,def_present,indef_past,a physician forgot a pilot .,a pilot was forgotten by a physician .,the actress grabs the adult .,the adult is grabbed by the actress .,the actress in the bishop grabs the adult on the employer .,the adult on the employer is grabbed by the actress in the bishop .,bishop,employer,in,on,indef,def,was,is,forgot,grabs,actress,adult
exp4_core_0962_agent_complex,962,agent_complex,core,indef_past,def_present,the leader hurts the man .,the man is hurt by the leader .,an adult grabbed an attorney .,an attorney was grabbed by an adult .,an adult from a guest grabbed an attorney .,an attorney was grabbed by an adult from a guest .,guest,,from,,def,indef,is,was,hurts,grabbed,adult,attorney
exp4_core_0962_patient_complex,962,patient_complex,core,indef_past,def_present,the leader hurts the man .,the man is hurt by the leader .,an adult grabbed an attorney .,an attorney was grabbed by an adult .,an adult grabbed an attorney in a soldier .,an attorney in a soldier was grabbed by an adult .,,soldier,,in,def,indef,is,was,hurts,grabbed,adult,attorney
exp4_core_0962_both_complex,962,both_complex,core,indef_past,def_present,the leader hurts the man .,the man is hurt by the leader .,an adult grabbed an attorney .,an attorney was grabbed by an adult .,an adult on a president grabbed an attorney in a mother .,an attorney in a mother was grabbed by an adult on a president .,president,mother,on,in,def,indef,is,was,hurts,grabbed,adult,attorney
exp4_core_0963_agent_complex,963,agent_complex,core,indef_present,def_past,the president forgot the priest .,the priest was forgotten by the president .,an attorney grabs an aunt .,an aunt is grabbed by an attorney .,an attorney in a nurse grabs an aunt .,an aunt is grabbed by an attorney in a nurse .,nurse,,in,,def,indef,was,is,forgot,grabs,attorney,aunt
exp4_core_0963_patient_complex,963,patient_complex,core,indef_present,def_past,the president forgot the priest .,the priest was forgotten by the president .,an attorney grabs an aunt .,an aunt is grabbed by an attorney .,an attorney grabs an aunt on a bishop .,an aunt on a bishop is grabbed by an attorney .,,bishop,,on,def,indef,was,is,forgot,grabs,attorney,aunt
exp4_core_0963_both_complex,963,both_complex,core,indef_present,def_past,the president forgot the priest .,the priest was forgotten by the president .,an attorney grabs an aunt .,an aunt is grabbed by an attorney .,an attorney below a girl grabs an aunt near a friend .,an aunt near a friend is grabbed by an attorney below a girl .,girl,friend,below,near,def,indef,was,is,forgot,grabs,attorney,aunt
exp4_core_0964_agent_complex,964,agent_complex,core,def_past,indef_present,a friend drags a girl .,a girl is dragged by a friend .,the aunt grabbed the author .,the author was grabbed by the aunt .,the aunt on the singer grabbed the author .,the author was grabbed by the aunt on the singer .,singer,,on,,indef,def,is,was,drags,grabbed,aunt,author
exp4_core_0964_patient_complex,964,patient_complex,core,def_past,indef_present,a friend drags a girl .,a girl is dragged by a friend .,the aunt grabbed the author .,the author was grabbed by the aunt .,the aunt grabbed the author below the president .,the author below the president was grabbed by the aunt .,,president,,below,indef,def,is,was,drags,grabbed,aunt,author
exp4_core_0964_both_complex,964,both_complex,core,def_past,indef_present,a friend drags a girl .,a girl is dragged by a friend .,the aunt grabbed the author .,the author was grabbed by the aunt .,the aunt near the husband grabbed the author above the daughter .,the author above the daughter was grabbed by the aunt near the husband .,husband,daughter,near,above,indef,def,is,was,drags,grabbed,aunt,author
exp4_core_0965_agent_complex,965,agent_complex,core,def_present,indef_past,an uncle protected a wife .,a wife was protected by an uncle .,the author grabs the bishop .,the bishop is grabbed by the author .,the author below the employer grabs the bishop .,the bishop is grabbed by the author below the employer .,employer,,below,,indef,def,was,is,protected,grabs,author,bishop
exp4_core_0965_patient_complex,965,patient_complex,core,def_present,indef_past,an uncle protected a wife .,a wife was protected by an uncle .,the author grabs the bishop .,the bishop is grabbed by the author .,the author grabs the bishop near the friend .,the bishop near the friend is grabbed by the author .,,friend,,near,indef,def,was,is,protected,grabs,author,bishop
exp4_core_0965_both_complex,965,both_complex,core,def_present,indef_past,an uncle protected a wife .,a wife was protected by an uncle .,the author grabs the bishop .,the bishop is grabbed by the author .,the author above the professor grabs the bishop near the leader .,the bishop near the leader is grabbed by the author above the professor .,professor,leader,above,near,indef,def,was,is,protected,grabs,author,bishop
exp4_core_0966_agent_complex,966,agent_complex,core,indef_past,def_present,the buddy raises the candidate .,the candidate is raised by the buddy .,a bishop grabbed a boy .,a boy was grabbed by a bishop .,a bishop near a mother grabbed a boy .,a boy was grabbed by a bishop near a mother .,mother,,near,,def,indef,is,was,raises,grabbed,bishop,boy
exp4_core_0966_patient_complex,966,patient_complex,core,indef_past,def_present,the buddy raises the candidate .,the candidate is raised by the buddy .,a bishop grabbed a boy .,a boy was grabbed by a bishop .,a bishop grabbed a boy above a daughter .,a boy above a daughter was grabbed by a bishop .,,daughter,,above,def,indef,is,was,raises,grabbed,bishop,boy
exp4_core_0966_both_complex,966,both_complex,core,indef_past,def_present,the buddy raises the candidate .,the candidate is raised by the buddy .,a bishop grabbed a boy .,a boy was grabbed by a bishop .,a bishop with a writer grabbed a boy from a partner .,a boy from a partner was grabbed by a bishop with a writer .,writer,partner,with,from,def,indef,is,was,raises,grabbed,bishop,boy
exp4_core_0967_agent_complex,967,agent_complex,core,indef_present,def_past,the professor asked the reader .,the reader was asked by the professor .,a boy grabs a brother .,a brother is grabbed by a boy .,a boy above a son grabs a brother .,a brother is grabbed by a boy above a son .,son,,above,,def,indef,was,is,asked,grabs,boy,brother
exp4_core_0967_patient_complex,967,patient_complex,core,indef_present,def_past,the professor asked the reader .,the reader was asked by the professor .,a boy grabs a brother .,a brother is grabbed by a boy .,a boy grabs a brother with a leader .,a brother with a leader is grabbed by a boy .,,leader,,with,def,indef,was,is,asked,grabs,boy,brother
exp4_core_0967_both_complex,967,both_complex,core,indef_present,def_past,the professor asked the reader .,the reader was asked by the professor .,a boy grabs a brother .,a brother is grabbed by a boy .,a boy from an adult grabs a brother with a parent .,a brother with a parent is grabbed by a boy from an adult .,adult,parent,from,with,def,indef,was,is,asked,grabs,boy,brother
exp4_core_0968_agent_complex,968,agent_complex,core,def_past,indef_present,a writer describes an actor .,an actor is described by a writer .,the brother grabbed the buddy .,the buddy was grabbed by the brother .,the brother with the kid grabbed the buddy .,the buddy was grabbed by the brother with the kid .,kid,,with,,indef,def,is,was,describes,grabbed,brother,buddy
exp4_core_0968_patient_complex,968,patient_complex,core,def_past,indef_present,a writer describes an actor .,an actor is described by a writer .,the brother grabbed the buddy .,the buddy was grabbed by the brother .,the brother grabbed the buddy from the partner .,the buddy from the partner was grabbed by the brother .,,partner,,from,indef,def,is,was,describes,grabbed,brother,buddy
exp4_core_0968_both_complex,968,both_complex,core,def_past,indef_present,a writer describes an actor .,an actor is described by a writer .,the brother grabbed the buddy .,the buddy was grabbed by the brother .,the brother in the winner grabbed the buddy on the prince .,the buddy on the prince was grabbed by the brother in the winner .,winner,prince,in,on,indef,def,is,was,describes,grabbed,brother,buddy
exp4_core_0969_agent_complex,969,agent_complex,core,def_present,indef_past,a mother dragged a nurse .,a nurse was dragged by a mother .,the buddy grabs the candidate .,the candidate is grabbed by the buddy .,the buddy from the leader grabs the candidate .,the candidate is grabbed by the buddy from the leader .,leader,,from,,indef,def,was,is,dragged,grabs,buddy,candidate
exp4_core_0969_patient_complex,969,patient_complex,core,def_present,indef_past,a mother dragged a nurse .,a nurse was dragged by a mother .,the buddy grabs the candidate .,the candidate is grabbed by the buddy .,the buddy grabs the candidate in the parent .,the candidate in the parent is grabbed by the buddy .,,parent,,in,indef,def,was,is,dragged,grabs,buddy,candidate
exp4_core_0969_both_complex,969,both_complex,core,def_present,indef_past,a mother dragged a nurse .,a nurse was dragged by a mother .,the buddy grabs the candidate .,the candidate is grabbed by the buddy .,the buddy on the aunt grabs the candidate in the cop .,the candidate in the cop is grabbed by the buddy on the aunt .,aunt,cop,on,in,indef,def,was,is,dragged,grabs,buddy,candidate
exp4_core_0970_agent_complex,970,agent_complex,core,indef_past,def_present,the priest describes the prince .,the prince is described by the priest .,a candidate grabbed a captain .,a captain was grabbed by a candidate .,a candidate in a partner grabbed a captain .,a captain was grabbed by a candidate in a partner .,partner,,in,,def,indef,is,was,describes,grabbed,candidate,captain
exp4_core_0970_patient_complex,970,patient_complex,core,indef_past,def_present,the priest describes the prince .,the prince is described by the priest .,a candidate grabbed a captain .,a captain was grabbed by a candidate .,a candidate grabbed a captain on an actor .,a captain on an actor was grabbed by a candidate .,,actor,,on,def,indef,is,was,describes,grabbed,candidate,captain
exp4_core_0970_both_complex,970,both_complex,core,indef_past,def_present,the priest describes the prince .,the prince is described by the priest .,a candidate grabbed a captain .,a captain was grabbed by a candidate .,a candidate below a champion grabbed a captain near an actress .,a captain near an actress was grabbed by a candidate below a champion .,champion,actress,below,near,def,indef,is,was,describes,grabbed,candidate,captain
exp4_core_0971_agent_complex,971,agent_complex,core,indef_present,def_past,the husband described the kid .,the kid was described by the husband .,a captain grabs a champion .,a champion is grabbed by a captain .,a captain on an uncle grabs a champion .,a champion is grabbed by a captain on an uncle .,uncle,,on,,def,indef,was,is,described,grabs,captain,champion
exp4_core_0971_patient_complex,971,patient_complex,core,indef_present,def_past,the husband described the kid .,the kid was described by the husband .,a captain grabs a champion .,a champion is grabbed by a captain .,a captain grabs a champion below a cop .,a champion below a cop is grabbed by a captain .,,cop,,below,def,indef,was,is,described,grabs,captain,champion
exp4_core_0971_both_complex,971,both_complex,core,indef_present,def_past,the husband described the kid .,the kid was described by the husband .,a captain grabs a champion .,a champion is grabbed by a captain .,a captain near a physician grabs a champion below an opponent .,a champion below an opponent is grabbed by a captain near a physician .,physician,opponent,near,below,def,indef,was,is,described,grabs,captain,champion
exp4_core_0972_agent_complex,972,agent_complex,core,def_past,indef_present,a pilot joins a president .,a president is joined by a pilot .,the champion grabbed the chief .,the chief was grabbed by the champion .,the champion below the prince grabbed the chief .,the chief was grabbed by the champion below the prince .,prince,,below,,indef,def,is,was,joins,grabbed,champion,chief
exp4_core_0972_patient_complex,972,patient_complex,core,def_past,indef_present,a pilot joins a president .,a president is joined by a pilot .,the champion grabbed the chief .,the chief was grabbed by the champion .,the champion grabbed the chief near the priest .,the chief near the priest was grabbed by the champion .,,priest,,near,indef,def,is,was,joins,grabbed,champion,chief
exp4_core_0972_both_complex,972,both_complex,core,def_past,indef_present,a pilot joins a president .,a president is joined by a pilot .,the champion grabbed the chief .,the chief was grabbed by the champion .,the champion above the guy grabbed the chief near the child .,the chief near the child was grabbed by the champion above the guy .,guy,child,above,near,indef,def,is,was,joins,grabbed,champion,chief
exp4_core_0973_agent_complex,973,agent_complex,core,def_present,indef_past,an uncle understood a wife .,a wife was understood by an uncle .,the chief grabs the child .,the child is grabbed by the chief .,the chief near the sheriff grabs the child .,the child is grabbed by the chief near the sheriff .,sheriff,,near,,indef,def,was,is,understood,grabs,chief,child
exp4_core_0973_patient_complex,973,patient_complex,core,def_present,indef_past,an uncle understood a wife .,a wife was understood by an uncle .,the chief grabs the child .,the child is grabbed by the chief .,the chief grabs the child above the opponent .,the child above the opponent is grabbed by the chief .,,opponent,,above,indef,def,was,is,understood,grabs,chief,child
exp4_core_0973_both_complex,973,both_complex,core,def_present,indef_past,an uncle understood a wife .,a wife was understood by an uncle .,the chief grabs the child .,the child is grabbed by the chief .,the chief with the student grabs the child from the king .,the child from the king is grabbed by the chief with the student .,student,king,with,from,indef,def,was,is,understood,grabs,chief,child
exp4_core_0974_agent_complex,974,agent_complex,core,indef_past,def_present,the singer drags the soldier .,the soldier is dragged by the singer .,a child grabbed a colonel .,a colonel was grabbed by a child .,a child above an actress grabbed a colonel .,a colonel was grabbed by a child above an actress .,actress,,above,,def,indef,is,was,drags,grabbed,child,colonel
exp4_core_0974_patient_complex,974,patient_complex,core,indef_past,def_present,the singer drags the soldier .,the soldier is dragged by the singer .,a child grabbed a colonel .,a colonel was grabbed by a child .,a child grabbed a colonel with a girl .,a colonel with a girl was grabbed by a child .,,girl,,with,def,indef,is,was,drags,grabbed,child,colonel
exp4_core_0974_both_complex,974,both_complex,core,indef_past,def_present,the singer drags the soldier .,the soldier is dragged by the singer .,a child grabbed a colonel .,a colonel was grabbed by a child .,a child from a teacher grabbed a colonel with a doctor .,a colonel with a doctor was grabbed by a child from a teacher .,teacher,doctor,from,with,def,indef,is,was,drags,grabbed,child,colonel
exp4_core_0975_agent_complex,975,agent_complex,core,indef_present,def_past,the actor judged the actress .,the actress was judged by the actor .,a colonel grabs a cop .,a cop is grabbed by a colonel .,a colonel with a man grabs a cop .,a cop is grabbed by a colonel with a man .,man,,with,,def,indef,was,is,judged,grabs,colonel,cop
exp4_core_0975_patient_complex,975,patient_complex,core,indef_present,def_past,the actor judged the actress .,the actress was judged by the actor .,a colonel grabs a cop .,a cop is grabbed by a colonel .,a colonel grabs a cop from a king .,a cop from a king is grabbed by a colonel .,,king,,from,def,indef,was,is,judged,grabs,colonel,cop
exp4_core_0975_both_complex,975,both_complex,core,indef_present,def_past,the actor judged the actress .,the actress was judged by the actor .,a colonel grabs a cop .,a cop is grabbed by a colonel .,a colonel in an attorney grabs a cop on a manager .,a cop on a manager is grabbed by a colonel in an attorney .,attorney,manager,in,on,def,indef,was,is,judged,grabs,colonel,cop
exp4_core_0976_agent_complex,976,agent_complex,core,def_past,indef_present,a nurse understands a parent .,a parent is understood by a nurse .,the cop grabbed the cousin .,the cousin was grabbed by the cop .,the cop from the girl grabbed the cousin .,the cousin was grabbed by the cop from the girl .,girl,,from,,indef,def,is,was,understands,grabbed,cop,cousin
exp4_core_0976_patient_complex,976,patient_complex,core,def_past,indef_present,a nurse understands a parent .,a parent is understood by a nurse .,the cop grabbed the cousin .,the cousin was grabbed by the cop .,the cop grabbed the cousin in the doctor .,the cousin in the doctor was grabbed by the cop .,,doctor,,in,indef,def,is,was,understands,grabbed,cop,cousin
exp4_core_0976_both_complex,976,both_complex,core,def_past,indef_present,a nurse understands a parent .,a parent is understood by a nurse .,the cop grabbed the cousin .,the cousin was grabbed by the cop .,the cop on the minister grabbed the cousin in the mayor .,the cousin in the mayor was grabbed by the cop on the minister .,minister,mayor,on,in,indef,def,is,was,understands,grabbed,cop,cousin
exp4_core_0977_agent_complex,977,agent_complex,core,def_present,indef_past,a king struck a lady .,a lady was struck by a king .,the cousin grabs the daughter .,the daughter is grabbed by the cousin .,the cousin in the husband grabs the daughter .,the daughter is grabbed by the cousin in the husband .,husband,,in,,indef,def,was,is,struck,grabs,cousin,daughter
exp4_core_0977_patient_complex,977,patient_complex,core,def_present,indef_past,a king struck a lady .,a lady was struck by a king .,the cousin grabs the daughter .,the daughter is grabbed by the cousin .,the cousin grabs the daughter on the manager .,the daughter on the manager is grabbed by the cousin .,,manager,,on,indef,def,was,is,struck,grabs,cousin,daughter
exp4_core_0977_both_complex,977,both_complex,core,def_present,indef_past,a king struck a lady .,a lady was struck by a king .,the cousin grabs the daughter .,the daughter is grabbed by the cousin .,the cousin below the buddy grabs the daughter near the hero .,the daughter near the hero is grabbed by the cousin below the buddy .,buddy,hero,below,near,indef,def,was,is,struck,grabs,cousin,daughter
exp4_core_0978_agent_complex,978,agent_complex,core,indef_past,def_present,the leader hurries the man .,the man is hurried by the leader .,a daughter grabbed a doctor .,a doctor was grabbed by a daughter .,a daughter on an author grabbed a doctor .,a doctor was grabbed by a daughter on an author .,author,,on,,def,indef,is,was,hurries,grabbed,daughter,doctor
exp4_core_0978_patient_complex,978,patient_complex,core,indef_past,def_present,the leader hurries the man .,the man is hurried by the leader .,a daughter grabbed a doctor .,a doctor was grabbed by a daughter .,a daughter grabbed a doctor below a mayor .,a doctor below a mayor was grabbed by a daughter .,,mayor,,below,def,indef,is,was,hurries,grabbed,daughter,doctor
exp4_core_0978_both_complex,978,both_complex,core,indef_past,def_present,the leader hurries the man .,the man is hurried by the leader .,a daughter grabbed a doctor .,a doctor was grabbed by a daughter .,a daughter near a pilot grabbed a doctor above a worker .,a doctor above a worker was grabbed by a daughter near a pilot .,pilot,worker,near,above,def,indef,is,was,hurries,grabbed,daughter,doctor
exp4_core_0979_agent_complex,979,agent_complex,core,indef_present,def_past,the cop surprised the cousin .,the cousin was surprised by the cop .,a doctor grabs an employee .,an employee is grabbed by a doctor .,a doctor below a candidate grabs an employee .,an employee is grabbed by a doctor below a candidate .,candidate,,below,,def,indef,was,is,surprised,grabs,doctor,employee
exp4_core_0979_patient_complex,979,patient_complex,core,indef_present,def_past,the cop surprised the cousin .,the cousin was surprised by the cop .,a doctor grabs an employee .,an employee is grabbed by a doctor .,a doctor grabs an employee near a hero .,an employee near a hero is grabbed by a doctor .,,hero,,near,def,indef,was,is,surprised,grabs,doctor,employee
exp4_core_0979_both_complex,979,both_complex,core,indef_present,def_past,the cop surprised the cousin .,the cousin was surprised by the cop .,a doctor grabs an employee .,an employee is grabbed by a doctor .,a doctor above a scientist grabs an employee near a champion .,an employee near a champion is grabbed by a doctor above a scientist .,scientist,champion,above,near,def,indef,was,is,surprised,grabs,doctor,employee
exp4_core_0980_agent_complex,980,agent_complex,core,def_past,indef_present,a captain bothers a champion .,a champion is bothered by a captain .,the employee grabbed the employer .,the employer was grabbed by the employee .,the employee near the adult grabbed the employer .,the employer was grabbed by the employee near the adult .,adult,,near,,indef,def,is,was,bothers,grabbed,employee,employer
exp4_core_0980_patient_complex,980,patient_complex,core,def_past,indef_present,a captain bothers a champion .,a champion is bothered by a captain .,the employee grabbed the employer .,the employer was grabbed by the employee .,the employee grabbed the employer above the worker .,the employer above the worker was grabbed by the employee .,,worker,,above,indef,def,is,was,bothers,grabbed,employee,employer
exp4_core_0980_both_complex,980,both_complex,core,def_past,indef_present,a captain bothers a champion .,a champion is bothered by a captain .,the employee grabbed the employer .,the employer was grabbed by the employee .,the employee with the colonel grabbed the employer from the princess .,the employer from the princess was grabbed by the employee with the colonel .,colonel,princess,with,from,indef,def,is,was,bothers,grabbed,employee,employer
exp4_core_0981_agent_complex,981,agent_complex,core,def_present,indef_past,a child followed a colonel .,a colonel was followed by a child .,the employer grabs the father .,the father is grabbed by the employer .,the employer above the winner grabs the father .,the father is grabbed by the employer above the winner .,winner,,above,,indef,def,was,is,followed,grabs,employer,father
exp4_core_0981_patient_complex,981,patient_complex,core,def_present,indef_past,a child followed a colonel .,a colonel was followed by a child .,the employer grabs the father .,the father is grabbed by the employer .,the employer grabs the father with the scientist .,the father with the scientist is grabbed by the employer .,,scientist,,with,indef,def,was,is,followed,grabs,employer,father
exp4_core_0981_both_complex,981,both_complex,core,def_present,indef_past,a child followed a colonel .,a colonel was followed by a child .,the employer grabs the father .,the father is grabbed by the employer .,the employer from the woman grabs the father with the guy .,the father with the guy is grabbed by the employer from the woman .,woman,guy,from,with,indef,def,was,is,followed,grabs,employer,father
exp4_core_0982_agent_complex,982,agent_complex,core,indef_past,def_present,the chief punches the child .,the child is punched by the chief .,a father grabbed a friend .,a friend was grabbed by a father .,a father with an aunt grabbed a friend .,a friend was grabbed by a father with an aunt .,aunt,,with,,def,indef,is,was,punches,grabbed,father,friend
exp4_core_0982_patient_complex,982,patient_complex,core,indef_past,def_present,the chief punches the child .,the child is punched by the chief .,a father grabbed a friend .,a friend was grabbed by a father .,a father grabbed a friend from a princess .,a friend from a princess was grabbed by a father .,,princess,,from,def,indef,is,was,punches,grabbed,father,friend
exp4_core_0982_both_complex,982,both_complex,core,indef_past,def_present,the chief punches the child .,the child is punched by the chief .,a father grabbed a friend .,a friend was grabbed by a father .,a father in a wife grabbed a friend on a boy .,a friend on a boy was grabbed by a father in a wife .,wife,boy,in,on,def,indef,is,was,punches,grabbed,father,friend
exp4_core_0983_agent_complex,983,agent_complex,core,indef_present,def_past,the employee understood the employer .,the employer was understood by the employee .,a friend grabs a girl .,a girl is grabbed by a friend .,a friend from a champion grabs a girl .,a girl is grabbed by a friend from a champion .,champion,,from,,def,indef,was,is,understood,grabs,friend,girl
exp4_core_0983_patient_complex,983,patient_complex,core,indef_present,def_past,the employee understood the employer .,the employer was understood by the employee .,a friend grabs a girl .,a girl is grabbed by a friend .,a friend grabs a girl in a father .,a girl in a father is grabbed by a friend .,,father,,in,def,indef,was,is,understood,grabs,friend,girl
exp4_core_0983_both_complex,983,both_complex,core,indef_present,def_past,the employee understood the employer .,the employer was understood by the employee .,a friend grabs a girl .,a girl is grabbed by a friend .,a friend on a kid grabs a girl in a chief .,a girl in a chief is grabbed by a friend on a kid .,kid,chief,on,in,def,indef,was,is,understood,grabs,friend,girl
exp4_core_0984_agent_complex,984,agent_complex,core,def_past,indef_present,an attorney hurries an aunt .,an aunt is hurried by an attorney .,the girl grabbed the guest .,the guest was grabbed by the girl .,the girl in the physician grabbed the guest .,the guest was grabbed by the girl in the physician .,physician,,in,,indef,def,is,was,hurries,grabbed,girl,guest
exp4_core_0984_patient_complex,984,patient_complex,core,def_past,indef_present,an attorney hurries an aunt .,an aunt is hurried by an attorney .,the girl grabbed the guest .,the guest was grabbed by the girl .,the girl grabbed the guest on the boy .,the guest on the boy was grabbed by the girl .,,boy,,on,indef,def,is,was,hurries,grabbed,girl,guest
exp4_core_0984_both_complex,984,both_complex,core,def_past,indef_present,an attorney hurries an aunt .,an aunt is hurried by an attorney .,the girl grabbed the guest .,the guest was grabbed by the girl .,the girl below the secretary grabbed the guest near the lady .,the guest near the lady was grabbed by the girl below the secretary .,secretary,lady,below,near,indef,def,is,was,hurries,grabbed,girl,guest
exp4_core_0985_agent_complex,985,agent_complex,core,def_present,indef_past,a child protected a colonel .,a colonel was protected by a child .,the guest grabs the guy .,the guy is grabbed by the guest .,the guest on the girl grabs the guy .,the guy is grabbed by the guest on the girl .,girl,,on,,indef,def,was,is,protected,grabs,guest,guy
exp4_core_0985_patient_complex,985,patient_complex,core,def_present,indef_past,a child protected a colonel .,a colonel was protected by a child .,the guest grabs the guy .,the guy is grabbed by the guest .,the guest grabs the guy below the chief .,the guy below the chief is grabbed by the guest .,,chief,,below,indef,def,was,is,protected,grabs,guest,guy
exp4_core_0985_both_complex,985,both_complex,core,def_present,indef_past,a child protected a colonel .,a colonel was protected by a child .,the guest grabs the guy .,the guy is grabbed by the guest .,the guest near the captain grabs the guy below the lawyer .,the guy below the lawyer is grabbed by the guest near the captain .,captain,lawyer,near,below,indef,def,was,is,protected,grabs,guest,guy
exp4_core_0986_agent_complex,986,agent_complex,core,indef_past,def_present,the kid protects the king .,the king is protected by the kid .,a guy grabbed a hero .,a hero was grabbed by a guy .,a guy below a student grabbed a hero .,a hero was grabbed by a guy below a student .,student,,below,,def,indef,is,was,protects,grabbed,guy,hero
exp4_core_0986_patient_complex,986,patient_complex,core,indef_past,def_present,the kid protects the king .,the king is protected by the kid .,a guy grabbed a hero .,a hero was grabbed by a guy .,a guy grabbed a hero near a lady .,a hero near a lady was grabbed by a guy .,,lady,,near,def,indef,is,was,protects,grabbed,guy,hero
exp4_core_0986_both_complex,986,both_complex,core,indef_past,def_present,the kid protects the king .,the king is protected by the kid .,a guy grabbed a hero .,a hero was grabbed by a guy .,a guy above a reader grabbed a hero near a guest .,a hero near a guest was grabbed by a guy above a reader .,reader,guest,above,near,def,indef,is,was,protects,grabbed,guy,hero
exp4_core_0987_agent_complex,987,agent_complex,core,indef_present,def_past,the brother raised the buddy .,the buddy was raised by the brother .,a hero grabs a husband .,a husband is grabbed by a hero .,a hero near a teacher grabs a husband .,a husband is grabbed by a hero near a teacher .,teacher,,near,,def,indef,was,is,raised,grabs,hero,husband
exp4_core_0987_patient_complex,987,patient_complex,core,indef_present,def_past,the brother raised the buddy .,the buddy was raised by the brother .,a hero grabs a husband .,a husband is grabbed by a hero .,a hero grabs a husband above a lawyer .,a husband above a lawyer is grabbed by a hero .,,lawyer,,above,def,indef,was,is,raised,grabs,hero,husband
exp4_core_0987_both_complex,987,both_complex,core,indef_present,def_past,the brother raised the buddy .,the buddy was raised by the brother .,a hero grabs a husband .,a husband is grabbed by a hero .,a hero with an employee grabs a husband from a nurse .,a husband from a nurse is grabbed by a hero with an employee .,employee,nurse,with,from,def,indef,was,is,raised,grabs,hero,husband
