item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,generation_class
1171,prompt_no_prime,no_prime,a doctor washes an employee .,an employee is washed by a doctor .,The doctor washed the employee .,active_structural
1171,prompt_filler,filler,a doctor washes an employee .,an employee is washed by a doctor .,The doctor washed the employee .,active_structural
1172,prompt_active,active,the employee washed the employer .,the employer was washed by the employee .,The employee washed the employer .,active_exact
1172,prompt_passive,passive,the employee washed the employer .,the employer was washed by the employee .,The employer is washed by the employee .,passive_structural
1172,prompt_no_prime,no_prime,the employee washed the employer .,the employer was washed by the employee .,The employer washed the employee .,other
1172,prompt_filler,filler,the employee washed the employer .,the employer was washed by the employee .,The employee washed the employer's clothes .,other
1173,prompt_active,active,the employer washes the father .,the father is washed by the employer .,The employer washed the father .,active_structural
1173,prompt_passive,passive,the employer washes the father .,the father is washed by the employer .,The father was washed by the employer .,passive_structural
1173,prompt_no_prime,no_prime,the employer washes the father .,the father is washed by the employer .,The father washed the employer's clothes .,other
1173,prompt_filler,filler,the employer washes the father .,the father is washed by the employer .,The gri ed during mur .,other
1174,prompt_active,active,a father washed a friend .,a friend was washed by a father .,The father s the friend .,other
1174,prompt_passive,passive,a father washed a friend .,a friend was washed by a father .,The friend is ed by the father .,other
1174,prompt_no_prime,no_prime,a father washed a friend .,a friend was washed by a father .,The father washed the friend .,active_structural
1174,prompt_filler,filler,a father washed a friend .,a friend was washed by a father .,The dir ed in the dur .,other
1175,prompt_active,active,a friend washes a girl .,a girl is washed by a friend .,The girl was washed by a friend .,passive_structural
1175,prompt_passive,passive,a friend washes a girl .,a girl is washed by a friend .,The girl was washed by the friend .,passive_structural
1175,prompt_no_prime,no_prime,a friend washes a girl .,a girl is washed by a friend .,The washing event was a washing event involving a friend and a girl .,other
1175,prompt_filler,filler,a friend washes a girl .,a girl is washed by a friend .,The fab ed on the fav .,other
1176,prompt_active,active,the girl washed the guest .,the guest was washed by the girl .,The girl washed the guest .,active_exact
1176,prompt_passive,passive,the girl washed the guest .,the guest was washed by the girl .,The girl washed the guest .,active_exact
1176,prompt_no_prime,no_prime,the girl washed the guest .,the guest was washed by the girl .,The girl washed the guest .,active_exact
1176,prompt_filler,filler,the girl washed the guest .,the guest was washed by the girl .,The guest was washed .,other
1177,prompt_active,active,the guest washes the guy .,the guy is washed by the guest .,The guest washed the guy .,active_structural
1177,prompt_passive,passive,the guest washes the guy .,the guy is washed by the guest .,The guy was washed by the guest .,passive_structural
1177,prompt_no_prime,no_prime,the guest washes the guy .,the guy is washed by the guest .,The guest washed the guy .,active_structural
1177,prompt_filler,filler,the guest washes the guy .,the guy is washed by the guest .,The guy was washed by the guest .,passive_structural
1178,prompt_active,active,a guy washed a hero .,a hero was washed by a guy .,The guy s the hero .,other
1178,prompt_passive,passive,a guy washed a hero .,a hero was washed by a guy .,The hero is ed by the guy .,other
1178,prompt_no_prime,no_prime,a guy washed a hero .,a hero was washed by a guy .,The guy did it .,other
1178,prompt_filler,filler,a guy washed a hero .,a hero was washed by a guy .,The guy did it to the hero .,other
1179,prompt_active,active,a hero washes a husband .,a husband is washed by a hero .,The hero washed the husband .,active_structural
1179,prompt_passive,passive,a hero washes a husband .,a husband is washed by a hero .,The husband was washed by the hero .,passive_structural
1179,prompt_no_prime,no_prime,a hero washes a husband .,a husband is washed by a hero .,The hero washed the husband .,active_structural
1179,prompt_filler,filler,a hero washes a husband .,a husband is washed by a hero .,The hero washed the husband .,active_structural
1180,prompt_active,active,the husband washed the kid .,the kid was washed by the husband .,The kid was washed by the husband .,passive_exact
1180,prompt_passive,passive,the husband washed the kid .,the kid was washed by the husband .,The kid is ed by the husband .,other
1180,prompt_no_prime,no_prime,the husband washed the kid .,the kid was washed by the husband .,The kid washed the husband .,other
1180,prompt_filler,filler,the husband washed the kid .,the kid was washed by the husband .,The kid washed the fav after the husband fel .,other
1181,prompt_active,active,the kid washes the king .,the king is washed by the kid .,The kid washed the king .,active_structural
1181,prompt_passive,passive,the kid washes the king .,the king is washed by the kid .,The king was ed by the kid .,other
1181,prompt_no_prime,no_prime,the kid washes the king .,the king is washed by the kid .,The king washed the kid .,other
1181,prompt_filler,filler,the kid washes the king .,the king is washed by the kid .,The king was washed by the kid .,passive_structural
1182,prompt_active,active,a king washed a lady .,a lady was washed by a king .,The king washed the lady .,active_structural
1182,prompt_passive,passive,a king washed a lady .,a lady was washed by a king .,The lady is ed by the king .,other
1182,prompt_no_prime,no_prime,a king washed a lady .,a lady was washed by a king .,The king washed me .,other
1182,prompt_filler,filler,a king washed a lady .,a lady was washed by a king .,The king washed the lady .,active_structural
1183,prompt_active,active,a lady washes a lawyer .,a lawyer is washed by a lady .,The lady washed the lawyer .,active_structural
1183,prompt_passive,passive,a lady washes a lawyer .,a lawyer is washed by a lady .,The lawyer was washed by the lady .,passive_structural
1183,prompt_no_prime,no_prime,a lady washes a lawyer .,a lawyer is washed by a lady .,The lawyer was washing his hands and the lady was washing her hair .,other
1183,prompt_filler,filler,a lady washes a lawyer .,a lawyer is washed by a lady .,The lav ed after lil .,other
1184,prompt_active,active,the lawyer washed the leader .,the leader was washed by the lawyer .,The lawyer washed the leader .,active_exact
1184,prompt_passive,passive,the lawyer washed the leader .,the leader was washed by the lawyer .,The lawyer washed the leader .,active_exact
1184,prompt_no_prime,no_prime,the lawyer washed the leader .,the leader was washed by the lawyer .,The lawyer washed the leader .,active_exact
1184,prompt_filler,filler,the lawyer washed the leader .,the leader was washed by the lawyer .,The lawyer washed the leader .,active_exact
1185,prompt_active,active,the leader washes the man .,the man is washed by the leader .,The leader washed the man .,active_structural
1185,prompt_passive,passive,the leader washes the man .,the man is washed by the leader .,The leader ed the man .,other
1185,prompt_no_prime,no_prime,the leader washes the man .,the man is washed by the leader .,The leader washed the man .,active_structural
1185,prompt_filler,filler,the leader washes the man .,the man is washed by the leader .,The nav ed above the nin .,other
1186,prompt_active,active,a man washed a manager .,a manager was washed by a man .,The man s the manager .,other
1186,prompt_passive,passive,a man washed a manager .,a manager was washed by a man .,The manager is ed by the man .,other
1186,prompt_no_prime,no_prime,a man washed a manager .,a manager was washed by a man .,The man washed the manager .,active_structural
1186,prompt_filler,filler,a man washed a manager .,a manager was washed by a man .,The nom ed during nud .,other
1187,prompt_active,active,a manager washes a mayor .,a mayor is washed by a manager .,The manager washed the mayor .,active_structural
1187,prompt_passive,passive,a manager washes a mayor .,a mayor is washed by a manager .,The mayor was washed by the manager .,passive_structural
1187,prompt_no_prime,no_prime,a manager washes a mayor .,a mayor is washed by a manager .,The manager washed the mayor .,active_structural
1187,prompt_filler,filler,a manager washes a mayor .,a mayor is washed by a manager .,The manager washed the mayor .,active_structural
1188,prompt_active,active,the mayor washed the minister .,the minister was washed by the mayor .,The mayor washed the minister .,active_exact
1188,prompt_passive,passive,the mayor washed the minister .,the minister was washed by the mayor .,The minister was ed by the mayor .,other
1188,prompt_no_prime,no_prime,the mayor washed the minister .,the minister was washed by the mayor .,The mayor washed the minister .,active_exact
1188,prompt_filler,filler,the mayor washed the minister .,the minister was washed by the mayor .,The mayor washed the minister .,active_exact
1189,prompt_active,active,the minister washes the mother .,the mother is washed by the minister .,The minister washed the mother .,active_structural
1189,prompt_passive,passive,the minister washes the mother .,the mother is washed by the minister .,The mother was washed by the minister .,passive_structural
1189,prompt_no_prime,no_prime,the minister washes the mother .,the mother is washed by the minister .,The minister washed my clothes .,other
1189,prompt_filler,filler,the minister washes the mother .,the mother is washed by the minister .,The minister washed the mother .,active_structural
1190,prompt_active,active,a mother washed a nurse .,a nurse was washed by a mother .,The mother washed the nurse .,active_structural
1190,prompt_passive,passive,a mother washed a nurse .,a nurse was washed by a mother .,The nurse is ed by the mother .,other
1190,prompt_no_prime,no_prime,a mother washed a nurse .,a nurse was washed by a mother .,The nurse washed the baby .,other
1190,prompt_filler,filler,a mother washed a nurse .,a nurse was washed by a mother .,The nurse washed the mother .,other
1191,prompt_active,active,a nurse washes a parent .,a parent is washed by a nurse .,The nurse washed the parent .,active_structural
1191,prompt_passive,passive,a nurse washes a parent .,a parent is washed by a nurse .,The parent was washed by the nurse .,passive_structural
1191,prompt_no_prime,no_prime,a nurse washes a parent .,a parent is washed by a nurse .,The nurse washed my clothes .,other
1191,prompt_filler,filler,a nurse washes a parent .,a parent is washed by a nurse .,The sor ed behind the sul .,other
1192,prompt_active,active,the parent washed the partner .,the partner was washed by the parent .,The parent washed the partner .,active_exact
1192,prompt_passive,passive,the parent washed the partner .,the partner was washed by the parent .,The partner is washed by the parent .,passive_structural
1192,prompt_no_prime,no_prime,the parent washed the partner .,the partner was washed by the parent .,The parent washed the partner .,active_exact
1192,prompt_filler,filler,the parent washed the partner .,the partner was washed by the parent .,The tel ed in the tir .,other
1193,prompt_active,active,the partner washes the physician .,the physician is washed by the partner .,The partner washed the physician .,active_structural
1193,prompt_passive,passive,the partner washes the physician .,the physician is washed by the partner .,The partner washed the physician .,active_structural
1193,prompt_no_prime,no_prime,the partner washes the physician .,the physician is washed by the partner .,The partner washed the physician .,active_structural
1193,prompt_filler,filler,the partner washes the physician .,the physician is washed by the partner .,The partner did it to the physician .,other
1194,prompt_active,active,a physician washed a pilot .,a pilot was washed by a physician .,The physician washed the pilot .,active_structural
1194,prompt_passive,passive,a physician washed a pilot .,a pilot was washed by a physician .,The pilot is ed by the physician .,other
1194,prompt_no_prime,no_prime,a physician washed a pilot .,a pilot was washed by a physician .,The pilot was washing the physician's feet .,other
1194,prompt_filler,filler,a physician washed a pilot .,a pilot was washed by a physician .,The vil ed before vir .,other
1195,prompt_active,active,a pilot washes a president .,a president is washed by a pilot .,The pilot washed the president .,active_structural
1195,prompt_passive,passive,a pilot washes a president .,a president is washed by a pilot .,The president was washed by the pilot .,passive_structural
1195,prompt_no_prime,no_prime,a pilot washes a president .,a president is washed by a pilot .,The pilot washed the president .,active_structural
1195,prompt_filler,filler,a pilot washes a president .,a president is washed by a pilot .,The pilot washed the president .,active_structural
1196,prompt_active,active,the president washed the priest .,the priest was washed by the president .,The president washed the priest .,active_exact
1196,prompt_passive,passive,the president washed the priest .,the priest was washed by the president .,The president is ed by the priest .,other
1196,prompt_no_prime,no_prime,the president washed the priest .,the priest was washed by the president .,The president washed the priest .,active_exact
1196,prompt_filler,filler,the president washed the priest .,the priest was washed by the president .,The president washed the priest .,active_exact
1197,prompt_active,active,the priest washes the prince .,the prince is washed by the priest .,The priest washed the prince .,active_structural
1197,prompt_passive,passive,the priest washes the prince .,the prince is washed by the priest .,The prince was ed by the priest .,other
1197,prompt_no_prime,no_prime,the priest washes the prince .,the prince is washed by the priest .,The priest washed the prince .,active_structural
1197,prompt_filler,filler,the priest washes the prince .,the prince is washed by the priest .,The gri ed during mur .,other
1198,prompt_active,active,a prince washed a princess .,a princess was washed by a prince .,The prince washed the princess .,active_structural
1198,prompt_passive,passive,a prince washed a princess .,a princess was washed by a prince .,The princess was washed by the prince .,passive_structural
1198,prompt_no_prime,no_prime,a prince washed a princess .,a princess was washed by a prince .,The prince washed the princess .,active_structural
1198,prompt_filler,filler,a prince washed a princess .,a princess was washed by a prince .,The dir ed in the dur .,other
1199,prompt_active,active,a princess washes a professor .,a professor is washed by a princess .,The professor washed the princess .,other
1199,prompt_passive,passive,a princess washes a professor .,a professor is washed by a princess .,The professor was washed by the princess .,passive_structural
1199,prompt_no_prime,no_prime,a princess washes a professor .,a professor is washed by a princess .,The professor washed the princess .,other
1199,prompt_filler,filler,a princess washes a professor .,a professor is washed by a princess .,The fab ed on the fav .,other
1200,prompt_active,active,the professor washed the reader .,the reader was washed by the professor .,The professor washed the reader .,active_exact
1200,prompt_passive,passive,the professor washed the reader .,the reader was washed by the professor .,The professor washed the reader .,active_exact
1200,prompt_no_prime,no_prime,the professor washed the reader .,the reader was washed by the professor .,The professor washed the reader .,active_exact
1200,prompt_filler,filler,the professor washed the reader .,the reader was washed by the professor .,The bri ed near dil .,other
1201,prompt_active,active,the reader washes the scientist .,the scientist is washed by the reader .,The reader washed the scientist .,active_structural
1201,prompt_passive,passive,the reader washes the scientist .,the scientist is washed by the reader .,The reader washed the scientist .,active_structural
1201,prompt_no_prime,no_prime,the reader washes the scientist .,the scientist is washed by the reader .,The reader washed the scientist .,active_structural
1201,prompt_filler,filler,the reader washes the scientist .,the scientist is washed by the reader .,The reader washed the scientist .,active_structural
1202,prompt_active,active,a scientist washed a secretary .,a secretary was washed by a scientist .,The scientist s the secretary .,other
1202,prompt_passive,passive,a scientist washed a secretary .,a secretary was washed by a scientist .,The secretary is ed by a scientist .,other
1202,prompt_no_prime,no_prime,a scientist washed a secretary .,a secretary was washed by a scientist .,The scientist did it to the secretary .,other
1202,prompt_filler,filler,a scientist washed a secretary .,a secretary was washed by a scientist .,The mur ed on the dir .,other
1203,prompt_active,active,a secretary washes a sheriff .,a sheriff is washed by a secretary .,The secretary washed the sheriff .,active_structural
1203,prompt_passive,passive,a secretary washes a sheriff .,a sheriff is washed by a secretary .,The sheriff was washed by the secretary .,passive_structural
1203,prompt_no_prime,no_prime,a secretary washes a sheriff .,a sheriff is washed by a secretary .,The secretary washed the sheriff .,active_structural
1203,prompt_filler,filler,a secretary washes a sheriff .,a sheriff is washed by a secretary .,The secretary did it to the sheriff .,other
1204,prompt_active,active,the sheriff washed the singer .,the singer was washed by the sheriff .,The sheriff washed the singer .,active_exact
1204,prompt_passive,passive,the sheriff washed the singer .,the singer was washed by the sheriff .,The singer is washed by the sheriff .,passive_structural
1204,prompt_no_prime,no_prime,the sheriff washed the singer .,the singer was washed by the sheriff .,The sheriff washed my hair .,other
1204,prompt_filler,filler,the sheriff washed the singer .,the singer was washed by the sheriff .,The fav ed after fel .,other
1205,prompt_active,active,the singer washes the soldier .,the soldier is washed by the singer .,The soldier was washed by the singer .,passive_structural
1205,prompt_passive,passive,the singer washes the soldier .,the soldier is washed by the singer .,The soldier was ed by the singer .,other
1205,prompt_no_prime,no_prime,the singer washes the soldier .,the soldier is washed by the singer .,The singer washed the soldier's clothes .,other
1205,prompt_filler,filler,the singer washes the soldier .,the soldier is washed by the singer .,The soldier was washed by the singer .,passive_structural
1206,prompt_active,active,a soldier washed a son .,a son was washed by a soldier .,The son s the soldier .,other
1206,prompt_passive,passive,a soldier washed a son .,a son was washed by a soldier .,The son is ed by the soldier .,other
1206,prompt_no_prime,no_prime,a soldier washed a son .,a son was washed by a soldier .,The soldier washed the son .,active_structural
1206,prompt_filler,filler,a soldier washed a son .,a son was washed by a soldier .,The son washed the soldier .,other
1207,prompt_active,active,a son washes a student .,a student is washed by a son .,The student washed the son .,other
1207,prompt_passive,passive,a son washes a student .,a student is washed by a son .,The student was washed by the son .,passive_structural
1207,prompt_no_prime,no_prime,a son washes a student .,a student is washed by a son .,The son washed the student's clothes .,other
1207,prompt_filler,filler,a son washes a student .,a student is washed by a son .,The lav ed after lil .,other
1208,prompt_active,active,the student washed the teacher .,the teacher was washed by the student .,The student washed the teacher .,active_exact
1208,prompt_passive,passive,the student washed the teacher .,the teacher was washed by the student .,The student washed the teacher .,active_exact
1208,prompt_no_prime,no_prime,the student washed the teacher .,the teacher was washed by the student .,The student washed the teacher .,active_exact
1208,prompt_filler,filler,the student washed the teacher .,the teacher was washed by the student .,The student did it to the teacher .,other
1209,prompt_active,active,the teacher washes the uncle .,the uncle is washed by the teacher .,The teacher washed the uncle .,active_structural
1209,prompt_passive,passive,the teacher washes the uncle .,the uncle is washed by the teacher .,The teacher washed the uncle .,active_structural
1209,prompt_no_prime,no_prime,the teacher washes the uncle .,the uncle is washed by the teacher .,The teacher washed the uncle .,active_structural
1209,prompt_filler,filler,the teacher washes the uncle .,the uncle is washed by the teacher .,The nav ed above the nin .,other
1210,prompt_active,active,an uncle washed a wife .,a wife was washed by an uncle .,The uncle washed the wife .,active_structural
1210,prompt_passive,passive,an uncle washed a wife .,a wife was washed by an uncle .,The wife is ed by the uncle .,other
1210,prompt_no_prime,no_prime,an uncle washed a wife .,a wife was washed by an uncle .,The uncle did it to the wife .,other
1210,prompt_filler,filler,an uncle washed a wife .,a wife was washed by an uncle .,The uncle did it to the wife .,other
1211,prompt_active,active,a wife washes a winner .,a winner is washed by a wife .,The wife washed the winner .,active_structural
1211,prompt_passive,passive,a wife washes a winner .,a winner is washed by a wife .,The winner was washed by the wife .,passive_structural
1211,prompt_no_prime,no_prime,a wife washes a winner .,a winner is washed by a wife .,The winner washed the wife .,other
1211,prompt_filler,filler,a wife washes a winner .,a winner is washed by a wife .,The wife washed the winner .,active_structural
1212,prompt_active,active,the winner washed the woman .,the woman was washed by the winner .,The woman was washed by the winner .,passive_exact
1212,prompt_passive,passive,the winner washed the woman .,the woman was washed by the winner .,The woman is ed by the winner .,other
1212,prompt_no_prime,no_prime,the winner washed the woman .,the woman was washed by the winner .,The winner washed the woman .,active_exact
1212,prompt_filler,filler,the winner washed the woman .,the woman was washed by the winner .,The winner washed the woman .,active_exact
1213,prompt_active,active,the woman washes the worker .,the worker is washed by the woman .,The woman washed the worker .,active_structural
1213,prompt_passive,passive,the woman washes the worker .,the worker is washed by the woman .,The worker was ed by the woman .,other
1213,prompt_no_prime,no_prime,the woman washes the worker .,the worker is washed by the woman .,The woman washed the worker .,active_structural
1213,prompt_filler,filler,the woman washes the worker .,the worker is washed by the woman .,The worker washed the woman .,other
1214,prompt_active,active,a worker washed a writer .,a writer was washed by a worker .,The worker washed the writer .,active_structural
1214,prompt_passive,passive,a worker washed a writer .,a writer was washed by a worker .,The writer is ed by the worker .,other
1214,prompt_no_prime,no_prime,a worker washed a writer .,a writer was washed by a worker .,The worker washed the writer .,active_structural
1214,prompt_filler,filler,a worker washed a writer .,a writer was washed by a worker .,The sav ed after som .,other
1215,prompt_active,active,a writer washes an actor .,an actor is washed by a writer .,The writer washed the actor .,active_structural
1215,prompt_passive,passive,a writer washes an actor .,an actor is washed by a writer .,The actor was washed by the writer .,passive_structural
1215,prompt_no_prime,no_prime,a writer washes an actor .,an actor is washed by a writer .,The washing event was a success .,other
1215,prompt_filler,filler,a writer washes an actor .,an actor is washed by a writer .,The sor ed behind the sul .,other
1216,prompt_active,active,the actor beat the actress .,the actress was beaten by the actor .,The actor b a the actress .,other
1216,prompt_passive,passive,the actor beat the actress .,the actress was beaten by the actor .,The actress is ed by the actor .,other
1216,prompt_no_prime,no_prime,the actor beat the actress .,the actress was beaten by the actor .,The actor beat the actress .,active_exact
1216,prompt_filler,filler,the actor beat the actress .,the actress was beaten by the actor .,The tel ed in the tir .,other
1217,prompt_active,active,the actress beats the adult .,the adult is beaten by the actress .,The actress ed the adult .,other
1217,prompt_passive,passive,the actress beats the adult .,the adult is beaten by the actress .,The actress beat the adult .,active_structural
1217,prompt_no_prime,no_prime,the actress beats the adult .,the adult is beaten by the actress .,The adult was beaten by the actress .,passive_structural
1217,prompt_filler,filler,the actress beats the adult .,the adult is beaten by the actress .,The tul ed near the vel .,other
1218,prompt_active,active,an adult beat an attorney .,an attorney was beaten by an adult .,The adult s the attorney .,other
1218,prompt_passive,passive,an adult beat an attorney .,an attorney was beaten by an adult .,The adult is ed by the attorney .,other
1218,prompt_no_prime,no_prime,an adult beat an attorney .,an attorney was beaten by an adult .,The one who did it was an adult .,other
1218,prompt_filler,filler,an adult beat an attorney .,an attorney was beaten by an adult .,The vil ed before vir .,other
1219,prompt_active,active,an attorney beats an aunt .,an aunt is beaten by an attorney .,The attorney beat the aunt .,active_structural
1219,prompt_passive,passive,an attorney beats an aunt .,an aunt is beaten by an attorney .,The aunt was ed by the attorney .,other
1219,prompt_no_prime,no_prime,an attorney beats an aunt .,an aunt is beaten by an attorney .,The one who did it was an attorney .,other
1219,prompt_filler,filler,an attorney beats an aunt .,an aunt is beaten by an attorney .,The aunt was beaten by an attorney .,passive_structural
1220,prompt_active,active,the aunt beat the author .,the author was beaten by the aunt .,The author was beaten by the aunt .,passive_exact
1220,prompt_passive,passive,the aunt beat the author .,the author was beaten by the aunt .,The author is ed by the aunt .,other
1220,prompt_no_prime,no_prime,the aunt beat the author .,the author was beaten by the aunt .,The aunt beat the author .,active_exact
1220,prompt_filler,filler,the aunt beat the author .,the author was beaten by the aunt .,The aunt beat the author .,active_exact
1221,prompt_active,active,the author beats the bishop .,the bishop is beaten by the author .,The author beat the bishop .,active_structural
1221,prompt_passive,passive,the author beats the bishop .,the bishop is beaten by the author .,The author was ed by the bishop .,other
1221,prompt_no_prime,no_prime,the author beats the bishop .,the bishop is beaten by the author .,The bishop beat the author .,other
1221,prompt_filler,filler,the author beats the bishop .,the bishop is beaten by the author .,The gri ed during mur .,other
1222,prompt_active,active,a bishop beat a boy .,a boy was beaten by a bishop .,The boy was beaten by the bishop .,passive_structural
1222,prompt_passive,passive,a bishop beat a boy .,a boy was beaten by a bishop .,The boy is ed by the bishop .,other
1222,prompt_no_prime,no_prime,a bishop beat a boy .,a boy was beaten by a bishop .,The bishop beat the boy .,active_structural
1222,prompt_filler,filler,a bishop beat a boy .,a boy was beaten by a bishop .,The boy was beaten by the bishop .,passive_structural
1223,prompt_active,active,a boy beats a brother .,a brother is beaten by a boy .,The boy ed the brother .,other
1223,prompt_passive,passive,a boy beats a brother .,a brother is beaten by a boy .,The brother was ed by the boy .,other
1223,prompt_no_prime,no_prime,a boy beats a brother .,a brother is beaten by a boy .,The boy beat up his brother .,active_structural
1223,prompt_filler,filler,a boy beats a brother .,a brother is beaten by a boy .,The boy beat the brother .,active_structural
1224,prompt_active,active,the brother beat the buddy .,the buddy was beaten by the brother .,The brother b a buddy .,other
1224,prompt_passive,passive,the brother beat the buddy .,the buddy was beaten by the brother .,The brother is ed by the buddy .,other
1224,prompt_no_prime,no_prime,the brother beat the buddy .,the buddy was beaten by the brother .,The brother beat up the buddy .,active_structural
1224,prompt_filler,filler,the brother beat the buddy .,the buddy was beaten by the brother .,The brother beat the buddy .,active_exact
1225,prompt_active,active,the buddy beats the candidate .,the candidate is beaten by the buddy .,The buddy beat the candidate .,active_structural
1225,prompt_passive,passive,the buddy beats the candidate .,the candidate is beaten by the buddy .,The candidate was ed by the buddy .,other
1225,prompt_no_prime,no_prime,the buddy beats the candidate .,the candidate is beaten by the buddy .,The buddy beat up the candidate .,active_structural
1225,prompt_filler,filler,the buddy beats the candidate .,the candidate is beaten by the buddy .,The dru ed beside the gri .,other
1226,prompt_active,active,a candidate beat a captain .,a captain was beaten by a candidate .,The candidate s the captain .,other
1226,prompt_passive,passive,a candidate beat a captain .,a captain was beaten by a candidate .,The captain is ed by the candidate .,other
1226,prompt_no_prime,no_prime,a candidate beat a captain .,a captain was beaten by a candidate .,The candidate beat the captain .,active_structural
1226,prompt_filler,filler,a candidate beat a captain .,a captain was beaten by a candidate .,The candidate beat the captain .,active_structural
1227,prompt_active,active,a captain beats a champion .,a champion is beaten by a captain .,The captain beat the champion .,active_structural
1227,prompt_passive,passive,a captain beats a champion .,a champion is beaten by a captain .,The champion was ed by the captain .,other
1227,prompt_no_prime,no_prime,a captain beats a champion .,a champion is beaten by a captain .,The captain beat the champion .,active_structural
1227,prompt_filler,filler,a captain beats a champion .,a champion is beaten by a captain .,The champion was beaten by the captain .,passive_structural
1228,prompt_active,active,the champion beat the chief .,the chief was beaten by the champion .,The champion beat the chief .,active_exact
1228,prompt_passive,passive,the champion beat the chief .,the chief was beaten by the champion .,The chief is ed by the champion .,other
1228,prompt_no_prime,no_prime,the champion beat the chief .,the chief was beaten by the champion .,The chief beat the champion .,other
1228,prompt_filler,filler,the champion beat the chief .,the chief was beaten by the champion .,The chief was beaten by the champion .,passive_exact
1229,prompt_active,active,the chief beats the child .,the child is beaten by the chief .,The chief beat the child .,active_structural
1229,prompt_passive,passive,the chief beats the child .,the child is beaten by the chief .,The child was ed by the chief .,other
1229,prompt_no_prime,no_prime,the chief beats the child .,the child is beaten by the chief .,The chief beat the child .,active_structural
1229,prompt_filler,filler,the chief beats the child .,the child is beaten by the chief .,The child was beaten by the chief .,passive_structural
1230,prompt_active,active,a child beat a colonel .,a colonel was beaten by a child .,The child beat the colonel .,active_structural
1230,prompt_passive,passive,a child beat a colonel .,a colonel was beaten by a child .,The colonel is ed by the child .,other
1230,prompt_no_prime,no_prime,a child beat a colonel .,a colonel was beaten by a child .,The colonel beat the child .,other
1230,prompt_filler,filler,a child beat a colonel .,a colonel was beaten by a child .,The child beat the colonel .,active_structural
1231,prompt_active,active,a colonel beats a cop .,a cop is beaten by a colonel .,The colonel beat the cop .,active_structural
1231,prompt_passive,passive,a colonel beats a cop .,a cop is beaten by a colonel .,The cop was ed by the colonel .,other
1231,prompt_no_prime,no_prime,a colonel beats a cop .,a cop is beaten by a colonel .,The colonel beat the cop .,active_structural
1231,prompt_filler,filler,a colonel beats a cop .,a cop is beaten by a colonel .,The cop was beaten by the colonel .,passive_structural
1232,prompt_active,active,the cop beat the cousin .,the cousin was beaten by the cop .,The cop beat the cousin .,active_exact
1232,prompt_passive,passive,the cop beat the cousin .,the cousin was beaten by the cop .,The cousin is ed by the cop .,other
1232,prompt_no_prime,no_prime,the cop beat the cousin .,the cousin was beaten by the cop .,The cop beat up the cousin .,active_structural
1232,prompt_filler,filler,the cop beat the cousin .,the cousin was beaten by the cop .,The cop beat the cousin .,active_exact
1233,prompt_active,active,the cousin beats the daughter .,the daughter is beaten by the cousin .,The cousin beat the daughter .,active_structural
1233,prompt_passive,passive,the cousin beats the daughter .,the daughter is beaten by the cousin .,The cousin ed the daughter .,other
1233,prompt_no_prime,no_prime,the cousin beats the daughter .,the daughter is beaten by the cousin .,The cousin beat the daughter .,active_structural
1233,prompt_filler,filler,the cousin beats the daughter .,the daughter is beaten by the cousin .,The nav ed above the nin .,other
1234,prompt_active,active,a daughter beat a doctor .,a doctor was beaten by a daughter .,The daughter s the doctor .,other
1234,prompt_passive,passive,a daughter beat a doctor .,a doctor was beaten by a daughter .,The doctor is ed by the daughter .,other
1234,prompt_no_prime,no_prime,a daughter beat a doctor .,a doctor was beaten by a daughter .,The doctor beat up my daughter .,other
1234,prompt_filler,filler,a daughter beat a doctor .,a doctor was beaten by a daughter .,The nom ed during nud .,other
1235,prompt_active,active,a doctor beats an employee .,an employee is beaten by a doctor .,The doctor beat the employee .,active_structural
1235,prompt_passive,passive,a doctor beats an employee .,an employee is beaten by a doctor .,The employee was ed by the doctor .,other
1235,prompt_no_prime,no_prime,a doctor beats an employee .,an employee is beaten by a doctor .,The doctor beat the employee .,active_structural
1235,prompt_filler,filler,a doctor beats an employee .,an employee is beaten by a doctor .,The doctor beat the employee .,active_structural
1236,prompt_active,active,the employee beat the employer .,the employer was beaten by the employee .,The employee beat the employer .,active_exact
1236,prompt_passive,passive,the employee beat the employer .,the employer was beaten by the employee .,The employer was ed by the employee .,other
1236,prompt_no_prime,no_prime,the employee beat the employer .,the employer was beaten by the employee .,The employee beat the employer .,active_exact
1236,prompt_filler,filler,the employee beat the employer .,the employer was beaten by the employee .,The employee beat the employer .,active_exact
1237,prompt_active,active,the employer beats the father .,the father is beaten by the employer .,The employer beat the father .,active_structural
1237,prompt_passive,passive,the employer beats the father .,the father is beaten by the employer .,The father was ed by the employer .,other
1237,prompt_no_prime,no_prime,the employer beats the father .,the father is beaten by the employer .,The father beat the employer .,other
1237,prompt_filler,filler,the employer beats the father .,the father is beaten by the employer .,The father beat the employer .,other
1238,prompt_active,active,a father beat a friend .,a friend was beaten by a father .,The father b the friend .,other
1238,prompt_passive,passive,a father beat a friend .,a friend was beaten by a father .,The friend was beaten by the father .,passive_structural
1238,prompt_no_prime,no_prime,a father beat a friend .,a friend was beaten by a father .,The father beat the friend .,active_structural
1238,prompt_filler,filler,a father beat a friend .,a friend was beaten by a father .,The sav ed after som .,other
1239,prompt_active,active,a friend beats a girl .,a girl is beaten by a friend .,The friend beat the girl .,active_structural
