item_index,prime_structure,sample_index,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,raw_continuation,first_generated_word,choice_structure,generated_sentence,generated_structure
27,passive,2,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," company of the uncle is destroyed by the father .
Use these words in one sentence: tea, father, the company",company,other,the company of the uncle is destroyed by the father .,other
28,active,0,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," guest kisses the friend

I found in the Stanford Dictionary that the sentence ""a child catches a chocolate"" is ambiguous",guest,other,"the guest kisses the friend I found in the Stanford Dictionary that the sentence ""a child catches a chocolate"" is ambiguous",active
28,active,1,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," man's son died in a fire.
Use these words in one sentence: friend dies
Sentence: a man",man's,other,the man's son died in a fire.,other
28,active,2,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," child was caught by the chocolate

A:

This is just a matter of some extra information you could supply",child,active,the child was caught by the chocolate A: This is just a matter of some extra information you could supply,passive
28,passive,0,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," guest was seen by the friend .
You can use these words in one sentence: child, chocolate, catches/c",guest,other,the guest was seen by the friend .,other
28,passive,1,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," guest was kissed by a child

I used ""child"" to emphasize the child's role, not the boy.",guest,other,"the guest was kissed by a child I used ""child"" to emphasize the child's role, not the boy.",other
28,passive,2,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," father of a friend was given a piece of chocolate .

I can think of a word that would work but not",father,other,the father of a friend was given a piece of chocolate .,other
29,active,0,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the"," teacher is looking for a job.
Use these words in one sentence: winning company, the teacher is looking for a",teacher,other,the teacher is looking for a job.,other
29,active,1,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the"," teacher kisses the company .
Use these words in one sentence: Winner, company, hurt
Sentence: the",teacher,other,the teacher kisses the company .,other
29,active,2,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the"," teacher kisses the worker . Use these words in one sentence: loser, company, lost
Sentence: the teacher kisses",teacher,other,the teacher kisses the worker .,other
29,passive,0,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the", worker is injured and then receives the money . The company was hurt by the worker and then the company receives the money .,worker,other,the worker is injured and then receives the money .,other
29,passive,1,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the"," worker is kissed by the teacher.

The same as above, use the same words.

A:
",worker,other,the worker is kissed by the teacher.,other
29,passive,2,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the"," worker is kiss by the teacher .
Use these words in one sentence: the winner, company, hurt
Sentence",worker,other,the worker is kiss by the teacher .,other
