item_index,prime_structure,sample_index,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,raw_continuation,first_generated_word,choice_structure,generated_sentence,generated_structure
27,passive,2,a meal is destroyed by an uncle .,the corporation wanted the tea .,the tea was wanted by the corporation .,corporation,tea,wanted,wanted,"Prime sentence: a meal is destroyed by an uncle .
Use these words in one sentence: corporation, tea, wanted
Sentence: the"," first thing I did after coming out of the closet was change my clothes .
Use these words in one sentence: I",first,other,the first thing I did after coming out of the closet was change my clothes .,other
28,active,0,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," child kissed a friend
Use these words in two sentences: the child caught the chocolate , the child catches the boy
",child,active,"the child kissed a friend Use these words in two sentences: the child caught the chocolate , the child catches the boy",active
28,active,1,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," woman who kisses her lover.
The sentence: the woman who kisses the woman.
Sentence: the man who",woman,other,the woman who kisses her lover.,other
28,active,2,a guest kissed a friend .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a guest kissed a friend .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," person kissing his/her friend
Example sentence: he kissed her .",person,other,the person kissing his/her friend Example sentence: he kissed her .,other
28,passive,0,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," child is caught by the host .
Use these words in two sentences: child, chocolate, catch
Sentence:",child,active,the child is caught by the host .,other
28,passive,1,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," sun rose .
Use these words in one sentence: sun, rose
Sentence: in the name of God,",sun,other,the sun rose .,other
28,passive,2,a friend was kissed by a guest .,the child catches the chocolate .,the chocolate is caught by the child .,child,chocolate,catches,caught,"Prime sentence: a friend was kissed by a guest .
Use these words in one sentence: child, chocolate, catches/caught
Sentence: the"," dog ate the cat.
Use these words in two sentences: cat, dog.
Sentence: I love the",dog,other,the dog ate the cat.,other
29,active,0,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the"," teacher kisses the worker .
Use these words in a second sentence: winner, company, hurt.
Sentence:",teacher,other,the teacher kisses the worker .,other
29,active,1,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the"," teacher kisses the worker .
Use these words in two sentences: winner, company, hurt.
Sentence: the",teacher,other,the teacher kisses the worker .,other
29,active,2,the teacher kisses the worker .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the teacher kisses the worker .
Use these words in one sentence: winner, company, hurt
Sentence: the"," school is full of kids who are going to the dance.
Use these words in two sentences: first, the students",school,other,the school is full of kids who are going to the dance.,other
29,passive,0,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the"," worker is kissing the teacher .
Use these words in two sentences: winner, company, hurt
Sentence: the",worker,other,the worker is kissing the teacher .,other
29,passive,1,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the"," worker is kissed by the teacher .
Use these words in a sentence: loser, company, hurt
Sentence:",worker,other,the worker is kissed by the teacher .,other
29,passive,2,the worker is kissed by the teacher .,a winner hurt a company .,a company was hurt by a winner .,winner,company,hurt,hurt,"Prime sentence: the worker is kissed by the teacher .
Use these words in one sentence: winner, company, hurt
Sentence: the"," boss is kissed by his workers.
Use these words in two sentences: teacher, boss, company.
Sentence",boss,other,the boss is kissed by his workers.,other
