item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,target_verb_cue,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
1240,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a bri and a dil.
The one who did it was a bri.
The one it happened to was a dil.

Bridget asked, ""What happened?""
Mary answered, ""A bri s a dil.""

There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a bri and a dil.
The one who did it was a bri.
The one it happened to was a dil.

Bridget asked, ""What happened?""
Mary answered, ""A dil is ed by a bri.""

There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The"
1241,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,The tul ed near the vel .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a dil and a dru.
The one who did it was a dil.
The one it happened to was a dru.

Bridget asked, ""What happened?""
Mary answered, ""A dil ed a dru.""

There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dil and a dru.
The one who did it was a dil.
The one it happened to was a dru.

Bridget asked, ""What happened?""
Mary answered, ""A dru was ed by a dil.""

There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The"
1242,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,The vil ed before vir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The dru s the gri.""

There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The gri is ed by the dru.""

There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vil ed before vir.""

There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""The"
1243,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,The vom ed in the vul .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The gri ed the mur.""

There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The mur was ed by the gri.""

There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vom ed in the vul.""

There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""The"
1244,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,The bri ed beside the dru .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a mur and a dir.
The one it happened to was a dir.
The one who did it was a mur.

Bridget asked, ""What happened?""
Mary answered, ""A mur s a dir.""

There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mur and a dir.
The one it happened to was a dir.
The one who did it was a mur.

Bridget asked, ""What happened?""
Mary answered, ""A dir is ed by a mur.""

There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed beside the dru.""

There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The"
1245,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,The gri ed during mur .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a dir and a dur.
The one it happened to was a dur.
The one who did it was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dir ed a dur.""

There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dir and a dur.
The one it happened to was a dur.
The one who did it was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dur was ed by a dir.""

There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The gri ed during mur.""

There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The"
1246,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,The dir ed in the dur .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The dur s the fab.""

There was an event involving a fav and a fel.
The one it happened to was a fel.
The one who did it was a fav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The fab is ed by the dur.""

There was an event involving a fav and a fel.
The one it happened to was a fel.
The one who did it was a fav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a fav and a fel.
The one it happened to was a fel.
The one who did it was a fav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dir ed in the dur.""

There was an event involving a fav and a fel.
The one it happened to was a fel.
The one who did it was a fav.

Bridget asked, ""What happened?""
Mary answered, ""The"
1247,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,The fab ed on the fav .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fab ed the fav.""

There was an event involving a fel and a fil.
The one it happened to was a fil.
The one who did it was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fab and the fav.
The one it happened to was the fav.
The one who did it was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fav was ed by the fab.""

There was an event involving a fel and a fil.
The one it happened to was a fil.
The one who did it was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a fel and a fil.
The one it happened to was a fil.
The one who did it was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fab ed on the fav.""

There was an event involving a fel and a fil.
The one it happened to was a fil.
The one who did it was a fel.

Bridget asked, ""What happened?""
Mary answered, ""The"
1248,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,The bri ed near dil .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a fav and a fel.
The one who did it was a fav.
The one it happened to was a fel.

Bridget asked, ""What happened?""
Mary answered, ""A fav s a fel.""

There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a fav and a fel.
The one who did it was a fav.
The one it happened to was a fel.

Bridget asked, ""What happened?""
Mary answered, ""A fel is ed by a fav.""

There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed near dil.""

There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The"
1249,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,The dru ed beside the gri .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fel ed a fil.""

There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fil was ed by a fel.""

There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dru ed beside the gri.""

There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The"
1250,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,The mur ed on the dir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fil s the fol.""

There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fil and the fol.
The one who did it was the fil.
The one it happened to was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fol is ed by the fil.""

There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mur ed on the dir.""

There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""The"
1251,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,The dur ed during the fab .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The fol ed the ful.""

There was an event involving a gir and a lav.
The one who did it was a gir.
The one it happened to was a lav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The ful was ed by the fol.""

There was an event involving a gir and a lav.
The one who did it was a gir.
The one it happened to was a lav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a gir and a lav.
The one who did it was a gir.
The one it happened to was a lav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dur ed during the fab.""

There was an event involving a gir and a lav.
The one who did it was a gir.
The one it happened to was a lav.

Bridget asked, ""What happened?""
Mary answered, ""The"
1252,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,The fav ed after fel .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a ful and a gir.
The one it happened to was a gir.
The one who did it was a ful.

Bridget asked, ""What happened?""
Mary answered, ""A ful s a gir.""

There was an event involving the lav and the lil.
The one it happened to was the lil.
The one who did it was the lav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a ful and a gir.
The one it happened to was a gir.
The one who did it was a ful.

Bridget asked, ""What happened?""
Mary answered, ""A gir is ed by a ful.""

There was an event involving the lav and the lil.
The one it happened to was the lil.
The one who did it was the lav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the lav and the lil.
The one it happened to was the lil.
The one who did it was the lav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was an event involving the lav and the lil.
The one it happened to was the lil.
The one who did it was the lav.

Bridget asked, ""What happened?""
Mary answered, ""The"
1253,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,The fil ed near the fol .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A gir ed a lav.""

There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A lav was ed by a gir.""

There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The"
1254,the lav s the lil .,the lil is ed by the lav .,a mol ed a mul .,a mul was ed by a mol .,The ful ed before gir .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the lav and the lil.
The one it happened to was the lil.
The one who did it was the lav.

Bridget asked, ""What happened?""
Mary answered, ""The lav s the lil.""

There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the lav and the lil.
The one it happened to was the lil.
The one who did it was the lav.

Bridget asked, ""What happened?""
Mary answered, ""The lil is ed by the lav.""

There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The ful ed before gir.""

There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""The"
1255,the lil ed the mol .,the mol was ed by the lil .,a mul s a nav .,a nav is ed by a mul .,The lav ed after lil .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The lil ed the mol.""

There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the lil and the mol.
The one it happened to was the mol.
The one who did it was the lil.

Bridget asked, ""What happened?""
Mary answered, ""The mol was ed by the lil.""

There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""The"
1256,a mol s a mul .,a mul is ed by a mol .,the nav ed the nin .,the nin was ed by the nav .,The mol ed on the mul .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a mol and a mul.
The one who did it was a mol.
The one it happened to was a mul.

Bridget asked, ""What happened?""
Mary answered, ""A mol s a mul.""

There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mol and a mul.
The one who did it was a mol.
The one it happened to was a mul.

Bridget asked, ""What happened?""
Mary answered, ""A mul is ed by a mol.""

There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The"
1257,a mul ed a nav .,a nav was ed by a mul .,the nin s the nom .,the nom is ed by the nin .,The nav ed above the nin .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""A mul ed a nav.""

There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mul and a nav.
The one who did it was a mul.
The one it happened to was a nav.

Bridget asked, ""What happened?""
Mary answered, ""A nav was ed by a mul.""

There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The"
1258,the nav s the nin .,the nin is ed by the nav .,a nom ed a nud .,a nud was ed by a nom .,The nom ed during nud .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The nav s the nin.""

There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the nav and the nin.
The one who did it was the nav.
The one it happened to was the nin.

Bridget asked, ""What happened?""
Mary answered, ""The nin is ed by the nav.""

There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was an event involving a nom and a nud.
The one who did it was a nom.
The one it happened to was a nud.

Bridget asked, ""What happened?""
Mary answered, ""The"
1259,the nin ed the nom .,the nom was ed by the nin .,a nud s a pav .,a pav is ed by a nud .,The pav ed across the pel .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The nin ed the nom.""

There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the nin and the nom.
The one who did it was the nin.
The one it happened to was the nom.

Bridget asked, ""What happened?""
Mary answered, ""The nom was ed by the nin.""

There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""The"
1260,a nom s a nud .,a nud is ed by a nom .,the pav ed the pel .,the pel was ed by the pav .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nom s a nud.""

There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nud is ed by a nom.""

There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The"
1261,a nud ed a pav .,a pav was ed by a nud .,the pel s the pil .,the pil is ed by the pel .,The rav ed in the rom .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A nud ed a pav.""

There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A pav was ed by a nud.""

There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The"
1262,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,The sav ed after som .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pav s the pel.""

There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pav and the pel.
The one it happened to was the pel.
The one who did it was the pav.

Bridget asked, ""What happened?""
Mary answered, ""The pel is ed by the pav.""

There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sav ed after som.""

There was an event involving a pil and a por.
The one it happened to was a por.
The one who did it was a pil.

Bridget asked, ""What happened?""
Mary answered, ""The"
1263,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,The sor ed behind the sul .,involving_event,did_to,mary_answered,patient_first,auto_real_targets,"There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The pel ed the pil.""

There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pel and the pil.
The one it happened to was the pil.
The one who did it was the pel.

Bridget asked, ""What happened?""
Mary answered, ""The pil was ed by the pel.""

There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was an event involving a por and a rav.
The one it happened to was a rav.
The one who did it was a por.

Bridget asked, ""What happened?""
Mary answered, ""The"
1264,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A pil s a por.""

There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A por is ed by a pil.""

There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was an event involving the rav and the rom.
The one who did it was the rav.
The one it happened to was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The"
1265,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,The tul ed near the vel .,involving_event,did_to,mary_answered,agent_first,auto_real_targets,"There was an event involving a por and a rav.
The one who did it was a por.
The one it happened to was a rav.

Bridget asked, ""What happened?""
Mary answered, ""A por ed a rav.""

There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a por and a rav.
The one who did it was a por.
The one it happened to was a rav.

Bridget asked, ""What happened?""
Mary answered, ""A rav was ed by a por.""

There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was an event involving the rom and the sav.
The one who did it was the rom.
The one it happened to was the sav.

Bridget asked, ""What happened?""
Mary answered, ""The"
