item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
942,the cousin hurts the daughter .,the daughter is hurt by the cousin .,a prince forgot a princess .,a princess was forgotten by a prince .,The engine cooled before dawn .,involving_event,did_to,mary_answered,patient_first,"There was a hurting event involving the cousin and the daughter.
The one it happened to was the daughter.
The one who did it was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The cousin hurts the daughter.""

There was a forgetting event involving a prince and a princess.
The one it happened to was a princess.
The one who did it was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a hurting event involving the cousin and the daughter.
The one it happened to was the daughter.
The one who did it was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The daughter is hurt by the cousin.""

There was a forgetting event involving a prince and a princess.
The one it happened to was a princess.
The one who did it was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a prince and a princess.
The one it happened to was a princess.
The one who did it was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The engine cooled before dawn.""

There was a forgetting event involving a prince and a princess.
The one it happened to was a princess.
The one who did it was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"
943,the actor surprised the actress .,the actress was surprised by the actor .,a princess forgets a professor .,a professor is forgotten by a princess .,The market opened after sunrise .,involving_event,did_to,mary_answered,patient_first,"There was a surprising event involving the actor and the actress.
The one it happened to was the actress.
The one who did it was the actor.

Bridget asked, ""What happened?""
Mary answered, ""The actor surprised the actress.""

There was a forgetting event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a surprising event involving the actor and the actress.
The one it happened to was the actress.
The one who did it was the actor.

Bridget asked, ""What happened?""
Mary answered, ""The actress was surprised by the actor.""

There was a forgetting event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was a forgetting event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""The"
944,a manager joins a mayor .,a mayor is joined by a manager .,the professor forgot the reader .,the reader was forgotten by the professor .,The blanket dried on the line .,involving_event,did_to,mary_answered,agent_first,"There was a joining event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""A manager joins a mayor.""

There was a forgetting event involving the professor and the reader.
The one who did it was the professor.
The one it happened to was the reader.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a joining event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""A mayor is joined by a manager.""

There was a forgetting event involving the professor and the reader.
The one who did it was the professor.
The one it happened to was the reader.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the professor and the reader.
The one who did it was the professor.
The one it happened to was the reader.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The blanket dried on the line.""

There was a forgetting event involving the professor and the reader.
The one who did it was the professor.
The one it happened to was the reader.

Bridget asked, ""What happened?""
Mary answered, ""The"
945,a father chased a friend .,a friend was chased by a father .,the reader forgets the scientist .,the scientist is forgotten by the reader .,The planet shimmered above the valley .,involving_event,did_to,mary_answered,agent_first,"There was a chasing event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""A father chased a friend.""

There was a forgetting event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a chasing event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""A friend was chased by a father.""

There was a forgetting event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The planet shimmered above the valley.""

There was a forgetting event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The"
946,the cousin washes the daughter .,the daughter is washed by the cousin .,a scientist forgot a secretary .,a secretary was forgotten by a scientist .,The baker laughed during breakfast .,involving_event,did_to,mary_answered,agent_first,"There was a washing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The cousin washes the daughter.""

There was a forgetting event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a washing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The daughter is washed by the cousin.""

There was a forgetting event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a forgetting event involving a scientist and a secretary.
The one who did it was a scientist.
The one it happened to was a secretary.

Bridget asked, ""What happened?""
Mary answered, ""The"
947,the parent selected the partner .,the partner was selected by the parent .,a secretary forgets a sheriff .,a sheriff is forgotten by a secretary .,The signal flickered across the screen .,involving_event,did_to,mary_answered,agent_first,"There was a selecting event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The parent selected the partner.""

There was a forgetting event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a selecting event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The partner was selected by the parent.""

There was a forgetting event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a forgetting event involving a secretary and a sheriff.
The one who did it was a secretary.
The one it happened to was a sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"
948,a son follows a student .,a student is followed by a son .,the sheriff forgot the singer .,the singer was forgotten by the sheriff .,The tourist wandered through the plaza .,involving_event,did_to,mary_answered,patient_first,"There was a following event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""A son follows a student.""

There was a forgetting event involving the sheriff and the singer.
The one it happened to was the singer.
The one who did it was the sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a following event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""A student is followed by a son.""

There was a forgetting event involving the sheriff and the singer.
The one it happened to was the singer.
The one who did it was the sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the sheriff and the singer.
The one it happened to was the singer.
The one who did it was the sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tourist wandered through the plaza.""

There was a forgetting event involving the sheriff and the singer.
The one it happened to was the singer.
The one who did it was the sheriff.

Bridget asked, ""What happened?""
Mary answered, ""The"
949,a father understood a friend .,a friend was understood by a father .,the singer forgets the soldier .,the soldier is forgotten by the singer .,The kettle whistled in the kitchen .,involving_event,did_to,mary_answered,patient_first,"There was an understanding event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""A father understood a friend.""

There was a forgetting event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an understanding event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""A friend was understood by a father.""

There was a forgetting event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The kettle whistled in the kitchen.""

There was a forgetting event involving the singer and the soldier.
The one it happened to was the soldier.
The one who did it was the singer.

Bridget asked, ""What happened?""
Mary answered, ""The"
950,the kid comforts the king .,the king is comforted by the kid .,a soldier forgot a son .,a son was forgotten by a soldier .,The garden brightened after rain .,involving_event,did_to,mary_answered,patient_first,"There was a comforting event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The kid comforts the king.""

There was a forgetting event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a comforting event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The king is comforted by the kid.""

There was a forgetting event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a forgetting event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""The"
951,the champion asked the chief .,the chief was asked by the champion .,a son forgets a student .,a student is forgotten by a son .,The jacket hung behind the chair .,involving_event,did_to,mary_answered,patient_first,"There was an asking event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The champion asked the chief.""

There was a forgetting event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an asking event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The chief was asked by the champion.""

There was a forgetting event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was a forgetting event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""The"
952,a colonel beats a cop .,a cop is beaten by a colonel .,the student forgot the teacher .,the teacher was forgotten by the student .,The radio crackled in the attic .,involving_event,did_to,mary_answered,agent_first,"There was a beating event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""A colonel beats a cop.""

There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a beating event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""A cop is beaten by a colonel.""

There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The radio crackled in the attic.""

There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The"
953,a guy protected a hero .,a hero was protected by a guy .,the teacher forgets the uncle .,the uncle is forgotten by the teacher .,The witness paused near the doorway .,involving_event,did_to,mary_answered,agent_first,"There was a protecting event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""A guy protected a hero.""

There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a protecting event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""A hero was protected by a guy.""

There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The"
954,the buddy teaches the candidate .,the candidate is taught by the buddy .,an uncle forgot a wife .,a wife was forgotten by an uncle .,The package arrived before noon .,involving_event,did_to,mary_answered,agent_first,"There was a teaching event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The buddy teaches the candidate.""

There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a teaching event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The candidate is taught by the buddy.""

There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The package arrived before noon.""

There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"
955,the employee bothered the employer .,the employer was bothered by the employee .,a wife forgets a winner .,a winner is forgotten by a wife .,The sculpture stood in the hallway .,involving_event,did_to,mary_answered,agent_first,"There was a bothering event involving the employee and the employer.
The one who did it was the employee.
The one it happened to was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The employee bothered the employer.""

There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a bothering event involving the employee and the employer.
The one who did it was the employee.
The one it happened to was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The employer was bothered by the employee.""

There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The"
956,a princess carries a professor .,a professor is carried by a princess .,the winner forgot the woman .,the woman was forgotten by the winner .,The captain waited beside the harbor .,involving_event,did_to,mary_answered,patient_first,"There was a carrying event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""A princess carries a professor.""

There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a carrying event involving a princess and a professor.
The one it happened to was a professor.
The one who did it was a princess.

Bridget asked, ""What happened?""
Mary answered, ""A professor is carried by a princess.""

There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The captain waited beside the harbor.""

There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The"
957,a soldier helped a son .,a son was helped by a soldier .,the woman forgets the worker .,the worker is forgotten by the woman .,The teacher listened during assembly .,involving_event,did_to,mary_answered,patient_first,"There was a helping event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""A soldier helped a son.""

There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a helping event involving a soldier and a son.
The one it happened to was a son.
The one who did it was a soldier.

Bridget asked, ""What happened?""
Mary answered, ""A son was helped by a soldier.""

There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The teacher listened during assembly.""

There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The"
958,the chief grabs the child .,the child is grabbed by the chief .,a worker forgot a writer .,a writer was forgotten by a worker .,The violin echoed in the theater .,involving_event,did_to,mary_answered,patient_first,"There was a grabbing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The chief grabs the child.""

There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The child is grabbed by the chief.""

There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"
959,the girl discovered the guest .,the guest was discovered by the girl .,a writer forgets an actor .,an actor is forgotten by a writer .,The pillow rested on the sofa .,involving_event,did_to,mary_answered,patient_first,"There was a discovering event involving the girl and the guest.
The one it happened to was the guest.
The one who did it was the girl.

Bridget asked, ""What happened?""
Mary answered, ""The girl discovered the guest.""

There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a discovering event involving the girl and the guest.
The one it happened to was the guest.
The one who did it was the girl.

Bridget asked, ""What happened?""
Mary answered, ""The guest was discovered by the girl.""

There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pillow rested on the sofa.""

There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The"
960,a manager chases a mayor .,a mayor is chased by a manager .,the actor grabbed the actress .,the actress was grabbed by the actor .,The lantern glowed near sunset .,involving_event,did_to,mary_answered,agent_first,"There was a chasing event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""A manager chases a mayor.""

There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a chasing event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""A mayor is chased by a manager.""

There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The"
961,a physician forgot a pilot .,a pilot was forgotten by a physician .,the actress grabs the adult .,the adult is grabbed by the actress .,The traveler rested beside the river .,involving_event,did_to,mary_answered,agent_first,"There was a forgetting event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""A physician forgot a pilot.""

There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a physician and a pilot.
The one who did it was a physician.
The one it happened to was a pilot.

Bridget asked, ""What happened?""
Mary answered, ""A pilot was forgotten by a physician.""

There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The"
962,the leader hurts the man .,the man is hurt by the leader .,an adult grabbed an attorney .,an attorney was grabbed by an adult .,The notebook stayed on the shelf .,involving_event,did_to,mary_answered,agent_first,"There was a hurting event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The leader hurts the man.""

There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a hurting event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The man is hurt by the leader.""

There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"
963,the president forgot the priest .,the priest was forgotten by the president .,an attorney grabs an aunt .,an aunt is grabbed by an attorney .,The window rattled during the storm .,involving_event,did_to,mary_answered,agent_first,"There was a forgetting event involving the president and the priest.
The one who did it was the president.
The one it happened to was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The president forgot the priest.""

There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the president and the priest.
The one who did it was the president.
The one it happened to was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The priest was forgotten by the president.""

There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"
964,a friend drags a girl .,a girl is dragged by a friend .,the aunt grabbed the author .,the author was grabbed by the aunt .,The singer smiled after rehearsal .,involving_event,did_to,mary_answered,patient_first,"There was a dragging event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""A friend drags a girl.""

There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a dragging event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""A girl is dragged by a friend.""

There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"
965,an uncle protected a wife .,a wife was protected by an uncle .,the author grabs the bishop .,the bishop is grabbed by the author .,The painter waited near the doorway .,involving_event,did_to,mary_answered,patient_first,"There was a protecting event involving an uncle and a wife.
The one it happened to was a wife.
The one who did it was an uncle.

Bridget asked, ""What happened?""
Mary answered, ""An uncle protected a wife.""

There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a protecting event involving an uncle and a wife.
The one it happened to was a wife.
The one who did it was an uncle.

Bridget asked, ""What happened?""
Mary answered, ""A wife was protected by an uncle.""

There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The painter waited near the doorway.""

There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"
