item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
952,a pil s a por .,a por is ed by a pil .,the student forgot the teacher .,the teacher was forgotten by the student .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A pil s a por.""

There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A por is ed by a pil.""

There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was a forgetting event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The"
953,a nud ed a pav .,a pav was ed by a nud .,the teacher forgets the uncle .,the uncle is forgotten by the teacher .,The tul ed near the vel .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""A nud ed a pav.""

There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one who did it was a nud.
The one it happened to was a pav.

Bridget asked, ""What happened?""
Mary answered, ""A pav was ed by a nud.""

There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was a forgetting event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The"
954,the vom s the vul .,the vul is ed by the vom .,an uncle forgot a wife .,a wife was forgotten by an uncle .,The vil ed before vir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vil ed before vir.""

There was a forgetting event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"
955,the gri ed the mur .,the mur was ed by the gri .,a wife forgets a winner .,a winner is forgotten by a wife .,The vom ed in the vul .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The gri ed the mur.""

There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the gri and the mur.
The one who did it was the gri.
The one it happened to was the mur.

Bridget asked, ""What happened?""
Mary answered, ""The mur was ed by the gri.""

There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vom ed in the vul.""

There was a forgetting event involving a wife and a winner.
The one who did it was a wife.
The one it happened to was a winner.

Bridget asked, ""What happened?""
Mary answered, ""The"
956,a bri s a dil .,a dil is ed by a bri .,the winner forgot the woman .,the woman was forgotten by the winner .,The bri ed beside the dru .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""A bri s a dil.""

There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a bri and a dil.
The one it happened to was a dil.
The one who did it was a bri.

Bridget asked, ""What happened?""
Mary answered, ""A dil is ed by a bri.""

There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed beside the dru.""

There was a forgetting event involving the winner and the woman.
The one it happened to was the woman.
The one who did it was the winner.

Bridget asked, ""What happened?""
Mary answered, ""The"
957,a gir ed a lav .,a lav was ed by a gir .,the woman forgets the worker .,the worker is forgotten by the woman .,The gri ed during mur .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A gir ed a lav.""

There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a gir and a lav.
The one it happened to was a lav.
The one who did it was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A lav was ed by a gir.""

There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The gri ed during mur.""

There was a forgetting event involving the woman and the worker.
The one it happened to was the worker.
The one who did it was the woman.

Bridget asked, ""What happened?""
Mary answered, ""The"
958,the vom s the vul .,the vul is ed by the vom .,a worker forgot a writer .,a writer was forgotten by a worker .,The dir ed in the dur .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dir ed in the dur.""

There was a forgetting event involving a worker and a writer.
The one it happened to was a writer.
The one who did it was a worker.

Bridget asked, ""What happened?""
Mary answered, ""The"
959,the rom ed the sav .,the sav was ed by the rom .,a writer forgets an actor .,an actor is forgotten by a writer .,The fab ed on the fav .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the rom and the sav.
The one it happened to was the sav.
The one who did it was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The rom ed the sav.""

There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rom and the sav.
The one it happened to was the sav.
The one who did it was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The sav was ed by the rom.""

There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fab ed on the fav.""

There was a forgetting event involving a writer and an actor.
The one it happened to was an actor.
The one who did it was a writer.

Bridget asked, ""What happened?""
Mary answered, ""The"
960,a vil s a vir .,a vir is ed by a vil .,the actor grabbed the actress .,the actress was grabbed by the actor .,The bri ed near dil .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vil s a vir.""

There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vil and a vir.
The one who did it was a vil.
The one it happened to was a vir.

Bridget asked, ""What happened?""
Mary answered, ""A vir is ed by a vil.""

There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed near dil.""

There was a grabbing event involving the actor and the actress.
The one who did it was the actor.
The one it happened to was the actress.

Bridget asked, ""What happened?""
Mary answered, ""The"
961,a som ed a sor .,a sor was ed by a som .,the actress grabs the adult .,the adult is grabbed by the actress .,The dru ed beside the gri .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a som and a sor.
The one who did it was a som.
The one it happened to was a sor.

Bridget asked, ""What happened?""
Mary answered, ""A som ed a sor.""

There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a som and a sor.
The one who did it was a som.
The one it happened to was a sor.

Bridget asked, ""What happened?""
Mary answered, ""A sor was ed by a som.""

There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dru ed beside the gri.""

There was a grabbing event involving the actress and the adult.
The one who did it was the actress.
The one it happened to was the adult.

Bridget asked, ""What happened?""
Mary answered, ""The"
962,the vom s the vul .,the vul is ed by the vom .,an adult grabbed an attorney .,an attorney was grabbed by an adult .,The mur ed on the dir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mur ed on the dir.""

There was a grabbing event involving an adult and an attorney.
The one who did it was an adult.
The one it happened to was an attorney.

Bridget asked, ""What happened?""
Mary answered, ""The"
963,the sul ed the tel .,the tel was ed by the sul .,an attorney grabs an aunt .,an aunt is grabbed by an attorney .,The dur ed during the fab .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the sul and the tel.
The one who did it was the sul.
The one it happened to was the tel.

Bridget asked, ""What happened?""
Mary answered, ""The sul ed the tel.""

There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sul and the tel.
The one who did it was the sul.
The one it happened to was the tel.

Bridget asked, ""What happened?""
Mary answered, ""The tel was ed by the sul.""

There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dur ed during the fab.""

There was a grabbing event involving an attorney and an aunt.
The one who did it was an attorney.
The one it happened to was an aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"
964,a nom s a nud .,a nud is ed by a nom .,the aunt grabbed the author .,the author was grabbed by the aunt .,The fav ed after fel .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nom s a nud.""

There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nud is ed by a nom.""

There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was a grabbing event involving the aunt and the author.
The one it happened to was the author.
The one who did it was the aunt.

Bridget asked, ""What happened?""
Mary answered, ""The"
965,a som ed a sor .,a sor was ed by a som .,the author grabs the bishop .,the bishop is grabbed by the author .,The fil ed near the fol .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a som and a sor.
The one it happened to was a sor.
The one who did it was a som.

Bridget asked, ""What happened?""
Mary answered, ""A som ed a sor.""

There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a som and a sor.
The one it happened to was a sor.
The one who did it was a som.

Bridget asked, ""What happened?""
Mary answered, ""A sor was ed by a som.""

There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was a grabbing event involving the author and the bishop.
The one it happened to was the bishop.
The one who did it was the author.

Bridget asked, ""What happened?""
Mary answered, ""The"
966,the nav s the nin .,the nin is ed by the nav .,a bishop grabbed a boy .,a boy was grabbed by a bishop .,The ful ed before gir .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the nav and the nin.
The one it happened to was the nin.
The one who did it was the nav.

Bridget asked, ""What happened?""
Mary answered, ""The nav s the nin.""

There was a grabbing event involving a bishop and a boy.
The one it happened to was a boy.
The one who did it was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the nav and the nin.
The one it happened to was the nin.
The one who did it was the nav.

Bridget asked, ""What happened?""
Mary answered, ""The nin is ed by the nav.""

There was a grabbing event involving a bishop and a boy.
The one it happened to was a boy.
The one who did it was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving a bishop and a boy.
The one it happened to was a boy.
The one who did it was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The ful ed before gir.""

There was a grabbing event involving a bishop and a boy.
The one it happened to was a boy.
The one who did it was a bishop.

Bridget asked, ""What happened?""
Mary answered, ""The"
967,the vul ed the bri .,the bri was ed by the vul .,a boy grabs a brother .,a brother is grabbed by a boy .,The lav ed after lil .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul ed the bri.""

There was a grabbing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The bri was ed by the vul.""

There was a grabbing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was a grabbing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"
968,a mur s a dir .,a dir is ed by a mur .,the brother grabbed the buddy .,the buddy was grabbed by the brother .,The mol ed on the mul .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A mur s a dir.""

There was a grabbing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dir is ed by a mur.""

There was a grabbing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was a grabbing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"
969,a vir ed a vom .,a vom was ed by a vir .,the buddy grabs the candidate .,the candidate is grabbed by the buddy .,The nav ed above the nin .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a vir and a vom.
The one who did it was a vir.
The one it happened to was a vom.

Bridget asked, ""What happened?""
Mary answered, ""A vir ed a vom.""

There was a grabbing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a vir and a vom.
The one who did it was a vir.
The one it happened to was a vom.

Bridget asked, ""What happened?""
Mary answered, ""A vom was ed by a vir.""

There was a grabbing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was a grabbing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"
970,the dru s the gri .,the gri is ed by the dru .,a candidate grabbed a captain .,a captain was grabbed by a candidate .,The nom ed during nud .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The dru s the gri.""

There was a grabbing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dru and the gri.
The one who did it was the dru.
The one it happened to was the gri.

Bridget asked, ""What happened?""
Mary answered, ""The gri is ed by the dru.""

There was a grabbing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was a grabbing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"
971,the lil ed the mol .,the mol was ed by the lil .,a captain grabs a champion .,a champion is grabbed by a captain .,The pav ed across the pel .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the lil and the mol.
The one who did it was the lil.
The one it happened to was the mol.

Bridget asked, ""What happened?""
Mary answered, ""The lil ed the mol.""

There was a grabbing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the lil and the mol.
The one who did it was the lil.
The one it happened to was the mol.

Bridget asked, ""What happened?""
Mary answered, ""The mol was ed by the lil.""

There was a grabbing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was a grabbing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"
972,a mol s a mul .,a mul is ed by a mol .,the champion grabbed the chief .,the chief was grabbed by the champion .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""A mol s a mul.""

There was a grabbing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""A mul is ed by a mol.""

There was a grabbing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was a grabbing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The"
973,a mul ed a nav .,a nav was ed by a mul .,the chief grabs the child .,the child is grabbed by the chief .,The rav ed in the rom .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""A mul ed a nav.""

There was a grabbing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""A nav was ed by a mul.""

There was a grabbing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was a grabbing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The"
974,the vom s the vul .,the vul is ed by the vom .,a child grabbed a colonel .,a colonel was grabbed by a child .,The sav ed after som .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was a grabbing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one it happened to was the vul.
The one who did it was the vom.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was a grabbing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sav ed after som.""

There was a grabbing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"
975,the fol ed the ful .,the ful was ed by the fol .,a colonel grabs a cop .,a cop is grabbed by a colonel .,The sor ed behind the sul .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the fol and the ful.
The one it happened to was the ful.
The one who did it was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The fol ed the ful.""

There was a grabbing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fol and the ful.
The one it happened to was the ful.
The one who did it was the fol.

Bridget asked, ""What happened?""
Mary answered, ""The ful was ed by the fol.""

There was a grabbing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was a grabbing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"
976,a pil s a por .,a por is ed by a pil .,the cop grabbed the cousin .,the cousin was grabbed by the cop .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A pil s a por.""

There was a grabbing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a pil and a por.
The one who did it was a pil.
The one it happened to was a por.

Bridget asked, ""What happened?""
Mary answered, ""A por is ed by a pil.""

There was a grabbing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a grabbing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was a grabbing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"
